election_id,election_date,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_id,party_name,party_short_name,mainstream,votes,acclaimed,place
33,1984-09-04,AB,1,ATHABASCA,23035,"SHIELDS, Jack",Progressive Conservative,124,Progressive Conservative Party,PC,t,23997,f,1
33,1984-09-04,AB,1,ATHABASCA,23036,"DORT--MACLEAN, Ann",New Democratic Party,100,New Democratic Party,NDP,t,6001,f,2
33,1984-09-04,AB,1,ATHABASCA,23037,"WOODWARD, Mike",Liberal,75,Liberal,Lib,t,4222,f,3
33,1984-09-04,AB,1,ATHABASCA,23038,"BORGER, Fred W.",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,578,f,4
33,1984-09-04,AB,1,ATHABASCA,23039,"MICHETTI, Rudolph",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,332,f,5
33,1984-09-04,AB,2,BOW RIVER,23040,"TAYLOR, Gordon E.",Progressive Conservative,124,Progressive Conservative Party,PC,t,43033,f,1
33,1984-09-04,AB,2,BOW RIVER,23041,"MCCUTCHEON, William",New Democratic Party,100,New Democratic Party,NDP,t,5258,f,2
33,1984-09-04,AB,2,BOW RIVER,23042,"TANNER, B.C.",Liberal,75,Liberal,Lib,t,4066,f,3
33,1984-09-04,AB,2,BOW RIVER,23043,"TAYLOR, Gordon D.",Parti Rhinocéros,138,Rhinoceros Party,Rhino,f,2349,f,4
33,1984-09-04,AB,2,BOW RIVER,23044,"OSEEN, Dean",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,1443,f,5
33,1984-09-04,AB,2,BOW RIVER,23045,"ERHART, Tom",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,326,f,6
33,1984-09-04,AB,3,CALGARY CENTRE,23046,"ANDRE, Harvie",Progressive Conservative,124,Progressive Conservative Party,PC,t,24924,f,1
33,1984-09-04,AB,3,CALGARY CENTRE,23047,"GAINER, Karen",Liberal,75,Liberal,Lib,t,5955,f,2
33,1984-09-04,AB,3,CALGARY CENTRE,23048,"KEELEY, Susan",New Democratic Party,100,New Democratic Party,NDP,t,5138,f,3
33,1984-09-04,AB,3,CALGARY CENTRE,23049,"STAPLES, Glen",Green Party of Canada,50,Green Party,Grn,t,761,f,4
33,1984-09-04,AB,3,CALGARY CENTRE,23050,"FERGUSON, Jean",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,604,f,5
33,1984-09-04,AB,3,CALGARY CENTRE,23051,"KYRIAKAKIS, Joseph",Libertarian Party of Canada,81,Libertarian Party,Liber,f,180,f,6
33,1984-09-04,AB,4,CALGARY EAST,23052,"KINDY, Alex",Progressive Conservative,124,Progressive Conservative Party,PC,t,36825,f,1
33,1984-09-04,AB,4,CALGARY EAST,23053,"SYKES, Rod",Liberal,75,Liberal,Lib,t,14749,f,2
33,1984-09-04,AB,4,CALGARY EAST,23054,"PASHAK, Barry",New Democratic Party,100,New Democratic Party,NDP,t,8558,f,3
33,1984-09-04,AB,4,CALGARY EAST,23055,"WERESCHUK, Dave G.",Independent,52,Independent,Ind,f,993,f,4
33,1984-09-04,AB,4,CALGARY EAST,23056,"GALENZOSKI, Nora",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,658,f,5
33,1984-09-04,AB,4,CALGARY EAST,23057,"OTHEN, Jim",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,343,f,6
33,1984-09-04,AB,4,CALGARY EAST,23058,"KOLLINGER, Wayne",Libertarian Party of Canada,81,Libertarian Party,Liber,f,324,f,7
33,1984-09-04,AB,4,CALGARY EAST,23059,"POTTER, Bruce",Communist Party of Canada,31,Communist Party,Com,f,122,f,8
33,1984-09-04,AB,5,CALGARY NORTH,23060,"GAGNON, Paul",Progressive Conservative,124,Progressive Conservative Party,PC,t,39207,f,1
33,1984-09-04,AB,5,CALGARY NORTH,23061,"APPLETON, Pam",New Democratic Party,100,New Democratic Party,NDP,t,7027,f,2
33,1984-09-04,AB,5,CALGARY NORTH,23062,"RAYMAKER, Darryl",Liberal,75,Liberal,Lib,t,6864,f,3
33,1984-09-04,AB,5,CALGARY NORTH,23063,"HOPE, Peter E.",Independent,52,Independent,Ind,f,765,f,4
33,1984-09-04,AB,6,CALGARY SOUTH,23064,"Sparrow, Bobbie",Progressive Conservative,124,Progressive Conservative Party,PC,t,55590,f,1
33,1984-09-04,AB,6,CALGARY SOUTH,23066,"MILLICAN, Harold",Liberal,75,Liberal,Lib,t,7827,f,2
33,1984-09-04,AB,6,CALGARY SOUTH,23065,"QUIGLEY, Brendan",New Democratic Party,100,New Democratic Party,NDP,t,6135,f,3
33,1984-09-04,AB,6,CALGARY SOUTH,23067,"KOBLEY, Phyllis",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,866,f,4
33,1984-09-04,AB,6,CALGARY SOUTH,23068,"HEATHER, Larry",Independent,52,Independent,Ind,f,800,f,5
33,1984-09-04,AB,6,CALGARY SOUTH,23069,"BOHDAN, Bill",Party for the Commonwealth of Canada,113,Party for the Commonwealth of Canada,CWealth,f,136,f,6
33,1984-09-04,AB,7,CALGARY WEST,23070,"HAWKES, Jim",Progressive Conservative,124,Progressive Conservative Party,PC,t,37565,f,1
33,1984-09-04,AB,7,CALGARY WEST,23071,"CODE, Bill",Liberal,75,Liberal,Lib,t,5749,f,2
33,1984-09-04,AB,7,CALGARY WEST,23072,"SMITH, Ed",New Democratic Party,100,New Democratic Party,NDP,t,5409,f,3
33,1984-09-04,AB,7,CALGARY WEST,23073,"MCDONALD, Martin--John",Green Party of Canada,50,Green Party,Grn,t,605,f,4
33,1984-09-04,AB,7,CALGARY WEST,23074,"GINN, Cliff",Confederation of Regions Western Party,36,Confederation of Regions Western Party,RegionsW,f,523,f,5
33,1984-09-04,AB,7,CALGARY WEST,23075,"CERI, Frank",Libertarian Party of Canada,81,Libertarian Party,Liber,f,233,f,6
33,1984-09-04,AB,7,CALGARY WEST,23076,"WILLIAMS, Doug",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,201,f,7
