election_id,election_date,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_id,party_name,party_short_name,mainstream,votes,acclaimed,place
26,1963-04-08,AB,1,ACADIA,14787,"HORNER, Jack H.",Progressive Conservative,124,Progressive Conservative Party,PC,t,10616,f,1
26,1963-04-08,AB,1,ACADIA,14788,"HEWSON, G. Marshall",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,7018,f,2
26,1963-04-08,AB,1,ACADIA,14789,"HOURIHAN, Walter Peter",Liberal,75,Liberal,Lib,t,1995,f,3
26,1963-04-08,AB,1,ACADIA,14790,"JOHNSON, Floyd A.",New Democratic Party,100,New Democratic Party,NDP,t,840,f,4
26,1963-04-08,AB,2,ATHABASKA,14791,"BIGG, Jack",Progressive Conservative,124,Progressive Conservative Party,PC,t,12074,f,1
26,1963-04-08,AB,2,ATHABASKA,14792,"HALL, R.E. Dick",Liberal,75,Liberal,Lib,t,5416,f,2
26,1963-04-08,AB,2,ATHABASKA,14793,"CHABA, Peter",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,3601,f,3
26,1963-04-08,AB,2,ATHABASKA,14794,"SZCHECHINA, Alex",New Democratic Party,100,New Democratic Party,NDP,t,1045,f,4
26,1963-04-08,AB,3,BATTLE RIVER--CAMROSE,14795,"SMALLWOOD, Clifford S.",Progressive Conservative,124,Progressive Conservative Party,PC,t,15565,f,1
26,1963-04-08,AB,3,BATTLE RIVER--CAMROSE,14796,"ROSENAU, Arthur Henry",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,5984,f,2
26,1963-04-08,AB,3,BATTLE RIVER--CAMROSE,14797,"PERKA, Stanley J.",Liberal,75,Liberal,Lib,t,2752,f,3
26,1963-04-08,AB,3,BATTLE RIVER--CAMROSE,14798,"ARNSTON, Alfred O.",New Democratic Party,100,New Democratic Party,NDP,t,1283,f,4
26,1963-04-08,AB,4,BOW RIVER,14799,"WOOLLIAMS, Eldon M.",Progressive Conservative,124,Progressive Conservative Party,PC,t,11461,f,1
26,1963-04-08,AB,4,BOW RIVER,14800,"PORTER, Francis J.",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,7460,f,2
26,1963-04-08,AB,4,BOW RIVER,14801,"HASTINGS, Earl",Liberal,75,Liberal,Lib,t,4589,f,3
26,1963-04-08,AB,4,BOW RIVER,14802,"SIEWERT, Walter W.",New Democratic Party,100,New Democratic Party,NDP,t,1481,f,4
26,1963-04-08,AB,5,CALGARY NORTH,14803,"HARKNESS, Douglas Scott",Progressive Conservative,124,Progressive Conservative Party,PC,t,21966,f,1
26,1963-04-08,AB,5,CALGARY NORTH,14804,"SIMPSON, Bob",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,15386,f,2
26,1963-04-08,AB,5,CALGARY NORTH,14805,"LAW, Marion Albert",Liberal,75,Liberal,Lib,t,14653,f,3
26,1963-04-08,AB,5,CALGARY NORTH,14806,"BALDWIN, Everett C.",New Democratic Party,100,New Democratic Party,NDP,t,4792,f,4
26,1963-04-08,AB,6,CALGARY SOUTH,14807,"HAYS, Harry W.",Liberal,75,Liberal,Lib,t,21619,f,1
26,1963-04-08,AB,6,CALGARY SOUTH,14808,"LESLIE, Jack",Progressive Conservative,124,Progressive Conservative Party,PC,t,19760,f,2
26,1963-04-08,AB,6,CALGARY SOUTH,14809,"CUMMING, Glen",Social Credit Party of Canada,143,Social Credit Party,SoCred,t,8753,f,3
26,1963-04-08,AB,6,CALGARY SOUTH,14810,"HANLEY, F.W.",New Democratic Party,100,New Democratic Party,NDP,t,3760,f,4
