election_id,election_date,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_id,party_name,party_short_name,mainstream,votes,acclaimed,place
37,2000-11-27,AB,1,ATHABASCA,29886,"Chatters, Dave",Canadian Alliance,19,Canadian Alliance,CdnAll,t,18775,f,1
37,2000-11-27,AB,1,ATHABASCA,29887,"Cardinal, Harold",Liberal,75,Liberal,Lib,t,9793,f,2
37,2000-11-27,AB,1,ATHABASCA,29888,"Faulkner, Doug",Progressive Conservative,124,Progressive Conservative Party,PC,t,4224,f,3
37,2000-11-27,AB,1,ATHABASCA,29889,"Erickson, Alysia",New Democratic Party,100,New Democratic Party,NDP,t,872,f,4
37,2000-11-27,AB,1,ATHABASCA,29890,"Normore, Reginald",Marijuana Party,84,Marijuana Party,Marijuana,f,469,f,5
37,2000-11-27,AB,1,ATHABASCA,29891,"Scott, Harvey",Green Party of Canada,50,Green Party,Grn,t,345,f,6
37,2000-11-27,AB,2,CALGARY CENTRE,29892,"Clark, Joe",Progressive Conservative,124,Progressive Conservative Party,PC,t,26358,f,1
37,2000-11-27,AB,2,CALGARY CENTRE,29894,"Lowther, Eric",Canadian Alliance,19,Canadian Alliance,CdnAll,t,22054,f,2
37,2000-11-27,AB,2,CALGARY CENTRE,29895,"Levy, Joanne",Liberal,75,Liberal,Lib,t,5630,f,3
37,2000-11-27,AB,2,CALGARY CENTRE,29893,"LePan, Don",New Democratic Party,100,New Democratic Party,NDP,t,1604,f,4
37,2000-11-27,AB,2,CALGARY CENTRE,29896,"Alvarez-Toye, Michael",Green Party of Canada,50,Green Party,Grn,t,1170,f,5
37,2000-11-27,AB,2,CALGARY CENTRE,29897,"Smith, Beverley",Independent,52,Independent,Ind,f,293,f,6
37,2000-11-27,AB,2,CALGARY CENTRE,29898,"Askin, Margaret",Marxist-Leninist Party,86,Marxist-Leninist Party,Marx-Len,f,133,f,7
37,2000-11-27,AB,3,CALGARY EAST,29899,"Obhrai, Deepak",Canadian Alliance,19,Canadian Alliance,CdnAll,t,18141,f,1
37,2000-11-27,AB,3,CALGARY EAST,29900,"Perras, Doug",Liberal,75,Liberal,Lib,t,6843,f,2
37,2000-11-27,AB,3,CALGARY EAST,29901,"Richard, Roger",Progressive Conservative,124,Progressive Conservative Party,PC,t,5510,f,3
