election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
2,BC,1,"CARIBOO",,,,,Other,Con,Lib
2,BC,2,"NEW WESTMINSTER",,,,,Other,Con,Lib
2,BC,3,"VANCOUVER",,,,,Other,Con,Lib
2,BC,4,"VICTORIA-1",,398,,,Lib,Other,Con
2,BC,5,"VICTORIA-2",,402,94,,Lib,Other,Con
2,BC,6,"YALE",43,,19,,Con,Other,Lib
2,MB,7,"LISGAR",273,,128,,Con,Other,Lib
2,MB,8,"MARQUETTE",115,464,5,,Lib,Con,Other
2,MB,9,"PROVENCHER",,,,,Other,Con,Lib
2,MB,10,"SELKIRK",,,320,,Other,Con,Lib
2,NB,11,"ALBERT",,847,748,,Lib,Other,Con
2,NB,12,"CARLETON",,,,,Other,Con,Lib
2,NB,13,"CHARLOTTE",,1329,,1551,PC,Lib,Other
2,NB,14,"CITY AND COUNTY OF ST. JOHN-1",,2204,486,,Lib,Other,Con
2,NB,15,"CITY AND COUNTY OF ST. JOHN-2",,3249,1771,,Lib,Other,Con
2,NB,16,"CITY OF ST. JOHN",,,1225,1765,PC,Other,Con
2,NB,17,"GLOUCESTER",,1436,341,,Lib,Other,Con
2,NB,18,"KENT",,2637,,,Lib,Other,Con
2,NB,19,"KING'S",1507,,1701,,Other,Con,Lib
2,NB,20,"NORTHUMBERLAND",,,,,Other,Con,Lib
2,NB,21,"QUEEN'S",,,,,Other,Con,Lib
2,NB,22,"RESTIGOUCHE",593,,169,,Con,Other,Lib
2,NB,23,"SUNBURY",,,,,Other,Con,Lib
2,NB,24,"VICTORIA",,,279,1141,PC,Other,Con
2,NB,25,"WESTMORLAND",,,,,Other,Con,Lib
2,NB,26,"YORK",,,,,Other,Con,Lib
2,NS,27,"ANNAPOLIS",1019,1129,,,Lib,Con,Other
2,NS,28,"ANTIGONISH",,,,,Other,Con,Lib
2,NS,29,"CAPE BRETON-1",1038,,,882,Con,PC,Other
2,NS,30,"CAPE BRETON-2",1240,,,932,Con,PC,Other
2,NS,31,"COLCHESTER",,1634,1209,,Lib,Other,Con
2,NS,32,"CUMBERLAND",1911,,650,,Con,Other,Lib
2,NS,33,"DIGBY",,,,,Other,Con,Lib
2,NS,34,"GUYSBOROUGH",,,,,Other,Con,Lib
2,NS,35,"HALIFAX-1",,,2430,2528,PC,Other,Con
2,NS,36,"HALIFAX-2",,2486,2452,,Lib,Other,Con
2,NS,37,"HANTS",,,,,Other,Con,Lib
2,NS,38,"INVERNESS",1293,,,1232,Con,PC,Other
2,NS,39,"KINGS",,1317,713,,Lib,Other,Con
2,NS,40,"LUNENBURG",,1338,1205,,Lib,Other,Con
2,NS,41,"PICTOU-1",2327,,2011,,Con,Other,Lib
2,NS,42,"PICTOU-2",,2122,,2328,PC,Lib,Other
2,NS,43,"QUEENS",,,,,Other,Con,Lib
2,NS,44,"RICHMOND",571,,300,,Con,Other,Lib
2,NS,45,"SHELBURNE",,,,,Other,Con,Lib
2,NS,46,"VICTORIA",,,,,Other,Con,Lib
2,NS,47,"YARMOUTH",,1176,440,,Lib,Other,Con
2,ON,48,"ADDINGTON",849,,,1495,PC,Con,Other
2,ON,49,"ALGOMA",300,,219,,Con,Other,Lib
2,ON,50,"BOTHWELL",,1727,1135,,Lib,Other,Con
2,ON,51,"BRANT NORTH",,882,571,,Lib,Other,Con
2,ON,52,"BRANT SOUTH",,1378,,1116,Lib,PC,Other
2,ON,53,"BROCKVILLE",,804,793,,Lib,Other,Con
2,ON,54,"BRUCE NORTH",951,974,,,Lib,Con,Other
2,ON,55,"BRUCE SOUTH",190,1878,,,Lib,Con,Other
2,ON,56,"CARDWELL",1232,,1016,,Con,Other,Lib
2,ON,57,"CARLETON",1024,,909,,Con,Other,Lib
2,ON,58,"CORNWALL",,,,,Other,Con,Lib
2,ON,59,"DUNDAS",,,1350,1262,Other,PC,Con
2,ON,60,"DURHAM EAST",,1357,1117,,Lib,Other,Con
2,ON,61,"DURHAM WEST",,,,,Other,Con,Lib
2,ON,62,"ELGIN EAST",,1658,1490,,Lib,Other,Con
2,ON,63,"ELGIN WEST",1023,1115,,,Lib,Con,Other
2,ON,64,"ESSEX",1999,,1238,,Con,Other,Lib
2,ON,65,"FRONTENAC",,,,,Other,Con,Lib
2,ON,66,"GLENGARRY",,1289,193,,Lib,Other,Con
2,ON,67,"GRENVILLE SOUTH",866,951,,,Lib,Con,Other
2,ON,68,"GREY EAST",1402,,857,,Con,Other,Lib
2,ON,69,"GREY NORTH",,1124,983,,Lib,Other,Con
2,ON,70,"GREY SOUTH",977,1150,,,Lib,Con,Other
2,ON,71,"HALDIMAND",,,,,Other,Con,Lib
2,ON,72,"HALTON",,1414,1278,,Lib,Other,Con
2,ON,73,"HAMILTON-1",,1324,1422,,Other,Lib,Con
2,ON,74,"HAMILTON-2",,1346,,1443,PC,Lib,Other
2,ON,75,"HASTINGS EAST",818,,1003,,Other,Con,Lib
2,ON,76,"HASTINGS NORTH",766,,559,,Con,Other,Lib
2,ON,77,"HASTINGS WEST",1030,,575,,Con,Other,Lib
2,ON,78,"HURON CENTRE",,1354,868,,Lib,Other,Con
2,ON,79,"HURON NORTH",,1359,,1550,PC,Lib,Other
2,ON,80,"HURON SOUTH",,1393,1308,,Lib,Other,Con
2,ON,81,"KENT",1874,,1730,,Con,Other,Lib
2,ON,82,"KINGSTON",,,604,735,PC,Other,Con
2,ON,83,"LAMBTON",1555,2190,,,Lib,Con,Other
2,ON,84,"LANARK NORTH",,559,418,276,Lib,Other,PC
2,ON,85,"LANARK SOUTH",1476,,562,,Con,Other,Lib
2,ON,86,"LEEDS NORTH AND GRENVILLE NORTH",963,,771,,Con,Other,Lib
2,ON,87,"LEEDS SOUTH",,1270,1258,,Lib,Other,Con
2,ON,88,"LENNOX",,1224,513,,Lib,Other,Con
2,ON,89,"LINCOLN",,1118,555,,Lib,Other,Con
2,ON,90,"LONDON",,,797,1101,PC,Other,Con
2,ON,91,"MIDDLESEX EAST",1890,,1837,,Con,Other,Lib
2,ON,92,"MIDDLESEX NORTH",,,,,Other,Con,Lib
2,ON,93,"MIDDLESEX WEST",1266,1322,7,,Lib,Con,Other
2,ON,94,"MONCK",,1334,,1293,Lib,PC,Other
2,ON,95,"MUSKOKA",,651,530,,Lib,Other,Con
2,ON,96,"NIAGARA",300,,298,,Con,Other,Lib
2,ON,97,"NORFOLK NORTH",1274,1324,,,Lib,Con,Other
2,ON,98,"NORFOLK SOUTH",1208,,1098,,Con,Other,Lib
2,ON,99,"NORTHUMBERLAND EAST",,,1430,1515,PC,Other,Con
2,ON,100,"NORTHUMBERLAND WEST",,,,,Other,Con,Lib
2,ON,101,"ONTARIO NORTH",1835,1620,,,Con,Lib,Other
2,ON,102,"ONTARIO SOUTH",,,1373,1466,PC,Other,Con
2,ON,103,"OTTAWA (CITY OF)-1",,,,,Other,Con,Lib
2,ON,104,"OTTAWA (CITY OF)-2",,,,,Other,Con,Lib
2,ON,105,"OXFORD NORTH",,,,,Other,Con,Lib
2,ON,106,"OXFORD SOUTH",,,,,Other,Con,Lib
2,ON,107,"PEEL",1245,1261,,,Lib,Con,Other
2,ON,108,"PERTH NORTH",,1792,,1848,PC,Lib,Other
2,ON,109,"PERTH SOUTH",,1683,1256,,Lib,Other,Con
2,ON,110,"PETERBOROUGH EAST",804,,752,,Con,Other,Lib
2,ON,111,"PETERBOROUGH WEST",702,735,,,Lib,Con,Other
2,ON,112,"PRESCOTT",,,,,Other,Con,Lib
2,ON,113,"PRINCE EDWARD",1625,1759,,,Lib,Con,Other
2,ON,114,"RENFREW NORTH",675,777,,,Lib,Con,Other
2,ON,115,"RENFREW SOUTH",,645,,916,PC,Lib,Other
2,ON,116,"RUSSELL",1217,952,,,Con,Lib,Other
2,ON,117,"SIMCOE NORTH",1852,1908,,,Lib,Con,Other
