election_id,prov_code,ed_id,ed_name,Bloc,Con,Grn,Lib,NDP,Other,1st,2nd,3rd
42,AB,48001,"Banff--Airdrie",,42228,2509,17380,4521,,Con,Lib,NDP
42,AB,48002,"Battle River--Crowfoot",,47552,1868,5505,3844,,Con,Lib,NDP
42,AB,48003,"Bow River",,38701,919,6840,2622,906,Con,Lib,NDP
42,AB,48004,"Calgary Centre",,27746,1347,28496,3412,248,Lib,Con,NDP
42,AB,48005,"Calgary Confederation",,30669,2146,29083,4770,140,Con,Lib,NDP
42,AB,48006,"Calgary Forest Lawn",,19694,1229,14762,4006,1356,Con,Lib,NDP
42,AB,48007,"Calgary Heritage",,37263,1246,15172,4255,494,Con,Lib,NDP
42,AB,48008,"Calgary Midnapore",,42415,1691,14396,4915,145,Con,Lib,NDP
42,AB,48009,"Calgary Nose Hill",,32760,1384,14671,4836,911,Con,Lib,NDP
42,AB,48010,"Calgary Rocky Ridge",,38229,1360,20038,3665,,Con,Lib,NDP
42,AB,48011,"Calgary Shepard",,43706,1734,16379,4532,,Con,Lib,NDP
42,AB,48012,"Calgary Signal Hill",,37858,1586,19108,3128,839,Con,Lib,NDP
42,AB,48013,"Calgary Skyview",,17885,846,20644,3605,2013,Lib,Con,NDP
42,AB,48014,"Edmonton Centre",,18703,1403,19902,13084,420,Lib,Con,NDP
42,AB,48015,"Edmonton Griesbach",,19157,1129,10397,16309,950,Con,NDP,Lib
42,AB,48016,"Edmonton Manning",,22166,1079,13509,11582,665,Con,Lib,NDP
42,AB,48017,"Edmonton Mill Woods",,20331,1096,20423,6330,1337,Lib,Con,NDP
42,AB,48018,"Edmonton Riverbend",,28805,1275,17428,9846,386,Con,Lib,NDP
42,AB,48019,"Edmonton Strathcona",,17395,1278,11524,24446,961,NDP,Con,Lib
42,AB,48020,"Edmonton West",,26370,1037,18649,6955,446,Con,Lib,NDP
42,AB,48021,"Edmonton--Wetaskiwin",,44949,1595,14660,6645,495,Con,Lib,NDP
42,AB,48022,"Foothills",,46166,1983,8149,3919,769,Con,Lib,NDP
42,AB,48023,"Fort McMurray--Cold Lake",,28625,743,13403,3663,832,Con,Lib,NDP
42,AB,48024,"Grande Prairie--Mackenzie",,38895,1673,7819,4343,613,Con,Lib,NDP
42,AB,48025,"Lakeland",,39882,1283,7500,5513,601,Con,Lib,NDP
42,AB,48026,"Lethbridge",,32321,1461,10532,11674,955,Con,NDP,Lib
42,AB,48027,"Medicine Hat--Cardston--Warner",,34849,1319,9085,4897,500,Con,Lib,NDP
42,AB,48028,"Peace River--Westlock",,34342,1247,6360,7127,443,Con,NDP,Lib
42,AB,48029,"Red Deer--Mountain View",,46245,1621,8356,5233,757,Con,Lib,NDP
42,AB,48030,"Red Deer--Lacombe",,43599,1773,9235,7055,,Con,Lib,NDP
42,AB,48031,"St. Albert--Edmonton",,26783,821,13343,6609,11652,Con,Lib,Other
42,AB,48032,"Sherwood Park--Fort Saskatchewan",,42642,1648,13615,6540,2241,Con,Lib,NDP
42,AB,48033,"Sturgeon River--Parkland",,43220,1875,9586,6166,690,Con,Lib,NDP
42,AB,48034,"Yellowhead",,37950,1538,7467,4753,817,Con,Lib,NDP
42,BC,59001,"Abbotsford",,23229,2416,15777,6593,109,Con,Lib,NDP
42,BC,59002,"Burnaby North--Seymour",,14612,2765,18938,15537,628,Lib,NDP,Con
42,BC,59003,"Burnaby South",,12441,1306,15547,16094,499,NDP,Lib,Con
42,BC,59004,"Cariboo--Prince George",,19688,1860,16921,13879,1386,Con,Lib,NDP
42,BC,59005,"Central Okanagan--Similkameen--Nicola",,24517,2436,23059,11961,,Con,Lib,NDP
42,BC,59006,"Chilliwack--Hope",,21445,2386,17114,9218,498,Con,Lib,NDP
42,BC,59007,"Cloverdale--Langley City",,18800,2195,24617,8463,,Lib,Con,NDP
42,BC,59008,"Coquitlam--Port Coquitlam",,18083,2076,19938,15400,1014,Lib,Con,NDP
42,BC,59009,"Courtenay--Alberni",,19714,8201,15212,26582,140,NDP,Con,Lib
42,BC,59010,"Cowichan--Malahat--Langford",,14091,10462,14685,22200,340,NDP,Lib,Con
42,BC,59011,"Delta",,18255,1768,27355,8311,,Lib,Con,NDP
42,BC,59012,"Fleetwood--Port Kells",,14275,1154,22871,10463,,Lib,Con,NDP
42,BC,59013,"Kamloops--Thompson--Cariboo",,24595,2489,21215,21466,,Con,NDP,Lib
42,BC,59014,"Kelowna--Lake Country",,25502,,29614,9039,,Lib,Con,NDP
42,BC,59015,"Kootenay--Columbia",,23247,4115,12315,23529,,NDP,Con,Lib
42,BC,59016,"Langley--Aldergrove",,27333,2644,21894,7490,535,Con,Lib,NDP
42,BC,59017,"Mission--Matsqui--Fraser Canyon",,15587,2293,16625,9174,972,Lib,Con,NDP
42,BC,59018,"Nanaimo--Ladysmith",,16637,14074,16753,23651,126,NDP,Lib,Con
42,BC,59019,"New Westminster--Burnaby",,10512,2487,15253,22876,1514,NDP,Lib,Con
42,BC,59020,"North Okanagan--Shuswap",,27490,3608,20949,17907,,Con,Lib,NDP
42,BC,59021,"North Vancouver",,17301,5350,36458,5015,230,Lib,Con,Grn
42,BC,59022,"Pitt Meadows--Maple Ridge",,16373,2202,17673,15450,452,Lib,Con,NDP
42,BC,59023,"Port Moody--Coquitlam",,16112,1878,16888,19706,83,NDP,Lib,Con
42,BC,59024,"Prince George--Peace River--Northern Rockies",,27237,2672,12913,8014,1023,Con,Lib,NDP
42,BC,59025,"Richmond Centre",,17622,1152,16486,4602,,Con,Lib,NDP
42,BC,59026,"Esquimalt--Saanich--Sooke",,11912,13575,18622,23836,136,NDP,Lib,Grn
42,BC,59027,"Saanich--Gulf Islands",,13260,37070,11380,6181,249,Grn,Con,Lib
42,BC,59028,"Skeena--Bulkley Valley",,10936,1605,8257,22531,780,NDP,Con,Lib
42,BC,59029,"South Okanagan--West Kootenay",,19871,2792,18732,24823,376,NDP,Con,Lib
42,BC,59030,"South Surrey--White Rock",,24934,1938,23495,5895,369,Con,Lib,NDP
42,BC,59031,"Steveston--Richmond East",,16630,1587,19486,5248,274,Lib,Con,NDP
42,BC,59032,"Surrey Centre",,8556,1493,19471,12992,686,Lib,NDP,Con
42,BC,59033,"Surrey--Newton",,6978,975,24869,11602,,Lib,NDP,Con
42,BC,59034,"Vancouver Centre",,9818,3370,32554,11618,688,Lib,NDP,Con
42,BC,59035,"Vancouver East",,6322,5395,16532,29316,1143,NDP,Lib,Con
42,BC,59036,"Vancouver Granville",,14028,1691,23643,14462,,Lib,NDP,Con
42,BC,59037,"North Island--Powell River",,15840,4940,15416,24340,,NDP,Con,Lib
42,BC,59038,"Vancouver Kingsway",,9538,1476,12625,20763,994,NDP,Lib,Con
42,BC,59039,"Vancouver Quadra",,13683,2229,31102,5748,210,Lib,Con,NDP
42,BC,59040,"Vancouver South",,15115,1149,21773,6230,344,Lib,Con,NDP
42,BC,59041,"Victoria",,8480,23666,8489,30397,863,NDP,Grn,Lib
42,BC,59042,"West Vancouver--Sunshine Coast--Sea to Sky Country",,17411,5907,36300,6554,286,Lib,Con,NDP
42,MB,46001,"Brandon--Souris",,20666,2526,15338,2576,,Con,Lib,NDP
42,MB,46002,"Charleswood--St. James--Assiniboia--Headingley",,18408,1376,24531,2842,,Lib,Con,NDP
42,MB,46003,"Churchill--Keewatinook Aski",,3090,537,12575,13487,255,NDP,Lib,Con
42,MB,46004,"Dauphin--Swan River--Neepawa",,19276,1592,12276,5097,3357,Con,Lib,NDP
42,MB,46005,"Elmwood--Transcona",,14648,1016,12713,14709,,NDP,Con,Lib
42,MB,46006,"Kildonan--St. Paul",,17478,783,18717,6270,627,Lib,Con,NDP
42,MB,46007,"Portage--Lisgar",,25060,1637,10621,2554,1315,Con,Lib,NDP
42,MB,46008,"Provencher",,25086,1779,15509,2371,,Con,Lib,NDP
42,MB,46009,"Saint Boniface--Saint Vital",,14005,1119,28530,5169,,Lib,Con,NDP
42,MB,46010,"Selkirk--Interlake--Eastman",,25617,1707,15508,5649,882,Con,Lib,NDP
42,MB,46011,"Winnipeg Centre",,4189,1379,18471,9490,356,Lib,NDP,Con
42,MB,46012,"Winnipeg North",,5193,826,23402,4543,,Lib,Con,NDP
42,MB,46013,"Winnipeg South",,16709,990,28096,2404,,Lib,Con,NDP
42,MB,46014,"Winnipeg South Centre",,15102,1677,31993,4799,,Lib,Con,NDP
42,NB,13001,"Acadie--Bathurst",,3852,1187,25845,20079,,Lib,NDP,Con
42,NB,13002,"Beauséjour",,6017,2376,36534,8009,,Lib,NDP,Con
42,NB,13003,"Fredericton",,13280,5804,23016,4622,,Lib,Con,Grn
42,NB,13004,"Fundy Royal",,17361,1823,19136,8204,296,Lib,Con,NDP
42,NB,13005,"Madawaska--Restigouche",,6151,707,20778,9670,,Lib,NDP,Con
42,NB,13006,"Miramichi--Grand Lake",,12476,1098,17202,5588,,Lib,Con,NDP
42,NB,13007,"Moncton--Riverview--Dieppe",,11168,2399,30054,8420,,Lib,Con,NDP
42,NB,13008,"New Brunswick Southwest",,14625,1877,16656,4768,,Lib,Con,NDP
42,NB,13009,"Saint John--Rothesay",,12915,1321,20634,7411,,Lib,Con,NDP
42,NB,13010,"Tobique--Mactaquac",,14225,1959,17909,4334,,Lib,Con,NDP
42,NL,10001,"Avalon",,4670,228,23528,6075,7585,Lib,Other,NDP
42,NL,10002,"Bonavista--Burin--Trinity",,3534,297,28704,2557,,Lib,Con,NDP
42,NL,10003,"Coast of Bays--Central--Notre Dame",,6479,271,26523,2175,,Lib,Con,NDP
42,NL,10004,"Labrador",,1716,,8878,1779,,Lib,NDP,Con
42,NL,10005,"Long Range Mountains",,5085,1111,30889,4739,,Lib,Con,NDP
42,NL,10006,"St. John's East",,2938,500,20974,20328,140,Lib,NDP,Con
42,NL,10007,"St. John's South--Mount Pearl",,2047,365,25922,16467,,Lib,NDP,Con
42,NS,12001,"Cape Breton--Canso",,6246,1281,32163,3547,,Lib,Con,NDP
42,NS,12002,"Central Nova",,11418,1834,25909,4532,570,Lib,Con,NDP
42,NS,12003,"Cumberland--Colchester",,12257,1650,29527,2647,251,Lib,Con,NDP
42,NS,12004,"Dartmouth--Cole Harbour",,7331,1775,30407,12757,,Lib,NDP,Con
42,NS,12005,"Halifax",,4564,1745,27431,19162,130,Lib,NDP,Con
42,NS,12006,"Halifax West",,7837,1971,34377,5894,,Lib,Con,NDP
42,NS,12007,"Kings--Hants",,8677,1569,33026,2998,416,Lib,Con,NDP
42,NS,12008,"Sackville--Preston--Chezzetcook",,7186,1341,23161,16613,,Lib,NDP,Con
42,NS,12009,"South Shore--St. Margarets",,11905,1534,30045,8883,408,Lib,Con,NDP
42,NS,12010,"Sydney--Victoria",,4360,1026,29995,5351,242,Lib,NDP,Con
42,NS,12011,"West Nova",,11916,1904,28775,3084,,Lib,Con,NDP
42,NT,61001,"Northwest Territories",,3481,537,9172,5783,,Lib,NDP,Con
42,NU,62001,"Nunavut",,2956,182,5619,3171,,Lib,NDP,Con
42,ON,35001,"Ajax",,19374,788,31458,4630,57,Lib,Con,NDP
42,ON,35002,"Algoma--Manitoulin--Kapuskasing",,9820,927,14111,16516,,NDP,Lib,Con
42,ON,35003,"Aurora--Oak Ridges--Richmond Hill",,23039,654,24132,2912,243,Lib,Con,NDP
42,ON,35004,"Barrie--Innisfil",,22901,1991,18308,5812,329,Con,Lib,NDP
42,ON,35005,"Barrie--Springwater--Oro-Medonte",,21091,2648,21005,5202,589,Con,Lib,NDP
42,ON,35006,"Bay of Quinte",,19781,1278,29281,7001,372,Lib,Con,NDP
42,ON,35007,"Beaches--East York",,9124,1433,27458,17113,402,Lib,NDP,Con
42,ON,35008,"Brampton Centre",,13345,844,19277,5993,173,Lib,Con,NDP
42,ON,35009,"Brampton East",,10642,512,23652,10400,,Lib,Con,NDP
42,ON,35010,"Brampton North",,15888,915,23297,7946,120,Lib,Con,NDP
42,ON,35011,"Brampton South",,15929,1011,23681,4843,,Lib,Con,NDP
42,ON,35012,"Brampton West",,13068,674,24256,5400,,Lib,Con,NDP
42,ON,35013,"Brantford--Brant",,25874,1582,19422,15715,679,Con,Lib,NDP
42,ON,35014,"Bruce--Grey--Owen Sound",,26297,1887,21879,6270,,Con,Lib,NDP
42,ON,35015,"Burlington",,29780,1710,32229,6381,,Lib,Con,NDP
42,ON,35016,"Cambridge",,20613,1723,23024,7397,582,Lib,Con,NDP
42,ON,35017,"Chatham-Kent--Leamington",,21677,1394,19351,9549,,Con,Lib,NDP
42,ON,35018,"Davenport",,5233,1530,21947,20506,368,Lib,NDP,Con
42,ON,35019,"Don Valley East",,12155,1078,24048,4307,,Lib,Con,NDP
42,ON,35020,"Don Valley North",,17279,1018,23494,3896,,Lib,Con,NDP
42,ON,35021,"Don Valley West",,19206,848,27472,3076,484,Lib,Con,NDP
42,ON,35022,"Dufferin--Caledon",,27977,4433,23643,4398,,Con,Lib,Grn
42,ON,35023,"Durham",,28967,1616,22949,10289,364,Con,Lib,NDP
42,ON,35024,"Eglinton--Lawrence",,23788,799,27278,3505,422,Lib,Con,NDP
42,ON,35025,"Elgin--Middlesex--London",,28023,1783,17642,8771,714,Con,Lib,NDP
42,ON,35026,"Essex",,21602,1141,12639,25072,77,NDP,Con,Lib
42,ON,35027,"Etobicoke Centre",,23070,856,32612,4886,378,Lib,Con,NDP
42,ON,35028,"Etobicoke--Lakeshore",,20932,1507,34638,7030,401,Lib,Con,NDP
42,ON,35029,"Etobicoke North",,9673,524,26251,5220,396,Lib,Con,NDP
42,ON,35030,"Flamborough--Glanbrook",,24137,1866,21728,7779,,Con,Lib,NDP
42,ON,35031,"Glengarry--Prescott--Russell",,23367,1153,34189,5087,377,Lib,Con,NDP
42,ON,35032,"Guelph",,18407,7909,34303,8392,857,Lib,Con,NDP
42,ON,35033,"Haldimand--Norfolk",,24714,1857,20487,7625,1307,Con,Lib,NDP
42,ON,35034,"Haliburton--Kawartha Lakes--Brock",,27718,2470,19634,12012,,Con,Lib,NDP
42,ON,35035,"Hamilton Centre",,6018,1778,13718,18719,850,NDP,Lib,Con
42,ON,35036,"Hamilton East--Stoney Creek",,12715,1305,19622,16465,225,Lib,NDP,Con
42,ON,35037,"Hamilton Mountain",,12991,1283,16933,18146,1201,NDP,Lib,Con
42,ON,35038,"Hamilton West--Ancaster--Dundas",,19821,2633,29694,10131,,Lib,Con,NDP
42,ON,35039,"Hastings--Lennox and Addington",,20879,1466,21104,6348,,Lib,Con,NDP
42,ON,35040,"Huron--Bruce",,26174,1398,23129,7544,,Con,Lib,NDP
42,ON,35041,"Kanata--Carleton",,24829,1704,32477,4313,,Lib,Con,NDP
42,ON,35042,"Kenora",,8751,501,10918,10420,162,Lib,NDP,Con
42,ON,35043,"King--Vaughan",,24170,1037,25908,3571,,Lib,Con,NDP
42,ON,35044,"Kingston and the Islands",,14928,2933,36421,11185,305,Lib,Con,NDP
42,ON,35045,"Kitchener Centre",,15872,1597,25504,8680,627,Lib,Con,NDP
42,ON,35046,"Kitchener--Conestoga",,20649,1314,20398,4653,685,Con,Lib,NDP
42,ON,35047,"Kitchener South--Hespeler",,17544,1767,20215,7440,863,Lib,Con,NDP
42,ON,35048,"Lambton--Kent--Middlesex",,28300,1873,16592,9598,,Con,Lib,NDP
42,ON,35049,"Lanark--Frontenac--Kingston",,27399,2025,19325,8073,418,Con,Lib,NDP
42,ON,35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes",,26738,2088,22888,4722,,Con,Lib,NDP
42,ON,35051,"London--Fanshawe",,14891,1604,17214,20684,352,NDP,Lib,Con
42,ON,35052,"London North Centre",,19990,2286,32427,9423,145,Lib,Con,NDP
42,ON,35053,"London West",,24036,1918,31167,10087,819,Lib,Con,NDP
42,ON,35054,"Markham--Stouffville",,25565,1145,29416,3647,,Lib,Con,NDP
42,ON,35055,"Markham--Thornhill",,13849,535,23878,4595,,Lib,Con,NDP
42,ON,35056,"Markham--Unionville",,24605,1110,21596,2528,,Con,Lib,NDP
42,ON,35057,"Milton",,22378,1131,19940,5366,493,Con,Lib,NDP
42,ON,35058,"Mississauga Centre",,17431,1129,28372,4920,,Lib,Con,NDP
42,ON,35059,"Mississauga East--Cooksville",,18353,766,28154,4481,163,Lib,Con,NDP
42,ON,35060,"Mississauga--Erin Mills",,21716,905,27520,5206,,Lib,Con,NDP
42,ON,35061,"Mississauga--Lakeshore",,24435,1397,28279,4735,427,Lib,Con,NDP
42,ON,35062,"Mississauga--Malton",,11701,737,26165,5450,203,Lib,Con,NDP
42,ON,35063,"Mississauga--Streetsville",,22621,1293,26792,5040,253,Lib,Con,NDP
42,ON,35064,"Nepean",,23442,1513,34017,5324,592,Lib,Con,NDP
42,ON,35065,"Newmarket--Aurora",,24057,1331,25508,4806,762,Lib,Con,NDP
42,ON,35066,"Niagara Centre",,16248,1316,19513,17218,387,Lib,NDP,Con
42,ON,35067,"Niagara Falls",,27235,1633,22318,13525,,Con,Lib,NDP
42,ON,35068,"Niagara West",,24732,1511,16581,5802,2031,Con,Lib,NDP
42,ON,35069,"Nickel Belt",,8221,1217,21021,18556,98,Lib,NDP,Con
42,ON,35070,"Nipissing--Timiskaming",,14325,1257,25357,7936,,Lib,Con,NDP
42,ON,35071,"Northumberland--Peterborough South",,25165,1990,27043,9411,,Lib,Con,NDP
42,ON,35072,"Oakville",,27497,1420,31956,3830,,Lib,Con,NDP
42,ON,35073,"Oakville North--Burlington",,26342,968,28415,4405,666,Lib,Con,NDP
42,ON,35074,"Oshawa",,23162,1522,16588,19339,75,Con,NDP,Lib
42,ON,35075,"Ottawa Centre",,10943,2246,32211,29098,1002,Lib,NDP,Con
42,ON,35076,"Orléans",,23821,1410,46542,6215,,Lib,Con,NDP
42,ON,35077,"Ottawa South",,15711,1888,38831,7480,739,Lib,Con,NDP
42,ON,35078,"Ottawa--Vanier",,12109,1947,36474,12194,631,Lib,NDP,Con
42,ON,35079,"Ottawa West--Nepean",,18893,1772,35199,6195,854,Lib,Con,NDP
42,ON,35080,"Oxford",,25966,2004,18299,9406,1175,Con,Lib,NDP
42,ON,35081,"Parkdale--High Park",,7641,1743,24623,23566,994,Lib,NDP,Con
42,ON,35082,"Parry Sound--Muskoka",,22206,3704,19937,5183,249,Con,Lib,NDP
42,ON,35083,"Perth--Wellington",,22255,1347,19480,7756,1013,Con,Lib,NDP
42,ON,35084,"Peterborough--Kawartha",,23335,1480,29159,12437,131,Lib,Con,NDP
42,ON,35085,"Pickering--Uxbridge",,22591,1365,29757,5446,,Lib,Con,NDP
42,ON,35086,"Renfrew--Nipissing--Pembroke",,26195,1105,18666,4893,6300,Con,Lib,Other
42,ON,35087,"Richmond Hill",,21275,856,23032,3950,,Lib,Con,NDP
42,ON,35088,"Carleton",,27762,1932,25913,3632,,Con,Lib,NDP
42,ON,35089,"St. Catharines",,21637,1488,24870,9511,85,Lib,Con,NDP
42,ON,35090,"Toronto--St. Paul's",,15376,1729,31481,8386,,Lib,Con,NDP
42,ON,35091,"Sarnia--Lambton",,22565,1605,15853,18102,,Con,NDP,Lib
42,ON,35092,"Sault Ste. Marie",,13615,934,19582,9543,83,Lib,Con,NDP
42,ON,35093,"Scarborough--Agincourt",,15802,570,21587,3263,334,Lib,Con,NDP
42,ON,35094,"Scarborough Centre",,14705,960,22753,5227,1384,Lib,Con,NDP
42,ON,35095,"Scarborough--Guildwood",,11108,606,25167,4720,316,Lib,Con,NDP
42,ON,35096,"Scarborough North",,10737,579,18904,8648,320,Lib,Con,NDP
42,ON,35097,"Scarborough--Rouge Park",,13587,1010,29913,5145,,Lib,Con,NDP
42,ON,35098,"Scarborough Southwest",,10347,1259,25586,11574,,Lib,NDP,Con
42,ON,35099,"Simcoe--Grey",,30612,2923,25352,6332,528,Con,Lib,NDP
42,ON,35100,"Simcoe North",,24836,2543,22718,6037,937,Con,Lib,NDP
42,ON,35101,"Spadina--Fort York",,8673,1137,30141,15047,150,Lib,NDP,Con
42,ON,35102,"Stormont--Dundas--South Glengarry",,27091,1191,20452,4332,,Con,Lib,NDP
42,ON,35103,"Sudbury",,10473,1509,23534,13793,320,Lib,NDP,Con
42,ON,35104,"Thornhill",,31911,627,18395,2814,744,Con,Lib,NDP
42,ON,35105,"Thunder Bay--Rainy River",,8876,2201,18523,12483,,Lib,NDP,Con
42,ON,35106,"Thunder Bay--Superior North",,7775,6155,20069,10339,270,Lib,NDP,Con
42,ON,35107,"Timmins--James Bay",,7605,752,12940,15974,,NDP,Lib,Con
42,ON,35108,"Toronto Centre",,6167,1315,29297,13467,356,Lib,NDP,Con
42,ON,35109,"Toronto--Danforth",,5478,2618,23531,22325,1629,Lib,NDP,Con
42,ON,35110,"University--Rosedale",,9790,1641,27849,15988,657,Lib,NDP,Con
42,ON,35111,"Vaughan--Woodbridge",,20746,597,23041,2198,716,Lib,Con,NDP
42,ON,35112,"Waterloo",,19318,1713,29752,8928,138,Lib,Con,NDP
42,ON,35113,"Wellington--Halton Hills",,32482,2547,23279,5321,183,Con,Lib,NDP
42,ON,35114,"Whitby",,27154,1403,29003,6677,279,Lib,Con,NDP
42,ON,35115,"Willowdale",,16990,1025,24519,3203,216,Lib,Con,NDP
42,ON,35116,"Windsor--Tecumseh",,14656,1047,14177,23215,249,NDP,Con,Lib
42,ON,35117,"Windsor West",,9734,1083,11842,24085,161,NDP,Lib,Con
42,ON,35118,"York Centre",,18893,772,20131,3148,,Lib,Con,NDP
42,ON,35119,"York--Simcoe",,24058,1483,18083,4255,,Con,Lib,NDP
42,ON,35120,"York South--Weston",,8399,892,20093,13281,1041,Lib,NDP,Con
42,ON,35121,"Humber River--Black Creek",,7228,584,23995,3851,201,Lib,Con,NDP
42,PE,11001,"Cardigan",,3632,1434,14621,2503,295,Lib,Con,NDP
42,PE,11002,"Charlottetown",,3136,1222,11910,4897,,Lib,NDP,Con
42,PE,11003,"Egmont",,6185,559,10521,4097,,Lib,Con,NDP
42,PE,11004,"Malpeque",,3947,2066,13950,2509,,Lib,Con,NDP
42,QC,24001,"Abitibi--Baie-James--Nunavik--Eeyou",6398,3211,779,11094,12778,258,NDP,Lib,Bloc
42,QC,24002,"Abitibi--Témiscamingue",9651,3425,859,14733,20636,425,NDP,Lib,Bloc
42,QC,24003,"Ahuntsic-Cartierville",7346,4051,1175,26026,16684,285,Lib,NDP,Bloc
42,QC,24004,"Alfred-Pellan",9836,6259,1089,24557,13225,203,Lib,NDP,Bloc
42,QC,24005,"Argenteuil--La Petite-Nation",9525,5680,1118,22093,12650,,Lib,NDP,Bloc
42,QC,24006,"Avignon--La Mitis--Matane--Matapédia",7641,2228,365,14378,7340,4404,Lib,Bloc,NDP
42,QC,24007,"Beauce",4144,32910,943,12442,5443,,Con,Lib,NDP
42,QC,24008,"Beauport--Limoilou",7467,15461,1220,12854,12881,675,Con,NDP,Lib
42,QC,24009,"Bécancour--Nicolet--Saurel",20871,5955,1182,12666,11531,,Bloc,Lib,NDP
42,QC,24010,"Bellechasse--Les Etchemins--Lévis",7217,31872,2032,12961,8516,,Con,Lib,NDP
42,QC,24011,"Beloeil--Chambly",18387,6173,1498,19494,20641,245,NDP,Lib,Bloc
42,QC,24012,"Berthier--Maskinongé",14037,5548,847,11032,22942,,NDP,Bloc,Lib
42,QC,24013,"Thérèse-De Blainville",15238,7000,1352,18281,14022,355,Lib,Bloc,NDP
42,QC,24014,"Pierre-Boucher--Les Patriotes--Verchères",17007,6079,5056,16794,14454,,Bloc,Lib,NDP
42,QC,24015,"Bourassa",7049,3819,886,22234,6144,997,Lib,Bloc,NDP
42,QC,24016,"Brome--Missisquoi",10252,6724,1377,25744,14383,195,Lib,NDP,Bloc
42,QC,24017,"Brossard--Saint-Lambert",6071,7215,1081,28818,14075,,Lib,NDP,Con
42,QC,24018,"Rimouski-Neigette--Témiscouata--Les Basques",8673,3363,669,12594,19374,273,NDP,Lib,Bloc
42,QC,24019,"Charlesbourg--Haute-Saint-Charles",7177,24608,1256,13525,11690,,Con,Lib,NDP
42,QC,24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix",9650,16903,859,13556,9306,182,Con,Lib,Bloc
42,QC,24021,"Châteauguay--Lacolle",12615,5805,982,20245,11986,149,Lib,Bloc,NDP
42,QC,24022,"Chicoutimi--Le Fjord",8990,7270,907,13619,13019,,Lib,NDP,Bloc
42,QC,24023,"Compton--Stanstead",11551,6978,1085,20582,15300,315,Lib,NDP,Bloc
42,QC,24024,"Dorval--Lachine--LaSalle",5338,6049,1245,29974,11769,230,Lib,NDP,Con
42,QC,24025,"Drummond",11862,9221,1270,13793,15833,,NDP,Lib,Bloc
42,QC,24026,"Gaspésie--Les Îles-de-la-Madeleine",8289,2398,400,15345,12885,300,Lib,NDP,Bloc
42,QC,24027,"Gatineau",5455,4733,942,31076,15352,242,Lib,NDP,Bloc
42,QC,24028,"Hochelaga",14389,3555,1654,15534,16034,738,NDP,Lib,Bloc
42,QC,24029,"Honoré-Mercier",6680,6226,814,29211,8478,249,Lib,NDP,Bloc
42,QC,24030,"Hull--Aylmer",3625,4278,1035,28478,17472,552,Lib,NDP,Con
42,QC,24031,"Joliette",18875,5705,1335,15995,14566,213,Bloc,Lib,NDP
