election_id,prov_code,ed_id,ed_name,CCF,Lib,Other,PC,SoCred,1st,2nd,3rd
24,ON,123,"LONDON",2598,9107,,24276,,PC,Lib,CCF
24,ON,124,"MIDDLESEX EAST",3125,7849,,24896,,PC,Lib,CCF
24,ON,125,"MIDDLESEX WEST",,5883,,11974,,PC,Lib,Other
24,ON,126,"NIAGARA FALLS",3115,14025,,13504,,Lib,PC,CCF
24,ON,127,"NICKEL BELT",4772,11866,,8556,,Lib,PC,CCF
24,ON,128,"NIPISSING",1242,15046,,10422,,Lib,PC,CCF
24,ON,129,"NORFOLK",,7347,,12369,,PC,Lib,Other
24,ON,130,"NORTHUMBERLAND",,7028,,12517,,PC,Lib,Other
24,ON,131,"ONTARIO",8023,10848,248,26887,,PC,Lib,CCF
24,ON,132,"OTTAWA EAST",573,17161,,9850,357,Lib,PC,CCF
24,ON,133,"OTTAWA WEST",751,19098,,17673,,Lib,PC,CCF
24,ON,134,"OXFORD",,7305,,22079,,PC,Lib,Other
24,ON,135,"PARKDALE",3492,8599,344,13640,,PC,Lib,CCF
24,ON,136,"PARRY SOUND--MUSKOKA",2414,6833,,14888,,PC,Lib,CCF
24,ON,137,"PEEL",3848,10357,,23379,640,PC,Lib,CCF
24,ON,138,"PERTH",,6842,859,18295,,PC,Lib,Other
24,ON,139,"PETERBOROUGH",1887,7254,,19032,326,PC,Lib,CCF
24,ON,140,"PORT ARTHUR",12217,9043,,10215,,CCF,PC,Lib
24,ON,141,"PRINCE EDWARD--LENNOX",,4458,,10783,,PC,Lib,Other
24,ON,142,"RENFREW NORTH",,10425,,10226,,Lib,PC,Other
24,ON,143,"RENFREW SOUTH",,8148,,9259,,PC,Lib,Other
24,ON,144,"ROSEDALE",2570,6412,,15429,,PC,Lib,CCF
24,ON,145,"RUSSELL",1224,21575,,19464,594,Lib,PC,CCF
24,ON,146,"SIMCOE EAST",1423,7403,,15149,,PC,Lib,CCF
24,ON,147,"SIMCOE NORTH",,5890,,13855,,PC,Lib,Other
24,ON,148,"SPADINA",3040,10596,652,14616,233,PC,Lib,CCF
24,ON,149,"ST. PAUL'S",2686,7212,,18213,,PC,Lib,CCF
24,ON,150,"STORMONT",,11977,,13964,331,PC,Lib,SoCred
24,ON,151,"SUDBURY",4413,16216,,11084,,Lib,PC,CCF
24,ON,152,"TIMISKAMING",7544,6118,,7318,,CCF,PC,Lib
24,ON,153,"TIMMINS",7342,5719,,6252,,CCF,PC,Lib
24,ON,154,"TRINITY",3170,8177,851,10203,,PC,Lib,CCF
24,ON,155,"VICTORIA",1112,5190,,16080,,PC,Lib,CCF
24,ON,156,"WATERLOO NORTH",5148,15206,,24526,,PC,Lib,CCF
24,ON,157,"WATERLOO SOUTH",4415,5793,,15624,,PC,Lib,CCF
24,ON,158,"WELLAND",6550,15365,,14053,,Lib,PC,CCF
24,ON,159,"WELLINGTON SOUTH",2186,8194,,15160,,PC,Lib,CCF
24,ON,160,"WELLINGTON--HURON",,4963,,10574,,PC,Lib,Other
24,ON,161,"WENTWORTH",4972,7578,,23854,,PC,Lib,CCF
24,ON,162,"YORK CENTRE",7888,19065,,30764,,PC,Lib,CCF
24,ON,163,"YORK EAST",6033,8317,,22900,,PC,Lib,CCF
24,ON,164,"YORK NORTH",2148,9523,,21499,494,PC,Lib,CCF
24,ON,165,"YORK SOUTH",9643,13141,427,22980,258,PC,Lib,CCF
24,ON,166,"YORK WEST",6502,15589,,34208,612,PC,Lib,CCF
24,ON,167,"YORK--HUMBER",6257,9557,,23723,,PC,Lib,CCF
24,ON,168,"YORK--SCARBOROUGH",8123,22019,,57396,653,PC,Lib,CCF
24,PE,169,"KING'S",,3884,,5018,,PC,Lib,Other
24,PE,170,"PRINCE",215,6636,,10444,,PC,Lib,CCF
24,PE,171,"QUEEN'S-1",,7540,,13480,,PC,Lib,Other
24,PE,172,"QUEEN'S-2",,7787,,13969,,PC,Lib,Other
24,QC,173,"ARGENTEUIL--DEUX-MONTAGNES",,10493,626,14483,,PC,Lib,Other
24,QC,174,"BEAUCE",,10417,9984,4217,,Lib,Other,PC
24,QC,175,"BEAUHARNOIS--SALABERRY",,12368,,13202,,PC,Lib,Other
24,QC,176,"BELLECHASSE",,6255,,6861,,PC,Lib,Other
24,QC,177,"BERTHIER--MASKINONGÉ--DELANAUDIÈRE",,8738,,12702,,PC,Lib,Other
24,QC,178,"BONAVENTURE",,7741,,9135,,PC,Lib,Other
24,QC,179,"BROME--MISSISQUOI",,7093,,11361,,PC,Lib,Other
24,QC,180,"CARTIER",713,7097,1528,6850,,Lib,PC,Other
24,QC,181,"CHAMBLY--ROUVILLE",,10224,,10546,366,PC,Lib,SoCred
24,QC,182,"CHAMPLAIN",,13374,,13537,,PC,Lib,Other
24,QC,183,"CHAPLEAU",,9764,243,14705,,PC,Lib,Other
24,QC,184,"CHARLEVOIX",,7918,,12315,,PC,Lib,Other
24,QC,185,"CHICOUTIMI",2666,12348,,15407,,PC,Lib,CCF
24,QC,186,"CHÂTEAUGUAY--HUNTINGDON--LAPRAIRIE",,6472,,12365,,PC,Lib,Other
24,QC,187,"COMPTON--FRONTENAC",331,8349,,9383,,PC,Lib,CCF
24,QC,188,"DOLLARD",1742,18760,,16677,1063,Lib,PC,CCF
24,QC,189,"DORCHESTER",,7111,,8766,,PC,Lib,Other
24,QC,190,"DRUMMOND--ARTHABASKA",,17288,,16522,1308,Lib,PC,SoCred
24,QC,191,"GASPÉ",282,9994,,14535,,PC,Lib,CCF
24,QC,192,"GATINEAU",,10840,,9004,878,Lib,PC,SoCred
24,QC,193,"HOCHELAGA",1294,16706,883,12845,,Lib,PC,CCF
24,QC,194,"HULL",,20132,348,12869,2484,Lib,PC,SoCred
24,QC,195,"JACQUES-CARTIER--LASALLE",3364,24233,,30908,,PC,Lib,CCF
24,QC,196,"JOLIETTE--L'ASSOMPTION--MONTCALM",,15454,,21821,,PC,Lib,Other
24,QC,197,"KAMOURASKA",,6847,,7691,,PC,Lib,Other
24,QC,198,"LABELLE",,7660,,10606,,PC,Lib,Other
24,QC,199,"LAC-SAINT-JEAN",2120,7353,,8255,,PC,Lib,CCF
24,QC,200,"LAFONTAINE",979,12195,276,10299,,Lib,PC,CCF
24,QC,201,"LAPOINTE",7042,12113,,9864,,Lib,PC,CCF
24,QC,202,"LAURIER",741,10125,,8915,,Lib,PC,CCF
24,QC,203,"LAVAL",2165,25363,1272,26076,,PC,Lib,CCF
24,QC,204,"LONGUEUIL",2529,16238,,18637,,PC,Lib,CCF
24,QC,205,"LOTBINIÈRE",,6432,,9610,,PC,Lib,Other
24,QC,206,"LÉVIS",,12410,,9164,,Lib,PC,Other
24,QC,207,"MAISONNEUVE--ROSEMONT",2276,21515,,19479,,Lib,PC,CCF
24,QC,208,"MATAPÉDIA--MATANE",,10433,,14969,,PC,Lib,Other
24,QC,209,"MERCIER",2219,23103,687,26463,,PC,Lib,CCF
24,QC,210,"MONTMAGNY--L'ISLET",,8689,,7963,,Lib,PC,Other
24,QC,211,"MOUNT ROYAL",1952,22051,,21562,,Lib,PC,CCF
24,QC,212,"MÉGANTIC",,13486,246,13030,,Lib,PC,Other
24,QC,213,"NICOLET--YAMASKA",,7219,,11880,,PC,Lib,Other
24,QC,214,"NOTRE-DAME-DE-GRÂCE",1526,16172,,27145,,PC,Lib,CCF
24,QC,215,"OUTREMONT--ST-JEAN",1249,12715,,8906,,Lib,PC,CCF
24,QC,216,"PAPINEAU",1328,18466,632,14468,,Lib,PC,CCF
24,QC,217,"PONTIAC--TÉMISCAMINGUE",,8431,,8842,,PC,Lib,Other
24,QC,218,"PORTNEUF",,10031,,11386,,PC,Lib,Other
24,QC,219,"QUEBEC EAST",,21649,,22285,1104,PC,Lib,SoCred
24,QC,220,"QUEBEC SOUTH",,15507,,15771,,PC,Lib,Other
24,QC,221,"QUEBEC WEST",,12357,,14223,1054,PC,Lib,SoCred
24,QC,222,"QUÉBEC--MONTMORENCY",,19610,,25394,1109,PC,Lib,SoCred
24,QC,223,"RICHELIEU--VERCHÈRES",,13497,,11005,,Lib,PC,Other
24,QC,224,"RICHMOND--WOLFE",,11299,,11984,560,PC,Lib,SoCred
24,QC,225,"RIMOUSKI",,11503,,16426,534,PC,Lib,SoCred
24,QC,226,"ROBERVAL",,9130,,10696,,PC,Lib,Other
24,QC,227,"SAGUENAY",,11330,,13194,,PC,Lib,Other
24,QC,228,"SAINT-ANTOINE--WESTMOUNT",684,12941,,15882,192,PC,Lib,CCF
24,QC,229,"SAINT-DENIS",,14737,917,12166,879,Lib,PC,Other
24,QC,230,"SAINT-HENRI",691,11533,6218,10196,714,Lib,PC,Other
24,QC,231,"SAINT-HYACINTHE--BAGOT",,10857,157,15761,,PC,Lib,Other
24,QC,232,"SAINT-JACQUES",670,10517,666,12798,,PC,Lib,CCF
24,QC,233,"SAINT-JEAN--IBERVILLE--NAPIERVILLE",,14332,,12100,,Lib,PC,Other
24,QC,234,"SAINT-MAURICE--LAFLÈCHE",1863,18556,,14405,,Lib,PC,CCF
24,QC,235,"SAINTE-MARIE",634,9662,433,11635,,PC,Lib,CCF
24,QC,236,"SHEFFORD",739,13001,,12211,,Lib,PC,CCF
24,QC,237,"SHERBROOKE",,14458,,15383,349,PC,Lib,SoCred
24,QC,238,"ST. ANN",394,8289,1256,5941,,Lib,PC,Other
24,QC,239,"ST. LAWRENCE--ST. GEORGE",534,7132,279,9702,,PC,Lib,CCF
24,QC,240,"STANSTEAD",,7638,489,10363,,PC,Lib,Other
24,QC,241,"TERREBONNE",,18241,,19319,,PC,Lib,Other
24,QC,242,"TROIS-RIVIÈRES",,11193,968,18049,,PC,Lib,Other
24,QC,243,"TÉMISCOUATA",,9810,,13361,,PC,Lib,Other
24,QC,244,"VAUDREUIL--SOULANGES",,7274,,8161,,PC,Lib,Other
24,QC,245,"VERDUN",2205,14604,1901,16357,264,PC,Lib,CCF
24,QC,246,"VILLENEUVE",662,10102,,9811,8276,Lib,PC,SoCred
24,QC,247,"ÎLES-DE-LA-MADELEINE",,2115,146,2471,,PC,Lib,Other
24,SK,248,"ASSINIBOIA",9104,6173,,6360,,CCF,PC,Lib
24,SK,249,"HUMBOLDT--MELFORT",6619,3501,,9975,,PC,CCF,Lib
24,SK,250,"KINDERSLEY",7027,5362,,8935,,PC,CCF,Lib
24,SK,251,"MACKENZIE",5559,2511,,9138,,PC,CCF,Lib
24,SK,252,"MEADOW LAKE",2719,3272,,6830,,PC,Lib,CCF
24,SK,253,"MELVILLE",5698,5673,,8440,,PC,CCF,Lib
24,SK,254,"MOOSE JAW--LAKE CENTRE",8535,4030,146,18736,,PC,CCF,Lib
24,SK,255,"MOOSE MOUNTAIN",5712,5130,,9287,,PC,CCF,Lib
24,SK,256,"PRINCE ALBERT",3870,2538,,16583,,PC,CCF,Lib
24,SK,257,"QU'APPELLE",2941,4357,,10514,,PC,Lib,CCF
24,SK,258,"REGINA CITY",12391,7844,262,24424,,PC,CCF,Lib
24,SK,259,"ROSETOWN--BIGGAR",8051,2886,,9962,,PC,CCF,Lib
24,SK,260,"ROSTHERN",3322,4446,,8166,1745,PC,Lib,CCF
24,SK,261,"SASKATOON",10324,5505,,24622,,PC,CCF,Lib
24,SK,262,"SWIFT CURRENT--MAPLE CREEK",6921,6932,196,11618,,PC,Lib,CCF
24,SK,263,"THE BATTLEFORDS",6363,2975,,10970,,PC,CCF,Lib
24,SK,264,"YORKTON",7644,4986,,9882,,PC,CCF,Lib
24,YK,265,"YUKON",,2340,122,2947,,PC,Lib,Other
