election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
8,BC,1,"BURRARD",1624,1512,,,Con,Lib,Other
8,BC,2,"NEW WESTMINSTER",1460,1758,,,Lib,Con,Other
8,BC,3,"VANCOUVER",1470,1020,,,Con,Lib,Other
8,BC,4,"VICTORIA-1",1551,1355,,,Con,Lib,Other
8,BC,5,"VICTORIA-2",1647,1452,,,Con,Lib,Other
8,BC,6,"YALE--CARIBOO",1479,1824,,,Lib,Con,Other
8,MB,7,"BRANDON",2738,,4175,,Other,Con,Lib
8,MB,8,"LISGAR",2603,2657,,,Lib,Con,Other
8,MB,9,"MACDONALD",2436,2038,1259,,Con,Lib,Other
8,MB,10,"MARQUETTE",1533,1466,472,,Con,Lib,Other
8,MB,11,"PROVENCHER",1476,810,,,Con,Lib,Other
8,MB,12,"SELKIRK",1712,1713,,,Lib,Con,Other
8,MB,13,"WINNIPEG",,2835,,2961,PC,Lib,Other
8,NB,14,"ALBERT",927,,1170,,Other,Con,Lib
8,NB,15,"CARLETON",,2261,,2667,PC,Lib,Other
8,NB,16,"CHARLOTTE",,1981,,2453,PC,Lib,Other
8,NB,17,"CITY AND COUNTY OF ST. JOHN",3733,3924,1495,,Lib,Con,Other
8,NB,18,"CITY OF ST. JOHN",2527,3249,1427,,Lib,Con,Other
8,NB,19,"GLOUCESTER",1947,1140,736,,Con,Lib,Other
8,NB,20,"KENT",2041,1514,,,Con,Lib,Other
8,NB,21,"KING'S",1874,2389,,,Lib,Con,Other
8,NB,22,"NORTHUMBERLAND",2225,1718,660,,Con,Lib,Other
8,NB,23,"RESTIGOUCHE",,750,,794,PC,Lib,Other
8,NB,24,"SUNBURY--QUEEN'S",1599,1778,,,Lib,Con,Other
8,NB,25,"VICTORIA",,1318,,1864,PC,Lib,Other
8,NB,26,"WESTMORLAND",,3427,,3442,PC,Lib,Other
8,NB,27,"YORK",3306,1764,,,Con,Lib,Other
8,NS,28,"ANNAPOLIS",2012,1815,,,Con,Lib,Other
8,NS,29,"ANTIGONISH",1224,1341,,,Lib,Con,Other
8,NS,30,"CAPE BRETON-1",,2328,,3430,PC,Lib,Other
8,NS,31,"CAPE BRETON-2",3630,2813,,,Con,Lib,Other
8,NS,32,"COLCHESTER",2483,2306,,,Con,Lib,Other
8,NS,33,"CUMBERLAND",3307,3462,,,Lib,Con,Other
8,NS,34,"DIGBY",1591,1636,,,Lib,Con,Other
8,NS,35,"GUYSBOROUGH",1455,1533,,,Lib,Con,Other
8,NS,36,"HALIFAX-1",,11469,,,Lib,Other,Con
8,NS,37,"HALIFAX-2",11786,,,,Con,Other,Lib
8,NS,38,"HANTS",1803,1838,,,Lib,Con,Other
8,NS,39,"INVERNESS",1532,1676,737,,Lib,Con,Other
8,NS,40,"KINGS",1781,2252,,,Lib,Con,Other
8,NS,41,"LUNENBURG",2403,2318,,,Con,Lib,Other
8,NS,42,"PICTOU-1",3503,3349,,,Con,Lib,Other
8,NS,43,"PICTOU-2",3577,3337,,,Con,Lib,Other
8,NS,44,"RICHMOND",1078,1056,,,Con,Lib,Other
8,NS,45,"SHELBURNE AND QUEEN'S",1932,2130,,,Lib,Con,Other
8,NS,46,"VICTORIA",1049,877,,,Con,Lib,Other
8,NS,47,"YARMOUTH",1196,1640,,,Lib,Con,Other
8,NT,48,"ALBERTA (PROVISIONAL DISTRICT)",2863,3647,71,,Lib,Con,Other
8,NT,49,"ASSINIBOIA EAST",2502,3556,,,Lib,Con,Other
8,NT,50,"ASSINIBOIA WEST",1502,,1502,,Other,Con,Lib
8,NT,51,"SASKATCHEWAN (PROVISIONAL DISTRICT)",944,988,213,,Lib,Con,Other
8,ON,52,"ADDINGTON",2587,2500,,,Con,Lib,Other
8,ON,53,"ALGOMA",1349,3176,,,Lib,Con,Other
8,ON,54,"BOTHWELL",2587,2528,,,Con,Lib,Other
8,ON,55,"BRANT SOUTH",2538,2447,,,Con,Lib,Other
8,ON,56,"BROCKVILLE",,1549,148,1781,PC,Lib,Other
8,ON,57,"BRUCE EAST",2048,,1881,,Con,Other,Lib
8,ON,58,"BRUCE NORTH",,1671,991,1702,PC,Lib,Other
8,ON,59,"BRUCE WEST",,2110,1622,,Lib,Other,Con
8,ON,60,"CARDWELL",1441,,1825,,Other,Con,Lib
8,ON,61,"CARLETON",1337,1128,349,,Con,Lib,Other
8,ON,62,"CORNWALL AND STORMONT",,1456,1513,1838,PC,Other,Lib
8,ON,63,"DUNDAS",1932,1870,494,,Con,Lib,Other
8,ON,64,"DURHAM EAST",1767,,1598,,Con,Other,Lib
8,ON,65,"DURHAM WEST",1406,1458,428,,Lib,Con,Other
8,ON,66,"ELGIN EAST",,2684,492,2862,PC,Lib,Other
8,ON,67,"ELGIN WEST",,2585,1859,,Lib,Other,Con
8,ON,68,"ESSEX NORTH",2038,2511,675,,Lib,Con,Other
8,ON,69,"ESSEX SOUTH",2244,2426,,,Lib,Con,Other
8,ON,70,"FRONTENAC",,,,,Other,Con,Lib
8,ON,71,"GLENGARRY",2486,,1752,,Con,Other,Lib
8,ON,72,"GRENVILLE SOUTH",1397,1290,,,Con,Lib,Other
8,ON,73,"GREY EAST",2560,,2039,,Con,Other,Lib
8,ON,74,"GREY NORTH",2527,2559,,,Lib,Con,Other
8,ON,75,"GREY SOUTH",1753,1819,1196,,Lib,Con,Other
8,ON,76,"HALDIMAND AND MONCK",2197,1484,728,,Con,Lib,Other
8,ON,77,"HALTON",2460,2376,,,Con,Lib,Other
8,ON,78,"HAMILTON-1",3546,3797,806,,Lib,Con,Other
8,ON,79,"HAMILTON-2",3773,3837,928,,Lib,Con,Other
8,ON,80,"HASTINGS EAST",1285,1508,908,,Lib,Con,Other
8,ON,81,"HASTINGS NORTH",2478,,1735,,Con,Other,Lib
8,ON,82,"HASTINGS WEST",1836,1591,,,Con,Lib,Other
8,ON,83,"HURON EAST",1920,2079,,,Lib,Con,Other
8,ON,84,"HURON SOUTH",1526,1831,,,Lib,Con,Other
8,ON,85,"HURON WEST",1520,1837,725,,Lib,Con,Other
8,ON,86,"KENT",3158,3315,,,Lib,Con,Other
8,ON,87,"KINGSTON",1519,1671,,,Lib,Con,Other
8,ON,88,"LAMBTON EAST",2104,2144,1383,,Lib,Con,Other
8,ON,89,"LAMBTON WEST",878,2365,1208,,Lib,Other,Con
8,ON,90,"LANARK NORTH",1757,,1761,,Other,Con,Lib
8,ON,91,"LANARK SOUTH",1939,,1560,,Con,Other,Lib
8,ON,92,"LEEDS NORTH AND GRENVILLE NORTH",1423,1432,,,Lib,Con,Other
8,ON,93,"LEEDS SOUTH",2501,2013,263,,Con,Lib,Other
8,ON,94,"LENNOX",1192,,1733,,Other,Con,Lib
8,ON,95,"LINCOLN AND NIAGARA",2523,2945,,,Lib,Con,Other
8,ON,96,"LONDON",2325,2284,,,Con,Lib,Other
8,ON,97,"MIDDLESEX EAST",2651,2227,,,Con,Lib,Other
8,ON,98,"MIDDLESEX NORTH",2122,2184,,,Lib,Con,Other
8,ON,99,"MIDDLESEX SOUTH",1295,2035,,,Lib,Con,Other
8,ON,100,"MIDDLESEX WEST",1933,2274,,,Lib,Con,Other
8,ON,101,"MUSKOKA AND PARRY SOUND",,1991,1068,2249,PC,Lib,Other
8,ON,102,"NIPISSING",2477,1513,,,Con,Lib,Other
8,ON,103,"NORFOLK NORTH",,2142,1598,,Lib,Other,Con
8,ON,104,"NORFOLK SOUTH",2383,,2110,,Con,Other,Lib
8,ON,105,"NORTHUMBERLAND EAST",2410,,2013,,Con,Other,Lib
8,ON,106,"NORTHUMBERLAND WEST",1200,1130,621,,Con,Lib,Other
