election_id,prov_code,ed_id,ed_name,Bloc,Grn,Lib,NDP,Other,PC,Reform,1st,2nd,3rd
35,BC,28,"CAPILANO--HOWE SOUND",,448,14606,1529,1938,8130,19259,Reform,Lib,PC
35,BC,29,"CARIBOO--CHILCOTIN",,206,8461,3286,1074,7050,11510,Reform,Lib,PC
35,BC,30,"COMOX--ALBERNI",,1313,11534,9365,3930,5461,25000,Reform,Lib,NDP
35,BC,31,"DELTA",,172,14609,2725,2023,10054,18289,Reform,Lib,PC
35,BC,32,"ESQUIMALT--JUAN DE FUCA",,,9970,12600,2835,4582,16352,Reform,NDP,Lib
35,BC,33,"FRASER VALLEY EAST",,243,15782,2724,2281,6648,23494,Reform,Lib,PC
35,BC,34,"FRASER VALLEY WEST",,,18447,3237,2977,7135,30667,Reform,Lib,PC
35,BC,35,"KAMLOOPS",,,10776,16063,1727,3857,11847,NDP,Reform,Lib
35,BC,36,"KOOTENAY EAST",,293,7915,5107,1005,3840,17050,Reform,Lib,NDP
35,BC,37,"KOOTENAY WEST--REVELSTOKE",,809,10620,5483,3589,3111,11348,Reform,Lib,NDP
35,BC,38,"MISSION--COQUITLAM",,397,14774,9210,3942,6445,20168,Reform,Lib,NDP
35,BC,39,"NANAIMO--COWICHAN",,,13840,12018,4661,5614,25339,Reform,Lib,NDP
35,BC,40,"NEW WESTMINSTER--BURNABY",,314,15448,14441,2554,6419,16262,Reform,Lib,NDP
35,BC,41,"NORTH ISLAND--POWELL RIVER",,1015,11880,7823,3830,3673,18256,Reform,Lib,NDP
35,BC,42,"NORTH VANCOUVER",,493,15934,3220,2949,7765,20213,Reform,Lib,PC
35,BC,43,"OKANAGAN CENTRE",,666,15688,4562,1606,12629,30703,Reform,Lib,PC
35,BC,44,"OKANAGAN--SHUSWAP",,312,9082,11703,2430,4865,20930,Reform,NDP,Lib
35,BC,45,"OKANAGAN--SIMILKAMEEN--MERRITT",,472,11883,7201,1665,6150,21151,Reform,Lib,NDP
35,BC,46,"PORT MOODY--COQUITLAM",,329,16546,12616,2236,7641,20257,Reform,Lib,NDP
35,BC,47,"PRINCE GEORGE--BULKLEY VALLEY",,203,8147,8526,527,4463,14757,Reform,NDP,Lib
35,BC,48,"PRINCE GEORGE--PEACE RIVER",,,7191,4051,673,4153,20775,Reform,Lib,PC
35,BC,49,"RICHMOND",,336,21457,3633,3553,11033,17900,Lib,Reform,PC
35,BC,50,"SAANICH--GULF ISLANDS",,,18442,13414,4611,8222,26480,Reform,Lib,NDP
35,BC,51,"SKEENA",,178,7586,6535,3217,2137,11994,Reform,Lib,NDP
35,BC,52,"SURREY NORTH",,,15977,10355,3509,8381,22390,Reform,Lib,NDP
35,BC,53,"SURREY--WHITE ROCK--SOUTH LANGLEY",,464,24683,3029,3732,8885,32198,Reform,Lib,PC
35,BC,54,"VANCOUVER CENTRE",,616,20095,9830,6579,16274,11235,Lib,PC,Reform
35,BC,55,"VANCOUVER EAST",,571,14237,12339,4263,3484,4671,Lib,NDP,Reform
35,BC,56,"VANCOUVER QUADRA",,594,20364,5552,4654,9002,11445,Lib,Reform,PC
35,BC,57,"VANCOUVER SOUTH",,418,17215,3625,3428,11359,12292,Lib,Reform,PC
35,BC,58,"VICTORIA",,1135,21557,8182,5036,6049,15978,Lib,Reform,NDP
35,MB,59,"BRANDON--SOURIS",,,12130,4359,869,8236,11163,Lib,Reform,PC
35,MB,60,"CHURCHILL",,,9658,8751,590,2438,2275,Lib,NDP,PC
35,MB,61,"DAUPHIN--SWAN RIVER",,,10600,7412,260,5267,9865,Lib,Reform,NDP
35,MB,62,"LISGAR--MARQUETTE",,,8732,1808,869,7833,13385,Reform,Lib,PC
35,MB,63,"PORTAGE--INTERLAKE",,,14506,3029,1289,7036,9801,Lib,Reform,PC
35,MB,64,"PROVENCHER",,,16119,1818,1438,3765,13463,Lib,Reform,PC
35,MB,65,"SELKIRK--RED RIVER",,,16003,12515,2060,5687,12412,Lib,NDP,Reform
35,MB,66,"ST. BONIFACE",,,30042,3364,2647,3404,7960,Lib,Reform,PC
35,MB,67,"WINNIPEG NORTH",,,22220,13740,1229,2001,4150,Lib,NDP,Reform
35,MB,68,"WINNIPEG NORTH CENTRE",,,13905,8933,1298,1307,2275,Lib,NDP,Reform
35,MB,69,"WINNIPEG SOUTH",,,25950,2180,2934,6432,14822,Lib,Reform,PC
35,MB,70,"WINNIPEG SOUTH CENTRE",,,25881,3512,3543,3903,5288,Lib,Reform,PC
35,MB,71,"WINNIPEG TRANSCONA",,,15855,16074,1493,2112,5829,NDP,Lib,Reform
35,MB,72,"WINNIPEG--ST. JAMES",,,21613,2596,1783,5094,8246,Lib,Reform,PC
35,NB,73,"ACADIE--BATHURST",,,26843,2413,,11162,,Lib,PC,NDP
35,NB,74,"BEAUSÉJOUR",,,30117,2246,1183,6004,,Lib,PC,NDP
35,NB,75,"CARLETON--CHARLOTTE",,,13970,1016,431,13159,3831,Lib,PC,Reform
35,NB,76,"FREDERICTON--YORK--SUNBURY",,,21771,2348,980,13619,7985,Lib,PC,Reform
35,NB,77,"FUNDY--ROYAL",,,21777,2254,1256,13274,8283,Lib,PC,Reform
35,NB,78,"MADAWASKA--VICTORIA",,,16059,854,,15042,955,Lib,PC,Reform
35,NB,79,"MIRAMICHI",,,18839,1570,309,7036,3063,Lib,PC,Reform
35,NB,80,"MONCTON",,,33654,2500,1044,7251,6310,Lib,PC,Reform
35,NB,81,"RESTIGOUCHE--CHALEUR",,,21004,2060,804,5913,,Lib,PC,NDP
35,NB,82,"SAINT JOHN",,,11735,1433,4418,15123,2201,PC,Lib,Other
35,NL,83,"BONAVISTA--TRINITY--CONCEPTION",,,26230,1003,370,7479,,Lib,PC,NDP
35,NL,84,"BURIN--ST. GEORGE'S",,,24912,757,418,4935,,Lib,PC,NDP
35,NL,85,"GANDER--GRAND FALLS",,,24202,530,200,6063,,Lib,PC,NDP
35,NL,86,"HUMBER--ST. BARBE--BAIE VERTE",,,26879,658,,5160,,Lib,PC,NDP
35,NL,87,"LABRADOR",,,8721,443,,2141,,Lib,PC,NDP
35,NL,88,"ST. JOHN'S EAST",,,20270,2937,1973,19320,1362,Lib,PC,NDP
35,NL,89,"ST. JOHN'S WEST",,,24023,1752,432,16390,1030,Lib,PC,NDP
35,NS,90,"ANNAPOLIS VALLEY--HANTS",,,18238,2308,10375,9406,5919,Lib,Other,PC
35,NS,91,"CAPE BRETON HIGHLANDS--CANSO",,,22719,1375,337,7878,2971,Lib,PC,Reform
35,NS,92,"CAPE BRETON--EAST RICHMOND",,,24997,1778,618,2756,1761,Lib,PC,NDP
35,NS,93,"CAPE BRETON--THE SYDNEYS",,,25188,2126,280,3731,1907,Lib,PC,NDP
35,NS,94,"CENTRAL NOVA",,,16329,2446,778,12074,5897,Lib,PC,Reform
35,NS,95,"CUMBERLAND--COLCHESTER",,,18241,2393,913,15659,5638,Lib,PC,Reform
35,NS,96,"DARTMOUTH",,,23461,3301,1326,10842,7242,Lib,PC,Reform
35,NS,97,"HALIFAX",,307,21326,6214,2291,9600,6717,Lib,PC,Reform
35,NS,98,"HALIFAX WEST",,,27089,5009,1542,13816,11433,Lib,PC,Reform
35,NS,99,"SOUTH SHORE",,,17351,1847,708,12060,4999,Lib,PC,Reform
35,NS,100,"SOUTH WEST NOVA",,,20745,2110,540,8589,5893,Lib,PC,Reform
35,NT,101,"NUNATSIAQ",,,6685,924,,1970,,Lib,PC,NDP
35,NT,102,"WESTERN ARCTIC",,325,8867,896,213,1893,2000,Lib,Reform,PC
35,ON,103,"ALGOMA",,,18218,2696,235,3613,6623,Lib,Reform,PC
35,ON,104,"BEACHES--WOODBINE",,335,17639,8037,6135,4316,6844,Lib,NDP,Reform
35,ON,105,"BRAMALEA--GORE--MALTON",,224,17675,2064,1143,7856,11896,Lib,Reform,PC
35,ON,106,"BRAMPTON",,,35203,1925,700,12134,18196,Lib,Reform,PC
35,ON,107,"BRANT",,482,24686,3317,1789,5831,11863,Lib,Reform,PC
35,ON,108,"BROADVIEW--GREENWOOD",,,23558,5381,1679,3601,4356,Lib,NDP,Reform
35,ON,109,"BRUCE--GREY",,323,25689,2259,1305,9835,12938,Lib,Reform,PC
35,ON,110,"BURLINGTON",,,22880,1511,1697,13577,12035,Lib,PC,Reform
35,ON,111,"CAMBRIDGE",,,22121,2980,2581,9773,18890,Lib,Reform,PC
35,ON,112,"CARLETON--GLOUCESTER",,390,46830,2795,1638,11930,12442,Lib,Reform,PC
35,ON,113,"COCHRANE--SUPERIOR",,,19511,2441,,2470,2590,Lib,Reform,PC
35,ON,114,"DAVENPORT",,254,20217,2513,1024,1255,2139,Lib,NDP,Reform
35,ON,115,"DON VALLEY EAST",,,21630,1540,958,9334,6819,Lib,PC,Reform
35,ON,116,"DON VALLEY NORTH",,,22504,1395,388,7238,6068,Lib,PC,Reform
35,ON,117,"DON VALLEY WEST",,303,25874,1405,1368,15111,7921,Lib,PC,Reform
35,ON,118,"DURHAM",,350,22383,2529,2147,14940,18543,Lib,Reform,PC
35,ON,119,"EGLINTON--LAWRENCE",,,28634,2091,646,4262,4347,Lib,Reform,PC
35,ON,120,"ELGIN--NORFOLK",,,17439,2164,1476,11129,8302,Lib,PC,Reform
35,ON,121,"ERIE",,,19802,1842,1374,5894,11753,Lib,Reform,PC
35,ON,122,"ESSEX--KENT",,,21974,2000,226,4751,6412,Lib,Reform,PC
35,ON,123,"ESSEX--WINDSOR",,,25211,12655,346,1484,6029,Lib,NDP,Reform
35,ON,124,"ETOBICOKE CENTRE",,,25739,1039,855,9242,10485,Lib,Reform,PC
35,ON,125,"ETOBICOKE NORTH",,,28119,1849,1457,4936,9558,Lib,Reform,PC
35,ON,126,"ETOBICOKE--LAKESHORE",,,19458,2316,1458,14306,8673,Lib,PC,Reform
35,ON,127,"GLENGARRY--PRESCOTT--RUSSELL",,,44775,1295,701,4586,4458,Lib,PC,Reform
35,ON,128,"GUELPH--WELLINGTON",,318,24359,2904,6191,12825,15483,Lib,Reform,PC
35,ON,129,"HALDIMAND--NORFOLK",,,24200,1657,1248,7300,10561,Lib,Reform,PC
35,ON,130,"HALTON--PEEL",,,22278,1458,1291,18350,16826,Lib,PC,Reform
35,ON,131,"HAMILTON EAST",,,22999,2262,776,2324,5814,Lib,Reform,PC
35,ON,132,"HAMILTON MOUNTAIN",,,27221,3626,878,5460,10324,Lib,Reform,PC
35,ON,133,"HAMILTON WEST",,,22592,3143,1136,5789,5857,Lib,Reform,PC
35,ON,134,"HAMILTON--WENTWORTH",,,29695,2555,1485,14539,16545,Lib,Reform,PC
35,ON,135,"HASTINGS--FRONTENAC--LENNOX AND ADDINGTON",,,24082,2012,2162,10963,8851,Lib,PC,Reform
35,ON,136,"HURON--BRUCE",,,21845,2064,1297,13852,10464,Lib,PC,Reform
35,ON,137,"KENORA--RAINY RIVER",,,22409,2194,775,2072,7109,Lib,Reform,NDP
35,ON,138,"KINGSTON AND THE ISLANDS",,,32372,4051,2807,10935,7175,Lib,PC,Reform
35,ON,139,"KITCHENER",,,26616,2373,1078,10413,12214,Lib,Reform,PC
35,ON,140,"Kent",,,23177,1368,1160,5015,5618,Lib,Reform,PC
35,ON,141,"LAMBTON--MIDDLESEX",,,20314,1508,2452,9401,8101,Lib,PC,Reform
35,ON,142,"LANARK--CARLETON",,333,34988,1697,1349,16723,15743,Lib,PC,Reform
35,ON,143,"LEEDS--GRENVILLE",,538,26567,1026,729,13608,8071,Lib,PC,Reform
35,ON,144,"LINCOLN",,,29048,2182,1370,8731,14325,Lib,Reform,PC
35,ON,145,"LONDON EAST",,567,28279,2614,1251,9237,8704,Lib,PC,Reform
35,ON,146,"LONDON WEST",,403,31085,2547,2238,15166,12900,Lib,PC,Reform
35,ON,147,"LONDON--MIDDLESEX",,238,27232,2658,1473,9126,9826,Lib,Reform,PC
35,ON,148,"MARKHAM--WHITCHURCH-STOUFFVILLE",,,35909,1692,1985,19695,17937,Lib,PC,Reform
35,ON,149,"MISSISSAUGA EAST",,,32167,1382,937,6427,9473,Lib,Reform,PC
35,ON,150,"MISSISSAUGA SOUTH",,,21478,981,1288,10763,11592,Lib,Reform,PC
35,ON,151,"MISSISSAUGA WEST",,498,53567,2219,770,18607,20218,Lib,Reform,PC
35,ON,152,"NEPEAN",,455,36208,2078,1363,10804,9798,Lib,PC,Reform
35,ON,153,"NIAGARA FALLS",,263,20567,1470,762,9707,10895,Lib,Reform,PC
35,ON,154,"NICKEL BELT",,,25237,10197,694,2395,5604,Lib,NDP,Reform
35,ON,155,"NIPISSING",,,25403,1322,293,6608,6820,Lib,Reform,PC
35,ON,156,"NORTHUMBERLAND",,,23986,1667,1049,10199,11512,Lib,Reform,PC
35,ON,157,"OAKVILLE--MILTON",,,34124,1643,974,19197,17347,Lib,PC,Reform
35,ON,158,"ONTARIO",,402,38680,2746,2434,16872,28097,Lib,Reform,PC
35,ON,159,"OSHAWA",,,15651,6102,1174,6140,11826,Lib,Reform,PC
35,ON,160,"OTTAWA CENTRE",,595,25962,11238,1388,6126,4700,Lib,NDP,PC
35,ON,161,"OTTAWA SOUTH",,358,36485,2169,1352,6971,8003,Lib,Reform,PC
35,ON,162,"OTTAWA WEST",,340,28422,1836,1527,6344,6387,Lib,Reform,PC
35,ON,163,"OTTAWA--VANIER",,652,34224,3155,1587,5116,3830,Lib,PC,Reform
35,ON,164,"OXFORD",,,19669,2380,2267,10857,12653,Lib,Reform,PC
35,ON,165,"PARKDALE--HIGH PARK",,430,22358,3855,2173,5668,6647,Lib,Reform,PC
35,ON,166,"PARRY SOUND--MUSKOKA",,,20427,2164,1051,9529,13022,Lib,Reform,PC
35,ON,167,"PERTH--WELLINGTON--WATERLOO",,,20125,1909,1469,10835,12185,Lib,Reform,PC
35,ON,168,"PETERBOROUGH",,,27575,3056,2219,11623,13457,Lib,Reform,PC
35,ON,169,"PRINCE EDWARD--HASTINGS",,,26483,1275,1372,8246,9018,Lib,Reform,PC
35,ON,170,"RENFREW--NIPISSING--PEMBROKE",,,25725,1351,10577,7038,6204,Lib,Other,PC
35,ON,171,"ROSEDALE",,479,27707,5937,2248,12018,7048,Lib,PC,Reform
35,ON,172,"SARNIA--LAMBTON",,,20331,2649,1043,9665,9055,Lib,PC,Reform
35,ON,173,"SAULT STE. MARIE",,,21427,8970,343,3143,6576,Lib,NDP,Reform
35,ON,174,"SCARBOROUGH CENTRE",,,21084,1599,906,8154,8415,Lib,Reform,PC
35,ON,175,"SCARBOROUGH EAST",,250,20041,1524,990,6598,10301,Lib,Reform,PC
35,ON,176,"SCARBOROUGH WEST",,276,21335,2771,830,5664,8314,Lib,Reform,PC
35,ON,177,"SCARBOROUGH--AGINCOURT",,,24710,942,897,8802,6022,Lib,PC,Reform
35,ON,178,"SCARBOROUGH--ROUGE RIVER",,,33867,1425,1306,6014,8596,Lib,Reform,PC
35,ON,179,"SIMCOE CENTRE",,,25264,1872,2896,11644,25446,Reform,Lib,PC
35,ON,180,"SIMCOE NORTH",,,23116,1956,1212,13141,17498,Lib,Reform,PC
35,ON,181,"ST. CATHARINES",,,23928,2799,654,7448,14011,Lib,Reform,PC
35,ON,182,"ST. PAUL'S",,481,27775,2641,2028,12499,5727,Lib,PC,Reform
35,ON,183,"STORMONT--DUNDAS",,,27080,1153,1082,7498,5901,Lib,PC,Reform
35,ON,184,"SUDBURY",,,27951,3675,1205,3679,5788,Lib,Reform,PC
35,ON,185,"THUNDER BAY--ATIKOKAN",,,19801,6565,,2836,5378,Lib,NDP,Reform
35,ON,186,"THUNDER BAY--NIPIGON",,,24277,3372,520,3575,5575,Lib,Reform,PC
35,ON,187,"TIMISKAMING--FRENCH-RIVER",,,17457,2582,779,4510,3870,Lib,PC,Reform
35,ON,188,"TIMMINS--CHAPLEAU",,,17085,8219,1126,4370,,Lib,NDP,PC
35,ON,189,"TRINITY--SPADINA",,613,20472,10972,1735,3242,3143,Lib,NDP,PC
35,ON,190,"VICTORIA--HALIBURTON",,,20511,2046,4991,12378,15906,Lib,Reform,PC
35,ON,191,"WATERLOO",,,26269,2822,2216,15109,15916,Lib,Reform,PC
35,ON,192,"WELLAND--ST. CATHARINES--THOROLD",,295,25533,3736,374,5465,11901,Lib,Reform,PC
35,ON,193,"WELLINGTON--GREY--DUFFERIN--SIMCOE",,563,20415,2000,,18645,15400,Lib,PC,Reform
35,ON,194,"WILLOWDALE",,285,28622,1687,1175,7843,7108,Lib,PC,Reform
35,ON,195,"WINDSOR WEST",,406,28347,3579,412,1783,4427,Lib,Reform,NDP
35,ON,196,"WINDSOR--ST. CLAIR",,304,22960,9021,268,4577,4164,Lib,NDP,PC
35,ON,197,"YORK CENTRE",,210,27128,1559,5230,2684,2140,Lib,Other,PC
35,ON,198,"YORK NORTH",,,71535,3006,2841,15484,20146,Lib,Reform,PC
35,ON,199,"YORK SOUTH--WESTON",,,25150,1971,925,2508,5313,Lib,Reform,PC
35,ON,200,"YORK WEST",,,25396,1074,452,1506,3385,Lib,Reform,PC
35,ON,201,"YORK--SIMCOE",,,26932,1709,2132,16114,22305,Lib,Reform,PC
35,PE,202,"CARDIGAN",,,10170,934,,5388,,Lib,PC,NDP
35,PE,203,"EGMONT",,,10687,893,,6970,,Lib,PC,NDP
35,PE,204,"HILLSBOROUGH",,,11976,1143,640,5269,744,Lib,PC,NDP
35,PE,205,"MALPEQUE",,249,10579,761,320,5499,,Lib,PC,NDP
35,QC,206,"ABITIBI",19076,,6696,951,,14551,,Bloc,PC,Lib
35,QC,207,"AHUNTSIC",22686,,21028,676,1513,4442,,Bloc,Lib,PC
35,QC,208,"ANJOU--RIVIÈRE-DES-PRAIRIES",26163,,25631,958,886,7066,,Bloc,Lib,PC
35,QC,209,"ARGENTEUIL--PAPINEAU",23360,,14234,888,,10959,,Bloc,Lib,PC
35,QC,210,"BEAUCE",18201,,7273,365,20343,4108,,Other,Bloc,Lib
35,QC,211,"BEAUHARNOIS--SALABERRY",25873,,15875,987,,7602,,Bloc,Lib,PC
35,QC,212,"BEAUPORT--MONTMORENCY--ORLÉANS",31671,,7899,1174,1435,12687,,Bloc,PC,Lib
35,QC,213,"BELLECHASSE",16981,,8361,601,,15831,,Bloc,PC,Lib
35,QC,214,"BERTHIER--MONTCALM",35952,,16163,593,1075,5271,,Bloc,Lib,PC
35,QC,215,"BLAINVILLE--DEUX-MONTAGNES",48214,,18730,858,1512,11840,,Bloc,Lib,PC
35,QC,216,"BONAVENTURE--ÎLES-DE-LA-MADELEINE",9237,,12007,370,,5929,,Lib,Bloc,PC
35,QC,217,"BOURASSA",18238,,18185,1026,788,5194,,Bloc,Lib,PC
35,QC,218,"BROME--MISSISQUOI",17836,,16040,553,1821,7504,,Bloc,Lib,PC
35,QC,219,"CHAMBLY",36485,,17803,1796,277,4760,,Bloc,Lib,PC
35,QC,220,"CHAMPLAIN",23650,,11254,449,,13083,,Bloc,PC,Lib
35,QC,221,"CHARLESBOURG",38565,,15180,1258,1805,8150,,Bloc,Lib,PC
35,QC,222,"CHARLEVOIX",23617,,7160,533,,6800,,Bloc,Lib,PC
35,QC,223,"CHICOUTIMI",29511,,5000,548,,11126,,Bloc,PC,Lib
35,QC,224,"CHÂTEAUGUAY",34652,,18121,858,317,5782,,Bloc,Lib,PC
35,QC,225,"DRUMMOND",24923,,10924,605,,8971,,Bloc,Lib,PC
35,QC,226,"FRONTENAC",19428,379,7465,345,210,5431,,Bloc,Lib,PC
35,QC,227,"GASPÉ",13224,291,10128,209,,5425,,Bloc,Lib,PC
35,QC,228,"GATINEAU--LA LIÈVRE",25012,,39283,1099,926,4478,,Lib,Bloc,PC
35,QC,229,"HOCHELAGA--MAISONNEUVE",26170,,10675,1050,1027,3723,,Bloc,Lib,PC
35,QC,230,"HULL--AYLMER",14293,468,27988,1346,5209,3244,,Lib,Bloc,Other
35,QC,231,"JOLIETTE",41061,,10108,745,1285,8784,,Bloc,Lib,PC
35,QC,232,"JONQUIÈRE",25129,,4528,413,444,6645,,Bloc,PC,Lib
35,QC,233,"KAMOURASKA--RIVIÈRE-DU-LOUP",18510,,7476,440,537,8051,,Bloc,PC,Lib
35,QC,234,"LA PRAIRIE",27490,,27014,708,898,7750,,Bloc,Lib,PC
35,QC,235,"LAC-SAINT-JEAN",27258,,5172,443,,3201,,Bloc,Lib,PC
35,QC,236,"LACHINE--LAC-SAINT-LOUIS",12014,,39732,822,1618,4717,,Lib,Bloc,PC
35,QC,237,"LASALLE--ÉMARD",17279,,30869,707,641,2378,,Lib,Bloc,PC
35,QC,238,"LAURENTIDES",41822,,18651,820,464,7169,,Bloc,Lib,PC
35,QC,239,"LAURIER--SAINTE-MARIE",25060,1050,9940,1237,1115,2156,,Bloc,Lib,PC
35,QC,240,"LAVAL CENTRE",31462,,19031,640,1322,4548,,Bloc,Lib,PC
35,QC,241,"LAVAL EAST",31491,,16270,662,1075,11131,,Bloc,Lib,PC
35,QC,242,"LAVAL WEST",26460,,28449,678,1771,4167,,Lib,Bloc,PC
35,QC,243,"LONGUEUIL",38892,,14252,999,251,4561,,Bloc,Lib,PC
35,QC,244,"LOTBINIÈRE",26956,,14888,707,,7576,,Bloc,Lib,PC
35,QC,245,"LOUIS-HÉBERT",33879,,15673,784,1195,9313,,Bloc,Lib,PC
35,QC,246,"LÉVIS",40487,,14284,1186,667,9185,,Bloc,Lib,PC
35,QC,247,"MANICOUAGAN",14859,,5706,451,,6012,,Bloc,PC,Lib
35,QC,248,"MATAPÉDIA--MATANE",18331,,10410,218,570,2448,,Bloc,Lib,PC
35,QC,249,"MERCIER",34678,,11812,682,9264,2449,,Bloc,Lib,Other
35,QC,250,"MOUNT ROYAL",3324,,39598,796,1267,2758,,Lib,Bloc,PC
35,QC,251,"MÉGANTIC--COMPTON--STANSTEAD",17214,,13602,494,1159,6026,,Bloc,Lib,PC
35,QC,252,"NOTRE-DAME-DE-GRÂCE",5733,,28646,1416,2095,2618,,Lib,Bloc,PC
35,QC,253,"OUTREMONT",17258,,21697,2055,1094,4011,,Lib,Bloc,PC
35,QC,254,"PAPINEAU--SAINT-MICHEL",15148,,20064,708,995,1686,,Lib,Bloc,PC
35,QC,255,"PIERREFONDS--DOLLARD",10712,,39974,864,1858,8106,,Lib,Bloc,PC
35,QC,256,"PONTIAC--GATINEAU--LABELLE",14487,,17313,674,1115,9408,,Lib,Bloc,PC
35,QC,257,"PORTNEUF",24065,,10382,636,3156,6632,,Bloc,Lib,PC
35,QC,258,"QUÉBEC",27788,786,13955,1027,1012,7052,,Bloc,Lib,PC
35,QC,259,"QUÉBEC-EST",34594,,14151,971,1782,6553,,Bloc,Lib,PC
35,QC,260,"RICHELIEU",31558,,10933,337,157,4455,,Bloc,Lib,PC
35,QC,261,"RICHMOND--WOLFE",22235,,9159,479,676,10004,,Bloc,PC,Lib
35,QC,262,"RIMOUSKI--TÉMISCOUATA",23016,,9475,335,999,4619,,Bloc,Lib,PC
35,QC,263,"ROBERVAL",20109,,6863,500,,6065,,Bloc,Lib,PC
35,QC,264,"ROSEMONT",29414,,12826,1037,928,2519,,Bloc,Lib,PC
35,QC,265,"SAINT-DENIS",15274,,21883,969,1435,2196,,Lib,Bloc,PC
35,QC,266,"SAINT-HENRI--WESTMOUNT",7950,,25940,1662,1970,4507,,Lib,Bloc,PC
35,QC,267,"SAINT-HUBERT",34959,,19615,903,1447,4520,,Bloc,Lib,PC
35,QC,268,"SAINT-HYACINTHE--BAGOT",28014,,10124,848,,9834,,Bloc,Lib,PC
35,QC,269,"SAINT-JEAN",29753,,14343,497,873,7780,,Bloc,Lib,PC
35,QC,270,"SAINT-LAURENT--CARTIERVILLE",8472,,32190,895,984,3414,,Lib,Bloc,PC
35,QC,271,"SAINT-LÉONARD",12879,,28799,583,808,4021,,Lib,Bloc,PC
35,QC,272,"SAINT-MAURICE",18896,,25200,236,372,1909,,Lib,Bloc,PC
35,QC,273,"SHEFFORD",27125,,14154,601,988,5836,,Bloc,Lib,PC
35,QC,274,"SHERBROOKE",21548,,4458,446,609,29758,,PC,Bloc,Lib
35,QC,275,"TERREBONNE",58030,,15102,900,403,9825,,Bloc,Lib,PC
35,QC,276,"TROIS-RIVIÈRES",24927,,9882,370,522,10950,,Bloc,PC,Lib
35,QC,277,"TÉMISCAMINGUE",22540,,9248,,828,7819,,Bloc,Lib,PC
35,QC,278,"VAUDREUIL",25138,,31148,1107,1353,6471,,Lib,Bloc,PC
35,QC,279,"VERCHÈRES",38633,,12132,695,664,5269,,Bloc,Lib,PC
35,QC,280,"VERDUN--SAINT-PAUL",19095,598,19644,860,905,3864,,Lib,Bloc,PC
35,SK,281,"KINDERSLEY--LLOYDMINSTER",,,8456,4981,526,4134,12292,Reform,Lib,NDP
35,SK,282,"MACKENZIE",,,8078,9438,711,3882,8200,NDP,Reform,Lib
35,SK,283,"MOOSE JAW--LAKE CENTRE",,,9354,10122,275,4204,10432,Reform,NDP,Lib
35,SK,284,"PRINCE ALBERT--CHURCHILL RIVER",,,11601,9095,2225,1424,5702,Lib,NDP,Reform
35,SK,285,"REGINA--LUMSDEN",,,11854,12879,859,2668,7665,NDP,Lib,Reform
