election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
9,BC,1,"BURRARD",2089,2716,,,Lib,Con,Other
9,BC,2,"NEW WESTMINSTER",1627,1772,,,Lib,Con,Other
9,BC,3,"VANCOUVER",868,2088,,,Lib,Con,Other
9,BC,4,"VICTORIA-1",1775,1640,,,Con,Lib,Other
9,BC,5,"VICTORIA-2",1872,1657,,,Con,Lib,Other
9,BC,6,"YALE--CARIBOO",2583,3112,2652,,Lib,Other,Con
9,MB,7,"BRANDON",4342,5011,,,Lib,Con,Other
9,MB,8,"LISGAR",,3143,3392,,Other,Lib,Con
9,MB,9,"MACDONALD",3866,3710,,,Con,Lib,Other
9,MB,10,"MARQUETTE",2809,2387,,,Con,Lib,Other
9,MB,11,"PROVENCHER",1528,1484,,,Con,Lib,Other
9,MB,12,"SELKIRK",2171,2172,,,Lib,Con,Other
9,MB,13,"WINNIPEG",,,5699,,Other,Con,Lib
9,NB,14,"ALBERT",1160,1276,,,Lib,Con,Other
9,NB,15,"CARLETON",,2459,,2714,PC,Lib,Other
9,NB,16,"CHARLOTTE",,2205,,2785,PC,Lib,Other
9,NB,17,"CITY AND COUNTY OF ST. JOHN",4673,5449,,,Lib,Con,Other
9,NB,18,"CITY OF ST. JOHN",3523,4520,,,Lib,Con,Other
9,NB,19,"GLOUCESTER",1315,2311,228,,Lib,Con,Other
9,NB,20,"KENT",1816,2447,,,Lib,Con,Other
9,NB,21,"KING'S",2566,2383,,,Con,Lib,Other
9,NB,22,"NORTHUMBERLAND",2404,1905,,,Con,Lib,Other
9,NB,23,"RESTIGOUCHE",744,1221,,,Lib,Con,Other
9,NB,24,"SUNBURY--QUEEN'S",2143,1868,,,Con,Lib,Other
9,NB,25,"VICTORIA",,,,,Other,Con,Lib
9,NB,26,"WESTMORLAND",3934,4420,,,Lib,Con,Other
9,NB,27,"YORK",,2937,2861,,Lib,Other,Con
9,NS,28,"ANNAPOLIS",1733,1883,,,Lib,Con,Other
9,NS,29,"ANTIGONISH",1137,1403,,,Lib,Con,Other
9,NS,30,"CAPE BRETON-1",3672,3922,,,Lib,Con,Other
9,NS,31,"CAPE BRETON-2",,3890,,3604,Lib,PC,Other
9,NS,32,"COLCHESTER",2449,2170,,,Con,Lib,Other
9,NS,33,"CUMBERLAND",3345,3742,,,Lib,Con,Other
9,NS,34,"DIGBY",1418,1923,,,Lib,Con,Other
9,NS,35,"GUYSBOROUGH",1589,1928,,,Lib,Con,Other
9,NS,36,"HALIFAX-1",5705,5380,,,Con,Lib,Other
9,NS,37,"HALIFAX-2",5562,5577,,,Lib,Con,Other
9,NS,38,"HANTS",1866,1882,,,Lib,Con,Other
