election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
4,BC,1,"CARIBOO",,,,,Other,Con,Lib
4,BC,2,"NEW WESTMINSTER",,,687,,Other,Con,Lib
4,BC,3,"VANCOUVER",,336,114,267,Lib,PC,Other
4,BC,4,"VICTORIA-1",,538,,,Lib,Other,Con
4,BC,5,"VICTORIA-2",,,480,896,PC,Other,Con
4,BC,6,"YALE",,,,,Other,Con,Lib
4,MB,7,"LISGAR",,,,,Other,Con,Lib
4,MB,8,"MARQUETTE",,,,,Other,Con,Lib
4,MB,9,"PROVENCHER",,,,,Other,Con,Lib
4,MB,10,"SELKIRK",546,,555,,Other,Con,Lib
4,NB,11,"ALBERT",,1280,558,,Lib,Other,Con
4,NB,12,"CARLETON",,1447,1766,,Other,Lib,Con
4,NB,13,"CHARLOTTE",,1522,,1284,Lib,PC,Other
4,NB,14,"CITY AND COUNTY OF ST. JOHN-1",,2449,2180,,Lib,Other,Con
4,NB,15,"CITY AND COUNTY OF ST. JOHN-2",,4667,,,Lib,Other,Con
4,NB,16,"CITY OF ST. JOHN",,1466,,1475,PC,Lib,Other
4,NB,17,"GLOUCESTER",,,,,Other,Con,Lib
4,NB,18,"KENT",,1006,892,810,Lib,Other,PC
4,NB,19,"KING'S",1786,,1452,,Con,Other,Lib
4,NB,20,"NORTHUMBERLAND",,1585,1384,,Lib,Other,Con
4,NB,21,"QUEEN'S",,1143,630,,Lib,Other,Con
4,NB,22,"RESTIGOUCHE",,,,,Other,Con,Lib
4,NB,23,"SUNBURY",517,558,,,Lib,Con,Other
4,NB,24,"VICTORIA",,,368,831,PC,Other,Con
4,NB,25,"WESTMORLAND",,2572,1928,,Lib,Other,Con
4,NB,26,"YORK",,,2324,,Other,Con,Lib
4,NS,27,"ANNAPOLIS",1301,1298,,,Con,Lib,Other
4,NS,28,"ANTIGONISH",,833,1017,,Other,Lib,Con
4,NS,29,"CAPE BRETON-1",,1153,,2056,PC,Lib,Other
4,NS,30,"CAPE BRETON-2",2051,,696,,Con,Other,Lib
4,NS,31,"COLCHESTER",,,1453,1829,PC,Other,Con
