election_id,prov_code,ed_id,ed_name,Lib,NDP,Other,PC,SoCred,1st,2nd,3rd
30,AB,1,"ATHABASCA",5243,2372,,13157,,PC,Lib,NDP
30,AB,2,"BATTLE RIVER",3674,2157,,16819,2058,PC,Lib,NDP
30,AB,3,"CALGARY CENTRE",9912,3072,261,23810,646,PC,Lib,NDP
30,AB,4,"CALGARY NORTH",10773,4332,,30175,1358,PC,Lib,NDP
30,AB,5,"CALGARY SOUTH",14116,3558,607,41530,1120,PC,Lib,NDP
30,AB,6,"CROWFOOT",3477,1071,,18048,1307,PC,Lib,SoCred
30,AB,7,"EDMONTON CENTRE",10501,3717,309,18165,766,PC,Lib,NDP
30,AB,8,"EDMONTON EAST",11122,4413,353,18321,1119,PC,Lib,NDP
30,AB,9,"EDMONTON WEST",21094,4605,370,29990,1270,PC,Lib,NDP
30,AB,10,"EDMONTON--STRATHCONA",14337,5426,437,25808,1146,PC,Lib,NDP
30,AB,11,"LETHBRIDGE",7075,3329,,20602,1428,PC,Lib,NDP
30,AB,12,"MEDICINE HAT",9273,1961,,15525,1538,PC,Lib,NDP
30,AB,13,"PALLISER",10125,3708,,34185,1590,PC,Lib,NDP
30,AB,14,"PEACE RIVER",5068,3941,196,14153,,PC,Lib,NDP
30,AB,15,"PEMBINA",12196,4266,7422,19172,973,PC,Lib,Other
30,AB,16,"RED DEER",5645,2791,,22251,2670,PC,Lib,NDP
30,AB,17,"ROCKY MOUNTAIN",6236,2750,,16042,1230,PC,Lib,NDP
30,AB,18,"VEGREVILLE",3461,2935,,18328,671,PC,Lib,NDP
30,AB,19,"WETASKIWIN",5645,2906,,21341,2019,PC,Lib,NDP
30,BC,20,"BURNABY--RICHMOND--DELTA",17570,10106,369,34013,,PC,Lib,NDP
30,BC,21,"BURNABY--SEYMOUR",18063,13472,269,17574,,Lib,PC,NDP
30,BC,22,"CAPILANO",21387,5303,244,25797,,PC,Lib,NDP
30,BC,23,"COAST CHILCOTIN",10336,8655,356,9988,,Lib,PC,NDP
30,BC,24,"COMOX--ALBERNI",13594,11158,605,12683,,Lib,PC,NDP
30,BC,25,"ESQUIMALT--SAANICH",16404,10141,173,27571,841,PC,Lib,NDP
30,BC,26,"FRASER VALLEY EAST",15268,6489,,18780,,PC,Lib,NDP
30,BC,27,"FRASER VALLEY WEST",13152,17732,371,22925,1205,PC,NDP,Lib
30,BC,28,"KAMLOOPS--CARIBOO",20474,9478,,17328,1782,Lib,PC,NDP
30,BC,29,"KOOTENAY WEST",6073,11603,,12575,,PC,NDP,Lib
30,BC,30,"NANAIMO--COWICHAN--THE ISLANDS",11028,20444,288,18207,,NDP,PC,Lib
30,BC,31,"NEW WESTMINSTER",14997,15397,354,15193,926,NDP,PC,Lib
30,BC,32,"OKANAGAN BOUNDARY",19421,8975,,23089,2002,PC,Lib,NDP
30,BC,33,"OKANAGAN--KOOTENAY",15051,8163,318,17164,2438,PC,Lib,NDP
30,BC,34,"PRINCE GEORGE--PEACE RIVER",13759,5880,,18769,1665,PC,Lib,NDP
30,BC,35,"SKEENA",12218,9358,,8806,,Lib,NDP,PC
30,BC,36,"SURREY--WHITE ROCK",13276,12935,393,21537,1138,PC,Lib,NDP
30,BC,37,"VANCOUVER CENTRE",19064,8859,354,17143,257,Lib,PC,NDP
30,BC,38,"VANCOUVER EAST",9671,9614,479,6747,,Lib,NDP,PC
30,BC,39,"VANCOUVER KINGSWAY",12002,10614,339,9155,,Lib,NDP,PC
30,BC,40,"VANCOUVER QUADRA",15458,4434,181,18892,179,PC,Lib,NDP
30,BC,41,"VANCOUVER SOUTH",13881,6629,208,23247,,PC,Lib,NDP
30,BC,42,"VICTORIA",14289,7108,211,26771,,PC,Lib,NDP
30,MB,43,"BRANDON--SOURIS",5988,5616,,16624,540,PC,Lib,NDP
30,MB,44,"CHURCHILL",7212,8415,,11225,577,PC,NDP,Lib
30,MB,45,"DAUPHIN",5300,7743,,11439,,PC,NDP,Lib
