election_id,prov_code,ed_id,ed_name,Lib,NDP,Other,PC,SoCred,1st,2nd,3rd
25,AB,1,"ACADIA",2150,1021,500,8440,7565,PC,SoCred,Lib
25,AB,2,"ATHABASKA",5554,1306,,9678,4679,PC,Lib,SoCred
25,AB,3,"BATTLE RIVER--CAMROSE",2976,1488,,12883,6758,PC,SoCred,Lib
25,AB,4,"BOW RIVER",3944,1629,,10733,6844,PC,SoCred,Lib
25,AB,5,"CALGARY NORTH",9919,4910,,22446,13143,PC,SoCred,Lib
25,AB,6,"CALGARY SOUTH",12837,3654,,21927,8806,PC,Lib,SoCred
25,AB,7,"EDMONTON EAST",6771,4023,,9291,7657,PC,SoCred,Lib
25,AB,8,"EDMONTON WEST",16749,5402,,19681,12780,PC,Lib,SoCred
25,AB,9,"EDMONTON--STRATHCONA",11996,5001,,16030,13585,PC,SoCred,Lib
25,AB,10,"JASPER--EDSON",4122,2132,,12371,6896,PC,SoCred,Lib
25,AB,11,"LETHBRIDGE",3595,1806,,11105,8693,PC,SoCred,Lib
25,AB,12,"MACLEOD",3133,1245,,9605,6970,PC,SoCred,Lib
25,AB,13,"MEDICINE HAT",3942,1499,,9355,10453,SoCred,PC,Lib
25,AB,14,"PEACE RIVER",3671,2605,,12897,7603,PC,SoCred,Lib
25,AB,15,"RED DEER",1608,1181,,9343,12645,SoCred,PC,Lib
25,AB,16,"VEGREVILLE",1432,1688,497,9710,5159,PC,SoCred,NDP
25,AB,17,"WETASKIWIN",2923,1715,,9204,6426,PC,SoCred,Lib
25,BC,18,"BURNABY--COQUITLAM",9351,19050,,5206,4564,NDP,Lib,PC
25,BC,19,"BURNABY--RICHMOND",11509,15620,,8683,4705,NDP,Lib,PC
25,BC,20,"CARIBOO",7715,4732,,6830,8435,SoCred,Lib,PC
25,BC,21,"COAST-CAPILANO",23583,11030,,11966,4584,Lib,PC,NDP
25,BC,22,"COMOX--ALBERNI",7689,10474,567,6478,3219,NDP,Lib,PC
25,BC,23,"ESQUIMALT--SAANICH",10566,6186,,12612,3852,PC,Lib,NDP
25,BC,24,"FRASER VALLEY",8357,8896,,8562,9970,SoCred,NDP,PC
25,BC,25,"KAMLOOPS",5789,4733,,11312,4393,PC,Lib,NDP
25,BC,26,"KOOTENAY EAST",5414,4576,,4475,2673,Lib,NDP,PC
25,BC,27,"KOOTENAY WEST",2722,8303,,6194,5327,NDP,PC,SoCred
25,BC,28,"NANAIMO--COWICHAN--THE ISLANDS",5446,11152,,7280,2456,NDP,PC,Lib
25,BC,29,"NEW WESTMINSTER",13855,23827,,13311,9822,NDP,Lib,PC
25,BC,30,"OKANAGAN BOUNDARY",5141,7956,,9069,6766,PC,NDP,SoCred
25,BC,31,"OKANAGAN--REVELSTOKE",3604,3751,,5265,2837,PC,NDP,Lib
25,BC,32,"SKEENA",,10946,,4338,3031,NDP,PC,SoCred
