election_id,prov_code,ed_id,ed_name,CCF,Lib,Other,PC,SoCred,1st,2nd,3rd
22,BC,25,"KAMLOOPS",2140,2731,,7578,3780,PC,SoCred,Lib
22,BC,26,"KOOTENAY EAST",3672,4988,563,,3874,Lib,SoCred,CCF
22,BC,27,"KOOTENAY WEST",8990,3994,347,1040,3871,CCF,Lib,SoCred
22,BC,28,"NANAIMO",7272,4884,516,3412,2773,CCF,Lib,PC
22,BC,29,"NEW WESTMINSTER",9258,10735,896,3083,10770,SoCred,Lib,CCF
22,BC,30,"OKANAGAN BOUNDARY",8086,5053,,,7543,CCF,SoCred,Lib
22,BC,31,"OKANAGAN--REVELSTOKE",2348,3340,395,2132,3537,SoCred,Lib,CCF
22,BC,32,"SKEENA",3724,5332,301,,2880,Lib,CCF,SoCred
22,BC,33,"VANCOUVER CENTRE",4516,8259,756,1749,4946,Lib,SoCred,CCF
22,BC,34,"VANCOUVER EAST",10192,3272,764,1038,4885,CCF,SoCred,Lib
22,BC,35,"VANCOUVER KINGSWAY",10162,3957,578,1700,5610,CCF,SoCred,Lib
22,BC,36,"VANCOUVER QUADRA",3628,7786,,12769,4955,PC,Lib,SoCred
22,BC,37,"VANCOUVER SOUTH",5610,10459,852,4986,6668,Lib,SoCred,CCF
22,BC,38,"VANCOUVER--BURRARD",5010,9035,482,4430,7063,Lib,SoCred,CCF
22,BC,39,"VICTORIA",4465,13696,735,6122,8677,Lib,SoCred,PC
22,MB,40,"BRANDON--SOURIS",1277,8456,323,13915,,PC,Lib,CCF
22,MB,41,"CHURCHILL",2293,4984,,2567,2490,Lib,PC,SoCred
22,MB,42,"DAUPHIN",6839,5050,,2136,1866,CCF,Lib,PC
22,MB,43,"LISGAR",,6581,,4780,3096,Lib,PC,SoCred
22,MB,44,"MARQUETTE",,9900,,4676,3509,Lib,PC,SoCred
22,MB,45,"PORTAGE--NEEPAWA",,,8958,5604,3223,Other,PC,SoCred
22,MB,46,"PROVENCHER",,6632,,2151,1269,Lib,PC,SoCred
22,MB,47,"SELKIRK",6076,6265,448,898,586,Lib,CCF,PC
22,MB,48,"SPRINGFIELD",1878,6240,1830,1201,1221,Lib,CCF,Other
22,MB,49,"ST. BONIFACE",5568,8051,,4994,,Lib,CCF,PC
22,MB,50,"WINNIPEG NORTH",15005,9094,2515,3876,,CCF,Lib,PC
22,MB,51,"WINNIPEG NORTH CENTRE",12713,7535,1606,1760,,CCF,Lib,PC
22,MB,52,"WINNIPEG SOUTH",6247,12277,470,12597,,PC,Lib,CCF
22,MB,53,"WINNIPEG SOUTH CENTRE",6506,9752,504,12489,,PC,Lib,CCF
22,NB,54,"CHARLOTTE",416,6155,,5180,,Lib,PC,CCF
22,NB,55,"GLOUCESTER",276,13330,,9542,,Lib,PC,CCF
22,NB,56,"KENT",,7039,,3603,,Lib,PC,Other
22,NB,57,"NORTHUMBERLAND",808,10666,,5107,,Lib,PC,CCF
22,NB,58,"RESTIGOUCHE--MADAWASKA",1126,13266,4317,7724,,Lib,PC,Other
22,NB,59,"ROYAL",,7968,,9725,,PC,Lib,Other
22,NB,60,"ST. JOHN--ALBERT",933,18338,,18881,,PC,Lib,CCF
22,NB,61,"VICTORIA--CARLETON",,7809,,8445,931,PC,Lib,SoCred
22,NB,62,"WESTMORLAND",2099,20160,,14788,,Lib,PC,CCF
22,NB,63,"YORK--SUNBURY",1111,12888,,10455,,Lib,PC,CCF
22,NL,64,"BONAVISTA--TWILLINGATE",,10072,,2564,,Lib,PC,Other
22,NL,65,"BURIN--BURGEO",,11017,,1480,,Lib,PC,Other
22,NL,66,"GRAND FALLS--WHITE BAY--LABRADOR",,13653,,4984,,Lib,PC,Other
22,NL,67,"HUMBER--ST. GEORGE'S",,12526,,3612,,Lib,PC,Other
22,NL,68,"ST. JOHN'S EAST",,8310,4459,6691,,Lib,PC,Other
22,NL,69,"ST. JOHN'S WEST",,9965,,9025,,Lib,PC,Other
22,NL,70,"TRINITY--CONCEPTION",707,8814,,2704,,Lib,PC,CCF
22,NS,71,"ANTIGONISH--GUYSBOROUGH",,6884,,3395,,Lib,PC,Other
22,NS,72,"CAPE BRETON NORTH AND VICTORIA",,9535,,6218,,Lib,PC,Other
22,NS,73,"CAPE BRETON SOUTH",14971,10151,794,4726,,CCF,Lib,PC
22,NS,74,"COLCHESTER--HANTS",936,12660,,12271,,Lib,PC,CCF
22,NS,75,"CUMBERLAND",,8860,,8263,,Lib,PC,Other
22,NS,76,"DIGBY--ANNAPOLIS--KINGS",,15387,,16422,,PC,Lib,Other
22,NS,77,"HALIFAX-1",2731,34222,,26552,,Lib,PC,CCF
22,NS,78,"HALIFAX-2",2120,34587,,24112,,Lib,PC,CCF
22,NS,79,"INVERNESS--RICHMOND",,9033,,5302,,Lib,PC,Other
22,NS,80,"PICTOU",1599,10626,,8778,,Lib,PC,CCF
22,NS,81,"QUEENS--LUNENBURG",,13053,,10067,,Lib,PC,Other
22,NS,82,"SHELBURNE--YARMOUTH--CLARE",,11556,,7392,,Lib,PC,Other
22,NT,83,"MACKENZIE RIVER",,1722,421,1344,,Lib,PC,Other
22,ON,84,"ALGOMA EAST",,7494,,3877,,Lib,PC,Other
22,ON,85,"ALGOMA WEST",4428,10461,,5571,,Lib,PC,CCF
22,ON,86,"BRANT--HALDIMAND",1358,9305,,10059,,PC,Lib,CCF
22,ON,87,"BRANTFORD",3839,9576,216,7912,,Lib,PC,CCF
22,ON,88,"BROADVIEW",3910,6316,354,10403,,PC,Lib,CCF
22,ON,89,"BRUCE",,6808,,7132,,PC,Lib,Other
22,ON,90,"CARLETON",1075,14676,,20137,562,PC,Lib,CCF
22,ON,91,"COCHRANE",2448,6667,,5194,,Lib,PC,CCF
22,ON,92,"DANFORTH",5905,11834,374,12595,,PC,Lib,CCF
22,ON,93,"DAVENPORT",4968,8919,802,6998,,Lib,PC,CCF
22,ON,94,"DUFFERIN--SIMCOE",,7083,,9248,,PC,Lib,Other
22,ON,95,"DURHAM",1273,6684,,6504,,Lib,PC,CCF
22,ON,96,"EGLINTON",2337,11190,,17354,,PC,Lib,CCF
22,ON,97,"ELGIN",,10743,,12482,,PC,Lib,Other
22,ON,98,"ESSEX EAST",3013,19946,1212,5530,,Lib,PC,CCF
22,ON,99,"ESSEX SOUTH",,10620,,7420,,Lib,PC,Other
22,ON,100,"ESSEX WEST",3198,15199,868,9392,,Lib,PC,CCF
22,ON,101,"FORT WILLIAM",3847,10402,508,5030,,Lib,PC,CCF
22,ON,102,"GLENGARRY--PRESCOTT",280,7800,5321,5893,,Lib,PC,Other
22,ON,103,"GREENWOOD",5334,6404,610,9702,,PC,Lib,CCF
22,ON,104,"GRENVILLE--DUNDAS",,4933,,8875,,PC,Lib,Other
22,ON,105,"GREY NORTH",1417,8368,,7293,342,Lib,PC,CCF
22,ON,106,"GREY--BRUCE",,9236,,6279,,Lib,PC,Other
22,ON,107,"HALTON",1819,8732,,9914,,PC,Lib,CCF
22,ON,108,"HAMILTON EAST",5648,11622,721,7710,,Lib,PC,CCF
22,ON,109,"HAMILTON SOUTH",7478,12296,573,9220,582,Lib,PC,CCF
22,ON,110,"HAMILTON WEST",4358,10044,,13016,,PC,Lib,CCF
22,ON,111,"HASTINGS SOUTH",702,13170,,12121,,Lib,PC,CCF
22,ON,112,"HASTINGS--FRONTENAC",,7637,,11084,,PC,Lib,Other
22,ON,113,"HIGH PARK",3847,10032,572,8526,,Lib,PC,CCF
22,ON,114,"HURON",,10092,,11045,,PC,Lib,Other
22,ON,115,"KENORA--RAINY RIVER",2411,,11749,5822,,Other,PC,CCF
22,ON,116,"KENT",,15532,,10496,,Lib,PC,Other
22,ON,117,"KINGSTON",731,14663,,11806,,Lib,PC,CCF
22,ON,118,"LAMBTON WEST",1089,9306,,11666,,PC,Lib,CCF
22,ON,119,"LAMBTON--KENT",,9432,,7248,,Lib,PC,Other
22,ON,120,"LANARK",451,5316,,10029,,PC,Lib,CCF
22,ON,121,"LEEDS",,9736,,10097,,PC,Lib,Other
22,ON,122,"LINCOLN",4575,16113,1505,14694,,Lib,PC,CCF
22,ON,123,"LONDON",2748,12869,662,15254,,PC,Lib,CCF
22,ON,124,"MIDDLESEX EAST",3137,8952,,12027,,PC,Lib,CCF
22,ON,125,"MIDDLESEX WEST",432,8645,,5760,,Lib,PC,CCF
22,ON,126,"NIAGARA FALLS",2605,13400,167,6264,,Lib,PC,CCF
22,ON,127,"NICKEL BELT",2410,8821,687,3144,,Lib,PC,CCF
22,ON,128,"NIPISSING",1637,12415,216,5329,,Lib,PC,CCF
22,ON,129,"NORFOLK",621,8475,193,6747,,Lib,PC,CCF
22,ON,130,"NORTHUMBERLAND",442,9595,,7623,,Lib,PC,CCF
22,ON,131,"ONTARIO",5524,11285,393,12482,,PC,Lib,CCF
22,ON,132,"OTTAWA EAST",1209,19863,,5511,,Lib,PC,CCF
22,ON,133,"OTTAWA WEST",1209,20933,219,13539,,Lib,PC,CCF
22,ON,134,"OXFORD",,12654,,12693,,PC,Lib,Other
22,ON,135,"PARKDALE",3788,10391,765,6788,,Lib,PC,CCF
22,ON,136,"PARRY SOUND--MUSKOKA",1352,10940,,9690,,Lib,PC,CCF
22,ON,137,"PEEL",2560,9263,,13487,,PC,Lib,CCF
22,ON,138,"PERTH",,10939,,12959,,PC,Lib,Other
22,ON,139,"PETERBOROUGH",1747,10218,,13206,,PC,Lib,CCF
22,ON,140,"PORT ARTHUR",5865,12272,923,5415,,Lib,CCF,PC
22,ON,141,"PRINCE EDWARD--LENNOX",,,5801,6726,,PC,Other,CCF
22,ON,142,"RENFREW NORTH",,9360,,7268,,Lib,PC,Other
22,ON,143,"RENFREW SOUTH",382,8627,,6395,,Lib,PC,CCF
22,ON,144,"ROSEDALE",3727,8702,308,8386,,Lib,PC,CCF
22,ON,145,"RUSSELL",1157,15969,,6470,519,Lib,PC,CCF
22,ON,146,"SIMCOE EAST",1310,9099,,8944,533,Lib,PC,CCF
22,ON,147,"SIMCOE NORTH",,7796,,8316,,PC,Lib,Other
22,ON,148,"SPADINA",3270,15496,1938,6554,,Lib,PC,CCF
22,ON,149,"ST. PAUL'S",3786,9223,369,9738,363,PC,Lib,CCF
22,ON,150,"STORMONT",,13503,,7244,,Lib,PC,Other
22,ON,151,"SUDBURY",3514,12193,,5598,,Lib,PC,CCF
22,ON,152,"TIMISKAMING",6259,7497,335,4611,,Lib,CCF,PC
22,ON,153,"TIMMINS",4686,5541,369,3348,,Lib,CCF,PC
22,ON,154,"TRINITY",3877,8056,1725,6019,,Lib,PC,CCF
22,ON,155,"VICTORIA",,9041,,12634,,PC,Lib,Other
22,ON,156,"WATERLOO NORTH",4654,16139,,10751,671,Lib,PC,CCF
22,ON,157,"WATERLOO SOUTH",4039,9058,,7309,1275,Lib,PC,CCF
22,ON,158,"WELLAND",4408,15411,721,7373,,Lib,PC,CCF
22,ON,159,"WELLINGTON SOUTH",2431,9275,,8722,,Lib,PC,CCF
22,ON,160,"WELLINGTON--HURON",,7120,,7198,,PC,Lib,Other
22,ON,161,"WENTWORTH",3915,7700,,10476,,PC,Lib,CCF
22,ON,162,"YORK CENTRE",5960,13903,483,11180,,Lib,PC,CCF
22,ON,163,"YORK EAST",5815,8701,472,11062,,PC,Lib,CCF
22,ON,164,"YORK NORTH",2116,10988,,9355,,Lib,PC,CCF
22,ON,165,"YORK SOUTH",12216,10820,755,10116,,CCF,Lib,PC
22,ON,166,"YORK WEST",6569,10262,417,12228,,PC,Lib,CCF
22,ON,167,"YORK--HUMBER",4924,11090,,11157,,PC,Lib,CCF
22,ON,168,"YORK--SCARBOROUGH",4184,14889,,14221,580,Lib,PC,CCF
22,PE,169,"KING'S",,4750,,4373,,Lib,PC,Other
22,PE,170,"PRINCE",552,8782,,7431,,Lib,PC,CCF
22,PE,171,"QUEEN'S-1",,9991,,10086,,PC,Lib,Other
22,PE,172,"QUEEN'S-2",,10351,,9946,,Lib,PC,Other
22,QC,173,"ARGENTEUIL--DEUX-MONTAGNES",,13283,,5608,,Lib,PC,Other
22,QC,174,"BEAUCE",,9716,13016,,,Other,Lib,CCF
22,QC,175,"BEAUHARNOIS--SALABERRY",,14269,,4495,,Lib,PC,Other
22,QC,176,"BELLECHASSE",,7124,,4866,,Lib,PC,Other
22,QC,177,"BERTHIER--MASKINONGÉ--DELANAUDIÈRE",,10709,7710,441,,Lib,Other,PC
22,QC,178,"BONAVENTURE",,9177,,6446,,Lib,PC,Other
22,QC,179,"BROME--MISSISQUOI",1168,9362,,4252,,Lib,PC,CCF
22,QC,180,"CARTIER",980,12493,1705,1068,,Lib,Other,PC
22,QC,181,"CHAMBLY--ROUVILLE",,9824,,5016,,Lib,PC,Other
22,QC,182,"CHAMPLAIN",,14420,,8324,,Lib,PC,Other
22,QC,183,"CHAPLEAU",,10495,4305,6280,,Lib,PC,Other
22,QC,184,"CHARLEVOIX",,10742,,7259,,Lib,PC,Other
22,QC,185,"CHICOUTIMI",,8408,16046,,,Other,Lib,CCF
22,QC,186,"CHÂTEAUGUAY--HUNTINGDON--LAPRAIRIE",,11104,,7003,,Lib,PC,Other
22,QC,187,"COMPTON--FRONTENAC",261,10365,,6530,,Lib,PC,CCF
22,QC,188,"DOLLARD",579,14964,363,7320,,Lib,PC,CCF
22,QC,189,"DORCHESTER",,7656,,7762,,PC,Lib,Other
22,QC,190,"DRUMMOND--ARTHABASKA",,15870,,13325,,Lib,PC,Other
22,QC,191,"GASPÉ",,12058,199,10832,,Lib,PC,Other
22,QC,192,"GATINEAU",662,10759,,4932,,Lib,PC,CCF
22,QC,193,"HOCHELAGA",1245,19467,885,3921,,Lib,PC,CCF
22,QC,194,"HULL",707,21785,266,6239,,Lib,PC,CCF
22,QC,195,"JACQUES-CARTIER--LASALLE",2879,19678,1333,9208,,Lib,PC,CCF
22,QC,196,"JOLIETTE--L'ASSOMPTION--MONTCALM",,18149,,4541,,Lib,PC,Other
22,QC,197,"KAMOURASKA",,5534,6065,229,,Other,Lib,PC
22,QC,198,"LABELLE",90,9569,176,8610,,Lib,PC,Other
22,QC,199,"LAC-SAINT-JEAN",,8697,,6756,,Lib,PC,Other
22,QC,200,"LAFONTAINE",1311,15285,392,3438,,Lib,PC,CCF
22,QC,201,"LAPOINTE",,8708,11854,1640,,Other,Lib,PC
22,QC,202,"LAURIER",376,12648,364,4642,,Lib,PC,CCF
22,QC,203,"LAVAL",645,19337,,7309,,Lib,PC,CCF
22,QC,204,"LONGUEUIL",2742,16688,352,4912,,Lib,PC,CCF
22,QC,205,"LOTBINIÈRE",,9047,,6879,,Lib,PC,Other
22,QC,206,"LÉVIS",,13897,74,5305,,Lib,PC,Other
22,QC,207,"MAISONNEUVE--ROSEMONT",1056,12266,10260,5671,,Lib,Other,PC
22,QC,208,"MATAPÉDIA--MATANE",,12689,,10765,,Lib,PC,Other
22,QC,209,"MERCIER",885,17479,513,9352,,Lib,PC,CCF
22,QC,210,"MONTMAGNY--L'ISLET",,10121,,4876,,Lib,PC,Other
22,QC,211,"MOUNT ROYAL",500,17183,727,9460,,Lib,PC,Other
22,QC,212,"MÉGANTIC",,13951,,8420,,Lib,PC,Other
22,QC,213,"NICOLET--YAMASKA",,9483,7397,2396,,Lib,Other,PC
22,QC,214,"NOTRE-DAME-DE-GRÂCE",1184,15567,,16690,,PC,Lib,CCF
22,QC,215,"OUTREMONT--ST-JEAN",436,11536,586,4216,,Lib,PC,Other
22,QC,216,"PAPINEAU",514,10094,11300,4966,,Other,Lib,PC
22,QC,217,"PONTIAC--TÉMISCAMINGUE",,9041,,6373,,Lib,PC,Other
22,QC,218,"PORTNEUF",,12701,,5479,,Lib,PC,Other
22,QC,219,"QUEBEC EAST",,25945,1188,5841,,Lib,PC,Other
22,QC,220,"QUEBEC SOUTH",,18950,,6363,,Lib,PC,Other
22,QC,221,"QUEBEC WEST",,4612,9944,8464,,Other,PC,Lib
22,QC,222,"QUÉBEC--MONTMORENCY",,18029,,12272,,Lib,PC,Other
22,QC,223,"RICHELIEU--VERCHÈRES",246,15406,,3282,,Lib,PC,CCF
22,QC,224,"RICHMOND--WOLFE",,13006,133,7254,,Lib,PC,Other
22,QC,225,"RIMOUSKI",,8554,7146,8201,,Lib,PC,Other
22,QC,226,"ROBERVAL",,8646,,8477,,Lib,PC,Other
22,QC,227,"SAGUENAY",,7815,,7464,,Lib,PC,Other
22,QC,228,"SAINT-ANTOINE--WESTMOUNT",504,14441,469,9863,,Lib,PC,CCF
22,QC,229,"SAINT-DENIS",573,17359,209,6118,,Lib,PC,CCF
22,QC,230,"SAINT-HENRI",538,15046,3411,4659,,Lib,PC,Other
22,QC,231,"SAINT-HYACINTHE--BAGOT",,,,,,Other,CCF,Lib
22,QC,232,"SAINT-JACQUES",545,15443,2170,5274,,Lib,PC,Other
22,QC,233,"SAINT-JEAN--IBERVILLE--NAPIERVILLE",238,16088,,2001,,Lib,PC,CCF
22,QC,234,"SAINT-MAURICE--LAFLÈCHE",,18662,,10337,,Lib,PC,Other
22,QC,235,"SAINTE-MARIE",553,16288,241,5033,,Lib,PC,CCF
22,QC,236,"SHEFFORD",,15409,,7219,,Lib,PC,Other
22,QC,237,"SHERBROOKE",,15827,,8085,,Lib,PC,Other
22,QC,238,"ST. ANN",385,15519,858,1768,,Lib,PC,Other
22,QC,239,"ST. LAWRENCE--ST. GEORGE",444,9082,428,4648,,Lib,PC,CCF
22,QC,240,"STANSTEAD",,10034,,6736,,Lib,PC,Other
22,QC,241,"TERREBONNE",,,,,,Other,CCF,Lib
22,QC,242,"TROIS-RIVIÈRES",,13905,,15556,,PC,Lib,Other
22,QC,243,"TÉMISCOUATA",,10675,1152,6624,,Lib,PC,Other
22,QC,244,"VAUDREUIL--SOULANGES",,8463,,2254,,Lib,PC,Other
22,QC,245,"VERDUN",1587,20281,483,7255,,Lib,PC,CCF
22,QC,246,"VILLENEUVE",,14851,1097,7015,,Lib,PC,Other
22,QC,247,"ÎLES-DE-LA-MADELEINE",,2337,,1937,,Lib,PC,Other
22,SK,248,"ASSINIBOIA",10596,7218,,1860,698,CCF,Lib,PC
22,SK,249,"HUMBOLDT--MELFORT",9512,8068,,1674,1647,CCF,Lib,PC
22,SK,250,"KINDERSLEY",8672,8531,,1096,2168,CCF,Lib,SoCred
22,SK,251,"MACKENZIE",8021,7466,554,840,1386,CCF,Lib,SoCred
22,SK,252,"MEADOW LAKE",3470,5080,177,1079,1817,Lib,CCF,SoCred
22,SK,253,"MELVILLE",8092,10024,,1142,783,Lib,CCF,PC
22,SK,254,"MOOSE JAW--LAKE CENTRE",12436,6021,792,4480,,CCF,Lib,PC
22,SK,255,"MOOSE MOUNTAIN",8697,8552,,,1067,CCF,Lib,SoCred
22,SK,256,"PRINCE ALBERT",7037,5409,295,10038,,PC,CCF,Lib
22,SK,257,"QU'APPELLE",5612,6988,,4930,644,Lib,CCF,PC
22,SK,258,"REGINA CITY",14558,13008,294,2958,1014,CCF,Lib,PC
22,SK,259,"ROSETOWN--BIGGAR",11404,5516,387,2360,877,CCF,Lib,PC
22,SK,260,"ROSTHERN",6347,8616,,1643,2333,Lib,CCF,SoCred
22,SK,261,"SASKATOON",12056,7028,264,4661,990,CCF,Lib,PC
22,SK,262,"SWIFT CURRENT--MAPLE CREEK",9947,10088,392,1432,1471,Lib,CCF,SoCred
22,SK,263,"THE BATTLEFORDS",8922,8481,,1345,,CCF,Lib,PC
22,SK,264,"YORKTON",11027,7399,751,,1915,CCF,Lib,SoCred
22,YK,265,"YUKON",,2176,,590,998,Lib,SoCred,PC
