election_id,prov_code,ed_id,ed_name,Bloc,Con,Grn,Lib,NDP,Other,1st,2nd,3rd
43,AB,48001,"Banff--Airdrie",,54580,3230,8216,7960,2609,Con,Lib,NDP
43,AB,48002,"Battle River--Crowfoot",,52497,1750,2485,3089,1583,Con,NDP,Lib
43,AB,48003,"Bow River",,45691,805,3104,3010,1747,Con,Lib,NDP
43,AB,48004,"Calgary Centre",,36360,2723,17199,6290,1362,Con,Lib,NDP
43,AB,48005,"Calgary Confederation",,35648,5488,14462,7113,1634,Con,Lib,NDP
43,AB,48006,"Calgary Forest Lawn",,23585,1282,8537,4133,1894,Con,Lib,NDP
43,AB,48007,"Calgary Heritage",,39098,1917,7671,5038,1478,Con,Lib,NDP
43,AB,48008,"Calgary Midnapore",,49700,1942,7320,6193,1562,Con,Lib,NDP
43,AB,48009,"Calgary Nose Hill",,37950,1478,8606,5107,1140,Con,Lib,NDP
43,AB,48010,"Calgary Rocky Ridge",,47477,1927,12694,5869,1291,Con,Lib,NDP
43,AB,48011,"Calgary Shepard",,57793,2273,8461,6639,1719,Con,Lib,NDP
43,AB,48012,"Calgary Signal Hill",,43535,2044,9370,5121,1800,Con,Lib,NDP
43,AB,48013,"Calgary Skyview",,26193,781,14134,7414,1352,Con,Lib,NDP
43,AB,48014,"Edmonton Centre",,21586,1332,17000,10659,1168,Con,Lib,NDP
43,AB,48015,"Edmonton Griesbach",,23551,1205,7805,11499,1917,Con,NDP,Lib
43,AB,48016,"Edmonton Manning",,28837,1123,10903,8924,1338,Con,Lib,NDP
43,AB,48017,"Edmonton Mill Woods",,26425,944,17611,6284,1153,Con,Lib,NDP
43,AB,48018,"Edmonton Riverbend",,34491,1722,13591,9013,844,Con,Lib,NDP
43,AB,48019,"Edmonton Strathcona",,20634,1076,6362,26189,1120,NDP,Con,Lib
43,AB,48020,"Edmonton West",,35181,1383,11555,8365,1105,Con,Lib,NDP
43,AB,48021,"Edmonton--Wetaskiwin",,61709,1609,10300,9623,1852,Con,Lib,NDP
43,AB,48022,"Foothills",,52907,2309,3765,3641,1668,Con,Lib,NDP
43,AB,48023,"Fort McMurray--Cold Lake",,39765,857,4708,2767,1583,Con,Lib,NDP
43,AB,48024,"Grande Prairie--Mackenzie",,50458,1138,2803,4064,1473,Con,NDP,Lib
43,AB,48025,"Lakeland",,47551,1069,2492,3634,1827,Con,NDP,Lib
43,AB,48026,"Lethbridge",,41580,1999,8642,9419,1699,Con,NDP,Lib
43,AB,48027,"Medicine Hat--Cardston--Warner",,41498,1165,3467,4530,1674,Con,NDP,Lib
43,AB,48028,"Peace River--Westlock",,41159,1350,3062,3805,1569,Con,NDP,Lib
43,AB,48029,"Red Deer--Mountain View",,54111,1997,3724,4836,2609,Con,NDP,Lib
43,AB,48030,"Red Deer--Lacombe",,52684,1533,3437,5888,2408,Con,NDP,Lib
43,AB,48031,"St. Albert--Edmonton",,38807,1548,12224,9655,1616,Con,Lib,NDP
43,AB,48032,"Sherwood Park--Fort Saskatchewan",,52950,1547,7167,8667,1607,Con,NDP,Lib
43,AB,48033,"Sturgeon River--Parkland",,52163,1686,4590,6794,1998,Con,NDP,Lib
43,AB,48034,"Yellowhead",,45206,1236,2842,3781,1896,Con,NDP,Lib
43,BC,59001,"Abbotsford",,25028,3655,10460,8164,1241,Con,Lib,NDP
43,BC,59002,"Burnaby North--Seymour",,9572,4630,17404,15844,1538,Lib,NDP,Con
43,BC,59003,"Burnaby South",,13887,2481,10634,16753,946,NDP,Con,Lib
43,BC,59004,"Cariboo--Prince George",,28564,4920,10788,8321,1533,Con,Lib,NDP
43,BC,59005,"Central Okanagan--Similkameen--Nicola",,30364,4910,15843,10772,1547,Con,Lib,NDP
43,BC,59006,"Chilliwack--Hope",,26477,5168,10735,8868,2024,Con,Lib,NDP
43,BC,59007,"Cloverdale--Langley City",,20772,3502,19470,10389,925,Con,Lib,NDP
43,BC,59008,"Coquitlam--Port Coquitlam",,19275,3889,19614,13073,783,Lib,Con,NDP
43,BC,59009,"Courtenay--Alberni",,23516,9569,8513,29407,168,NDP,Con,Grn
43,BC,59010,"Cowichan--Malahat--Langford",,16456,12880,10125,23095,1246,NDP,Con,Grn
43,BC,59011,"Delta",,17638,3310,21969,8654,1717,Lib,Con,NDP
43,BC,59012,"Fleetwood--Port Kells",,16347,2324,18149,10293,1081,Lib,Con,NDP
43,BC,59013,"Kamloops--Thompson--Cariboo",,32057,8696,19543,9824,1583,Con,Lib,NDP
43,BC,59014,"Kelowna--Lake Country",,31037,5025,22150,8229,1424,Con,Lib,NDP
43,BC,59015,"Kootenay--Columbia",,29893,5998,6033,22707,1696,Con,NDP,Lib
43,BC,59016,"Langley--Aldergrove",,28953,4704,15700,10418,1762,Con,Lib,NDP
43,BC,59017,"Mission--Matsqui--Fraser Canyon",,19271,4999,12022,8004,1447,Con,Lib,NDP
43,BC,59018,"Nanaimo--Ladysmith",,18447,24537,9649,16857,1644,Grn,Con,NDP
43,BC,59019,"New Westminster--Burnaby",,11278,4280,12240,23022,1288,NDP,Lib,Con
43,BC,59020,"North Okanagan--Shuswap",,35753,7697,16626,11198,1999,Con,Lib,NDP
43,BC,59021,"North Vancouver",,16775,7676,26402,10116,905,Lib,Con,NDP
43,BC,59022,"Pitt Meadows--Maple Ridge",,19501,4259,15957,12802,1188,Con,Lib,NDP
43,BC,59023,"Port Moody--Coquitlam",,16588,3812,15409,16255,865,Con,NDP,Lib
43,BC,59024,"Prince George--Peace River--Northern Rockies",,38157,3395,6304,5013,1728,Con,Lib,NDP
43,BC,59025,"Richmond Centre",,18791,2318,10824,5482,727,Con,Lib,NDP
43,BC,59026,"Esquimalt--Saanich--Sooke",,13054,18135,12342,23516,1956,NDP,Grn,Con
43,BC,59027,"Saanich--Gulf Islands",,13507,32326,11116,8446,914,Grn,Con,Lib
43,BC,59028,"Skeena--Bulkley Valley",,13637,3193,4704,16670,2591,NDP,Con,Lib
43,BC,59029,"South Okanagan--West Kootenay",,23508,5520,11481,24304,1948,NDP,Con,Lib
43,BC,59030,"South Surrey--White Rock",,24044,4361,21319,6558,838,Con,Lib,NDP
43,BC,59031,"Steveston--Richmond East",,17193,2852,14397,6167,475,Con,Lib,NDP
43,BC,59032,"Surrey Centre",,10413,2505,15266,11166,1475,Lib,NDP,Con
43,BC,59033,"Surrey--Newton",,8511,1296,18328,11854,669,Lib,NDP,Con
43,BC,59034,"Vancouver Centre",,10244,6577,22317,12582,1230,Lib,NDP,Con
43,BC,59035,"Vancouver East",,6601,7811,9804,28473,1533,NDP,Lib,Grn
43,BC,59036,"Vancouver Granville",,11326,2554,13637,6730,16955,Other,Lib,Con
43,BC,59037,"North Island--Powell River",,20131,8899,8151,23481,1464,NDP,Con,Grn
43,BC,59038,"Vancouver Kingsway",,8698,2592,10012,21150,799,NDP,Lib,Con
43,BC,59039,"Vancouver Quadra",,13814,6054,21398,7461,587,Lib,Con,NDP
43,BC,59040,"Vancouver South",,14222,2375,17442,7841,527,Lib,Con,NDP
43,BC,59041,"Victoria",,8833,20846,15686,23290,1418,NDP,Grn,Lib
43,BC,59042,"West Vancouver--Sunshine Coast--Sea to Sky Country",,17106,14099,22135,8814,1347,Lib,Con,Grn
43,MB,46001,"Brandon--Souris",,25729,2933,4924,5694,1256,Con,NDP,Lib
43,MB,46002,"Charleswood--St. James--Assiniboia--Headingley",,18530,2114,16133,6484,2249,Con,Lib,NDP
43,MB,46003,"Churchill--Keewatinook Aski",,4648,1109,5125,11133,296,NDP,Lib,Con
43,MB,46004,"Dauphin--Swan River--Neepawa",,24942,2090,5103,5404,1147,Con,NDP,Lib
43,MB,46005,"Elmwood--Transcona",,16426,1477,5282,19841,506,NDP,Con,Lib
43,MB,46006,"Kildonan--St. Paul",,19690,1738,12187,9187,966,Con,Lib,NDP
43,MB,46007,"Portage--Lisgar",,31403,2307,4721,3783,2013,Con,Lib,NDP
43,MB,46008,"Provencher",,31588,2930,6254,6093,1158,Con,Lib,NDP
43,MB,46009,"Saint Boniface--Saint Vital",,15287,2617,19934,7932,954,Lib,Con,NDP
43,MB,46010,"Selkirk--Interlake--Eastman",,30779,2890,5895,8743,667,Con,NDP,Lib
43,MB,46011,"Winnipeg Centre",,5523,1611,10385,12844,703,NDP,Lib,Con
43,MB,46012,"Winnipeg North",,6652,887,14867,8221,901,Lib,NDP,Con
43,MB,46013,"Winnipeg South",,18309,2023,19887,6573,407,Lib,Con,NDP
43,MB,46014,"Winnipeg South Centre",,14565,3042,22106,8601,638,Lib,Con,NDP
43,NB,13001,"Acadie--Bathurst",,10344,4271,26519,6963,,Lib,Con,NDP
43,NB,13002,"Beauséjour",,9435,14251,24957,3937,1050,Lib,Grn,Con
43,NB,13003,"Fredericton",,14589,15380,12803,2826,1243,Grn,Con,Lib
43,NB,13004,"Fundy Royal",,21727,7060,12015,4660,1730,Con,Lib,Grn
43,NB,13005,"Madawaska--Restigouche",,9800,5090,17331,2314,,Lib,Con,Grn
43,NB,13006,"Miramichi--Grand Lake",,12311,3915,12725,2874,2772,Lib,Con,Grn
43,NB,13007,"Moncton--Riverview--Dieppe",,12190,9371,22261,6164,1957,Lib,Con,Grn
43,NB,13008,"New Brunswick Southwest",,19457,5352,10110,3251,1478,Con,Lib,Grn
43,NB,13009,"Saint John--Rothesay",,14006,4153,15448,5046,2601,Lib,Con,NDP
43,NB,13010,"Tobique--Mactaquac",,19229,5343,9631,3007,936,Con,Lib,Grn
43,NL,10001,"Avalon",,12538,2172,18646,7101,,Lib,Con,NDP
43,NL,10002,"Bonavista--Burin--Trinity",,12697,920,14701,3855,,Lib,Con,NDP
43,NL,10003,"Coast of Bays--Central--Notre Dame",,11695,1310,15861,4058,,Lib,Con,NDP
43,NL,10004,"Labrador",,3548,224,4821,2796,,Lib,Con,NDP
43,NL,10005,"Long Range Mountains",,10874,1326,18182,7594,409,Lib,Con,NDP
43,NL,10006,"St. John's East",,8187,818,14961,21164,,NDP,Lib,Con
43,NL,10007,"St. John's South--Mount Pearl",,7537,717,20094,10703,463,Lib,NDP,Con
43,NS,12001,"Cape Breton--Canso",,14478,3246,16097,6258,1778,Lib,Con,NDP
43,NS,12002,"Central Nova",,13201,3478,20718,5896,1266,Lib,Con,NDP
43,NS,12003,"Cumberland--Colchester",,16219,6015,16672,5451,1093,Lib,Con,Grn
43,NS,12004,"Dartmouth--Cole Harbour",,8480,5197,23751,14220,937,Lib,NDP,Con
43,NS,12005,"Halifax",,6214,7762,23088,16594,831,Lib,NDP,Grn
43,NS,12006,"Halifax West",,10488,6555,26884,10429,,Lib,Con,NDP
43,NS,12007,"Kings--Hants",,11905,6029,20807,8243,1051,Lib,Con,NDP
43,NS,12008,"Sackville--Preston--Chezzetcook",,11224,5743,19920,11857,819,Lib,NDP,Con
43,NS,12009,"South Shore--St. Margarets",,14744,6070,21887,8361,1459,Lib,Con,NDP
43,NS,12010,"Sydney--Victoria",,11228,2249,12536,8150,6413,Lib,Con,NDP
43,NS,12011,"West Nova",,18390,5949,17034,5020,453,Con,Lib,Grn
43,NT,61001,"Northwest Territories",,4279,1757,6638,3619,295,Lib,Con,NDP
43,NU,62001,"Nunavut",,2327,189,2798,3717,,NDP,Lib,Con
43,ON,35001,"Ajax",,16219,2016,34344,6811,987,Lib,Con,NDP
43,ON,35002,"Algoma--Manitoulin--Kapuskasing",,10557,2145,9760,16740,1007,NDP,Con,Lib
43,ON,35003,"Aurora--Oak Ridges--Richmond Hill",,23333,2090,22014,3684,1041,Con,Lib,NDP
43,ON,35004,"Barrie--Innisfil",,23573,4630,15655,8742,1000,Con,Lib,NDP
43,ON,35005,"Barrie--Springwater--Oro-Medonte",,20857,6968,16601,7868,960,Con,Lib,NDP
43,ON,35006,"Bay of Quinte",,22886,3744,24351,9770,1202,Lib,Con,NDP
43,ON,35007,"Beaches--East York",,7957,3295,32168,11964,822,Lib,NDP,Con
43,ON,35008,"Brampton Centre",,10605,1655,18543,7693,782,Lib,Con,NDP
43,ON,35009,"Brampton East",,12045,679,23727,13077,550,Lib,NDP,Con
43,ON,35010,"Brampton North",,13895,1479,25697,8382,505,Lib,Con,NDP
