election_id,prov_code,ed_id,ed_name,Con,Lib,Other,Progressive,1st,2nd,3rd
14,MB,37,"SPRINGFIELD",2234,4382,,5779,Progressive,Lib,Con
14,MB,38,"WINNIPEG CENTRE",4034,4032,11308,,Other,Con,Lib
14,MB,39,"WINNIPEG NORTH",3045,3809,3659,,Lib,Other,Con
14,MB,40,"WINNIPEG SOUTH",7704,11755,,,Lib,Con,Other
14,NB,41,"CHARLOTTE",5202,5069,,,Con,Lib,Other
14,NB,42,"GLOUCESTER",2842,7671,,,Lib,Con,Other
14,NB,43,"KENT",,4626,,3103,Lib,Progressive,Other
14,NB,44,"NORTHUMBERLAND",5285,6706,,,Lib,Con,Other
14,NB,45,"RESTIGOUCHE--MADAWASKA",1723,7593,,,Lib,Con,Other
14,NB,46,"ROYAL",5551,5434,2663,,Con,Lib,Other
14,NB,47,"ST. JOHN--ALBERT-1",10901,9546,,985,Con,Lib,Progressive
14,NB,48,"ST. JOHN--ALBERT-2",11646,10531,1224,,Con,Lib,Other
14,NB,49,"VICTORIA--CARLETON",5361,,,6413,Progressive,Con,Other
14,NB,50,"WESTMORLAND",4884,12646,,3059,Lib,Con,Progressive
14,NB,51,"YORK--SUNBURY",7777,6911,,,Con,Lib,Other
14,NS,52,"ANTIGONISH--GUYSBOROUGH",3356,6752,,1553,Lib,Con,Progressive
14,NS,53,"CAPE BRETON SOUTH AND RICHMOND-1",6075,10387,,7884,Lib,Progressive,Con
14,NS,54,"CAPE BRETON SOUTH AND RICHMOND-2",7694,10524,,8914,Lib,Progressive,Con
14,NS,55,"COLCHESTER",5562,5888,,,Lib,Con,Other
14,NS,56,"CUMBERLAND",4407,9762,,3094,Lib,Con,Progressive
14,NS,57,"DIGBY AND ANNAPOLIS",5153,7388,,,Lib,Con,Other
14,NS,58,"HALIFAX-1",9537,15892,3763,,Lib,Con,Other
14,NS,59,"HALIFAX-2",11016,16157,4141,,Lib,Con,Other
14,NS,60,"HANTS",3795,4027,,993,Lib,Con,Progressive
14,NS,61,"INVERNESS",,4650,,4128,Lib,Progressive,Other
14,NS,62,"KINGS",5097,5812,,,Lib,Con,Other
14,NS,63,"LUNENBURG",4541,7899,,,Lib,Con,Other
14,NS,64,"NORTH CAPE BRETON AND VICTORIA",,7399,4060,,Lib,Other,Con
14,NS,65,"PICTOU",7567,11125,1271,,Lib,Con,Other
14,NS,66,"SHELBURNE AND QUEEN'S",4520,5237,,,Lib,Con,Other
14,NS,67,"YARMOUTH AND CLARE",5608,7165,,,Lib,Con,Other
14,ON,68,"ALGOMA EAST",4194,5007,,3095,Lib,Con,Progressive
14,ON,69,"ALGOMA WEST",4279,3565,,2822,Con,Lib,Progressive
14,ON,70,"BRANT",3150,1645,3309,,Other,Con,Lib
14,ON,71,"BRANTFORD",4892,6879,,1244,Lib,Con,Progressive
14,ON,72,"BRUCE NORTH",2553,4178,,3704,Lib,Progressive,Con
14,ON,73,"BRUCE SOUTH",2232,3849,,4762,Progressive,Lib,Con
14,ON,74,"CARLETON",5537,4142,257,3474,Con,Lib,Progressive
14,ON,75,"DUFFERIN",3755,,,4052,Progressive,Con,Other
14,ON,76,"DUNDAS",5499,,,5732,Progressive,Con,Other
14,ON,77,"DURHAM",5106,3441,,3936,Con,Progressive,Lib
14,ON,78,"ELGIN EAST",3240,1750,,3172,Con,Progressive,Lib
14,ON,79,"ELGIN WEST",4367,3631,,4013,Con,Progressive,Lib
14,ON,80,"ESSEX NORTH",6981,14176,,,Lib,Con,Other
14,ON,81,"ESSEX SOUTH",2953,4968,,4455,Lib,Progressive,Con
14,ON,82,"FORT WILLIAM AND RAINY RIVER",5642,,,5342,Con,Progressive,Other
14,ON,83,"FRONTENAC",4557,,,4780,Progressive,Con,Other
14,ON,84,"GLENGARRY AND STORMONT",3892,5942,,6320,Progressive,Lib,Con
14,ON,85,"GRENVILLE",4325,2014,,2392,Con,Progressive,Lib
14,ON,86,"GREY NORTH",5741,3675,,5538,Con,Progressive,Lib
14,ON,87,"GREY SOUTHEAST",4360,2638,,6958,Progressive,Con,Lib
14,ON,88,"HALDIMAND",4517,1467,,3800,Con,Progressive,Lib
14,ON,89,"HALTON",5264,3649,,3238,Con,Lib,Progressive
14,ON,90,"HAMILTON EAST",6320,1667,2274,4824,Con,Progressive,Other
14,ON,91,"HAMILTON WEST",6942,1557,,4990,Con,Progressive,Lib
14,ON,92,"HASTINGS EAST",4986,1246,,3592,Con,Progressive,Lib
14,ON,93,"HASTINGS WEST",7279,6108,,,Con,Lib,Other
14,ON,94,"HURON NORTH",4057,2426,,5243,Progressive,Con,Lib
14,ON,95,"HURON SOUTH",3965,4061,,4105,Progressive,Lib,Con
14,ON,96,"KENT",5288,11093,,7211,Lib,Progressive,Con
14,ON,97,"KINGSTON",6055,5884,,,Con,Lib,Other
14,ON,98,"LAMBTON EAST",5752,,,6747,Progressive,Con,Other
14,ON,99,"LAMBTON WEST",5715,4602,,4958,Con,Progressive,Lib
14,ON,100,"LANARK",9250,,158,6615,Con,Progressive,Other
14,ON,101,"LEEDS",7868,5830,,3564,Con,Lib,Progressive
14,ON,102,"LENNOX AND ADDINGTON",4606,,,4735,Progressive,Con,Other
14,ON,103,"LINCOLN",8087,,6212,3066,Con,Other,Progressive
14,ON,104,"LONDON",9730,7974,,4252,Con,Lib,Progressive
14,ON,105,"MIDDLESEX EAST",3618,2648,,4414,Progressive,Con,Lib
14,ON,106,"MIDDLESEX WEST",2445,4004,,5543,Progressive,Lib,Con
14,ON,107,"MUSKOKA",3517,,,3651,Progressive,Con,Other
14,ON,108,"NIPISSING",5589,9886,,3280,Lib,Con,Progressive
14,ON,109,"NORFOLK",5451,,,6205,Progressive,Con,Other
14,ON,110,"NORTHUMBERLAND",6849,1778,,6073,Con,Progressive,Lib
14,ON,111,"ONTARIO NORTH",3772,,3919,,Other,Con,Lib
14,ON,112,"ONTARIO SOUTH",4923,5102,,3102,Lib,Con,Progressive
14,ON,113,"OTTAWA (CITY OF)-1",15450,21107,,4444,Lib,Con,Progressive
14,ON,114,"OTTAWA (CITY OF)-2",15829,22087,,5302,Lib,Con,Progressive
14,ON,115,"OXFORD NORTH",4053,4213,,3857,Lib,Con,Progressive
14,ON,116,"OXFORD SOUTH",4476,3135,,3597,Con,Progressive,Lib
14,ON,117,"PARKDALE",10705,5487,2723,,Con,Lib,Other
14,ON,118,"PARRY SOUND",3229,,3157,2784,Con,Other,Progressive
14,ON,119,"PEEL",4892,3732,,3350,Con,Lib,Progressive
14,ON,120,"PERTH NORTH",5274,6030,,3425,Lib,Con,Progressive
14,ON,121,"PERTH SOUTH",2948,3209,,2908,Lib,Con,Progressive
14,ON,122,"PETERBOROUGH EAST",2296,1503,,2647,Progressive,Con,Lib
14,ON,123,"PETERBOROUGH WEST",4732,6890,,,Lib,Con,Other
14,ON,124,"PORT ARTHUR AND KENORA",3627,3419,,3681,Progressive,Con,Lib
14,ON,125,"PRESCOTT",,2359,2764,3661,Progressive,Other,Lib
14,ON,126,"PRINCE EDWARD",3839,2357,,2730,Con,Progressive,Lib
14,ON,127,"RENFREW NORTH",3015,3828,,3371,Lib,Progressive,Con
14,ON,128,"RENFREW SOUTH",2675,4083,2432,2229,Lib,Con,Other
14,ON,129,"RUSSELL",,9069,,6836,Lib,Progressive,Other
14,ON,130,"SIMCOE EAST",4810,7414,,3414,Lib,Con,Progressive
14,ON,131,"SIMCOE NORTH",4489,,527,5298,Progressive,Con,Other
14,ON,132,"SIMCOE SOUTH",6509,,,4758,Con,Progressive,Other
14,ON,133,"TIMISKAMING",5130,5703,5994,,Other,Lib,Con
14,ON,134,"TORONTO CENTRE",5985,5123,,,Con,Lib,Other
14,ON,135,"TORONTO EAST",5392,52,5502,3984,Other,Con,Progressive
14,ON,136,"TORONTO NORTH",12412,8452,,,Con,Lib,Other
14,ON,137,"TORONTO SOUTH",4056,3475,,,Con,Lib,Other
14,ON,138,"TORONTO WEST",5920,3913,1741,,Con,Lib,Other
14,ON,139,"VICTORIA",7816,,8019,,Other,Con,Lib
14,ON,140,"WATERLOO NORTH",,7466,,4994,Lib,Progressive,Other
14,ON,141,"WATERLOO SOUTH",6629,,,7429,Progressive,Con,Other
14,ON,142,"WELLAND",6365,11195,156,3437,Lib,Con,Progressive
14,ON,143,"WELLINGTON NORTH",3874,,,5138,Progressive,Con,Other
14,ON,144,"WELLINGTON SOUTH",6208,4662,6077,,Con,Other,Lib
14,ON,145,"WENTWORTH",9375,3177,,9246,Con,Progressive,Lib
14,ON,146,"YORK EAST",10978,4440,3074,,Con,Lib,Other
14,ON,147,"YORK NORTH",4112,5167,,2973,Lib,Con,Progressive
14,ON,148,"YORK SOUTH",,8015,10368,3276,Other,Lib,Progressive
14,ON,149,"YORK WEST",8850,7989,,2710,Con,Lib,Progressive
14,PE,150,"KING'S",3008,3829,,1877,Lib,Con,Progressive
14,PE,151,"PRINCE",4671,5930,,2693,Lib,Con,Progressive
14,PE,152,"QUEEN'S-1",5808,6824,,1883,Lib,Con,Progressive
14,PE,153,"QUEEN'S-2",6017,7367,2537,,Lib,Con,Other
14,QC,154,"ARGENTEUIL",2819,3674,,755,Lib,Con,Progressive
14,QC,155,"BAGOT",,4004,3082,,Lib,Other,Con
14,QC,156,"BEAUCE",1335,12030,,,Lib,Con,Other
14,QC,157,"BEAUHARNOIS",3272,5147,,,Lib,Con,Other
14,QC,158,"BELLECHASSE",,5195,,1109,Lib,Progressive,Other
14,QC,159,"BERTHIER",2615,4910,,,Lib,Con,Other
14,QC,160,"BONAVENTURE",1599,6136,,,Lib,Con,Other
14,QC,161,"BROME",2163,3768,,,Lib,Con,Other
14,QC,162,"CHAMBLY--VERCHÈRES",4845,8847,,,Lib,Con,Other
14,QC,163,"CHAMPLAIN",3170,11709,,2090,Lib,Con,Progressive
14,QC,164,"CHARLEVOIX--MONTMORENCY",2902,7727,,,Lib,Con,Other
14,QC,165,"CHICOUTIMI--SAGUENAY",4728,19427,2975,,Lib,Con,Other
14,QC,166,"CHÂTEAUGUAY--HUNTINGDON",,5915,4061,548,Lib,Other,Progressive
14,QC,167,"COMPTON",3961,7866,,,Lib,Con,Other
14,QC,168,"DORCHESTER",2703,5744,,,Lib,Con,Other
14,QC,169,"DRUMMOND--ARTHABASKA",1902,10280,1503,2154,Lib,Progressive,Con
14,QC,170,"GASPÉ",2267,9728,,,Lib,Con,Other
14,QC,171,"GEORGE-ÉTIENNE CARTIER",854,7790,5150,,Lib,Other,Con
14,QC,172,"HOCHELAGA",2335,20164,,,Lib,Con,Other
14,QC,173,"HULL",,11998,,2510,Lib,Progressive,Other
14,QC,174,"JACQUES CARTIER",9227,18881,1825,,Lib,Con,Other
14,QC,175,"JOLIETTE",3763,6203,265,,Lib,Con,Other
14,QC,176,"KAMOURASKA",,4822,2483,,Lib,Other,Con
14,QC,177,"L'ASSOMPTION--MONTCALM",1626,7408,714,,Lib,Con,Other
14,QC,178,"L'ISLET",2132,3720,,,Lib,Con,Other
14,QC,179,"LABELLE",,7391,124,2893,Lib,Progressive,Other
14,QC,180,"LAPRAIRIE--NAPIERVILLE",1213,4458,,,Lib,Con,Other
14,QC,181,"LAURIER--OUTREMONT",5023,15341,1289,,Lib,Con,Other
14,QC,182,"LAVAL--TWO MOUNTAINS",,6040,4018,,Lib,Other,Con
14,QC,183,"LOTBINIÈRE",,5179,,2370,Lib,Progressive,Other
14,QC,184,"LÉVIS",4004,8787,,,Lib,Con,Other
14,QC,185,"MAISONNEUVE",1944,14222,2284,,Lib,Other,Con
14,QC,186,"MASKINONGÉ",,4128,1991,,Lib,Other,Con
14,QC,187,"MATANE",2252,8105,,,Lib,Con,Other
14,QC,188,"MISSISQUOI",2740,5268,,,Lib,Con,Other
14,QC,189,"MONTMAGNY",,5103,1332,,Lib,Other,Con
14,QC,190,"MÉGANTIC",,8715,1749,,Lib,Other,Con
14,QC,191,"NICOLET",,8298,,2271,Lib,Progressive,Other
14,QC,192,"PONTIAC",3800,11077,,1760,Lib,Con,Progressive
14,QC,193,"PORTNEUF",1475,9021,,665,Lib,Con,Progressive
14,QC,194,"QUEBEC COUNTY",,6843,4547,,Lib,Other,Con
14,QC,195,"QUEBEC EAST",1424,9005,,,Lib,Con,Other
14,QC,196,"QUEBEC SOUTH",3281,6645,669,,Lib,Con,Other
14,QC,197,"QUEBEC WEST",4715,8741,,,Lib,Con,Other
14,QC,198,"RICHELIEU",2044,4706,,,Lib,Con,Other
14,QC,199,"RICHMOND--WOLFE",,10340,2986,,Lib,Other,Con
14,QC,200,"RIMOUSKI",,6363,,1247,Lib,Progressive,Other
14,QC,201,"SHEFFORD",,6318,2636,,Lib,Other,Con
14,QC,202,"SHERBROOKE (TOWN OF)",4535,9043,,,Lib,Con,Other
14,QC,203,"ST. ANN",5494,10742,1081,,Lib,Con,Other
14,QC,204,"ST. ANTOINE",5274,9056,,,Lib,Con,Other
14,QC,205,"ST. DENIS",,18703,5104,,Lib,Other,Con
14,QC,206,"ST. HYACINTHE--ROUVILLE",4627,9425,,,Lib,Con,Other
14,QC,207,"ST. JAMES",968,11216,625,,Lib,Con,Other
14,QC,208,"ST. JOHNS--IBERVILLE",460,6618,,,Lib,Con,Other
14,QC,209,"ST. LAWRENCE--ST. GEORGE",5275,7836,510,,Lib,Con,Other
14,QC,210,"ST. MARY",799,15262,4505,,Lib,Other,Con
14,QC,211,"STANSTEAD",3104,6877,,,Lib,Con,Other
14,QC,212,"TERREBONNE",3636,8882,,,Lib,Con,Other
14,QC,213,"THREE RIVERS AND ST. MAURICE",6688,13995,,,Lib,Con,Other
14,QC,214,"TÉMISCOUATA",3336,5625,4833,,Lib,Other,Con
14,QC,215,"VAUDREUIL--SOULANGES",,5366,2787,293,Lib,Other,Progressive
14,QC,216,"WESTMOUNT--ST. HENRI",7195,17583,,,Lib,Con,Other
14,QC,217,"WRIGHT",1551,4510,,1590,Lib,Progressive,Con
14,QC,218,"YAMASKA",,4130,,2462,Lib,Progressive,Other
14,SK,219,"ASSINIBOIA",2225,2847,,6549,Progressive,Lib,Con
14,SK,220,"BATTLEFORD",,1558,,9156,Progressive,Lib,Other
14,SK,221,"HUMBOLDT",1215,4707,,10280,Progressive,Lib,Con
14,SK,222,"KINDERSLEY",2995,,,13911,Progressive,Con,Other
14,SK,223,"LAST MOUNTAIN",1553,,,11024,Progressive,Con,Other
14,SK,224,"MACKENZIE",1338,3025,1896,5381,Progressive,Lib,Other
14,SK,225,"MAPLE CREEK",3672,,,13344,Progressive,Con,Other
14,SK,226,"MOOSE JAW",3857,5815,,6744,Progressive,Lib,Con
14,SK,227,"NORTH BATTLEFORD",,,5340,8786,Progressive,Other,Con
14,SK,228,"PRINCE ALBERT",2417,4962,,8525,Progressive,Lib,Con
14,SK,229,"QU'APPELLE",3705,,,8350,Progressive,Con,Other
14,SK,230,"REGINA",6008,7786,,3547,Lib,Con,Progressive
14,SK,231,"SALTCOATS",,2986,,8049,Progressive,Lib,Other
14,SK,232,"SASKATOON",2909,3943,,8057,Progressive,Lib,Con
14,SK,233,"SWIFT CURRENT",2158,4223,,9848,Progressive,Lib,Con
14,SK,234,"WEYBURN",2539,,,6635,Progressive,Con,Other
14,YK,235,"YUKON",707,658,18,,Con,Lib,Other
