election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
12,AB,1,"CALGARY",7671,4805,716,,Con,Lib,Other
12,AB,2,"EDMONTON",4832,7070,555,,Lib,Con,Other
12,AB,3,"MACLEOD",,3660,902,2841,Lib,PC,Other
12,AB,4,"MEDICINE HAT",4875,6330,,,Lib,Con,Other
12,AB,5,"RED DEER",3882,6711,,,Lib,Con,Other
12,AB,6,"STRATHCONA",2872,5396,,,Lib,Con,Other
12,AB,7,"VICTORIA",2702,3225,719,,Lib,Con,Other
12,BC,8,"COMOX--ATLIN",1810,1622,,,Con,Lib,Other
12,BC,9,"KOOTENAY",4113,3039,,,Con,Lib,Other
12,BC,10,"NANAIMO",2438,1750,,,Con,Lib,Other
12,BC,11,"NEW WESTMINSTER",3542,1849,,,Con,Lib,Other
12,BC,12,"VANCOUVER CITY",6902,3796,1056,,Con,Lib,Other
12,BC,13,"VICTORIA CITY",2816,2332,290,,Con,Lib,Other
12,BC,14,"YALE--CARIBOO",3851,1962,246,,Con,Lib,Other
12,MB,15,"BRANDON",4436,3570,,,Con,Lib,Other
12,MB,16,"DAUPHIN",2926,3674,,,Lib,Con,Other
12,MB,17,"LISGAR",1692,1672,,,Con,Lib,Other
12,MB,18,"MACDONALD",2956,2795,,,Con,Lib,Other
12,MB,19,"MARQUETTE",3409,3283,,,Con,Lib,Other
12,MB,20,"PORTAGE LA PRAIRIE",3267,2592,,,Con,Lib,Other
12,MB,21,"PROVENCHER",2668,3049,,,Lib,Con,Other
12,MB,22,"SELKIRK",3098,3011,234,,Con,Lib,Other
12,MB,23,"SOURIS",3150,3086,,,Con,Lib,Other
12,MB,24,"WINNIPEG",12754,8049,2325,,Con,Lib,Other
12,NB,25,"CARLETON",2603,2614,,,Lib,Con,Other
12,NB,26,"CHARLOTTE",2685,2489,,,Con,Lib,Other
12,NB,27,"CITY AND COUNTY OF ST. JOHN",5491,5381,,,Con,Lib,Other
12,NB,28,"CITY OF ST. JOHN",4295,4360,,,Lib,Con,Other
12,NB,29,"GLOUCESTER",2180,3172,,,Lib,Con,Other
12,NB,30,"KENT",2334,2129,,,Con,Lib,Other
12,NB,31,"KING'S AND ALBERT",3734,3402,,,Con,Lib,Other
12,NB,32,"NORTHUMBERLAND",2736,3128,,,Lib,Con,Other
12,NB,33,"RESTIGOUCHE",1170,1512,,,Lib,Con,Other
12,NB,34,"SUNBURY--QUEEN'S",2010,2020,,,Lib,Con,Other
12,NB,35,"VICTORIA",1111,3059,,,Lib,Con,Other
12,NB,36,"WESTMORLAND",,4452,4388,,Lib,Other,Con
12,NB,37,"YORK",4143,,2474,,Con,Other,Lib
12,NS,38,"ANNAPOLIS",2131,2118,,,Con,Lib,Other
12,NS,39,"ANTIGONISH",987,1468,,,Lib,Con,Other
12,NS,40,"CAPE BRETON SOUTH",,10034,223,,Lib,Other,Con
12,NS,41,"COLCHESTER",2847,2203,,,Con,Lib,Other
12,NS,42,"CUMBERLAND",4780,4442,,,Con,Lib,Other
12,NS,43,"DIGBY",2126,1866,,,Con,Lib,Other
12,NS,44,"GUYSBOROUGH",1700,2043,,,Lib,Con,Other
12,NS,45,"HALIFAX-1",6787,6946,,,Lib,Con,Other
12,NS,46,"HALIFAX-2",7040,6879,,,Con,Lib,Other
12,NS,47,"HANTS",2191,2105,,,Con,Lib,Other
12,NS,48,"INVERNESS",1920,2928,128,,Lib,Con,Other
12,NS,49,"KINGS",2474,2323,,,Con,Lib,Other
12,NS,50,"LUNENBURG",3645,3237,,,Con,Lib,Other
12,NS,51,"NORTH CAPE BRETON AND VICTORIA",2803,3418,,,Lib,Con,Other
