election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
3,ON,87,"LEEDS SOUTH",1602,,1599,,Con,Other,Lib
3,ON,88,"LENNOX",,,,,Other,Con,Lib
3,ON,89,"LINCOLN",,1493,1338,,Lib,Other,Con
3,ON,90,"LONDON",,1269,,1208,Lib,PC,Other
3,ON,91,"MIDDLESEX EAST",1933,,,1977,PC,Con,Other
3,ON,92,"MIDDLESEX NORTH",,,,,Other,Con,Lib
3,ON,93,"MIDDLESEX WEST",,,,,Other,Con,Lib
3,ON,94,"MONCK",,1320,,1354,PC,Lib,Other
3,ON,95,"MUSKOKA",,876,567,,Lib,Other,Con
3,ON,96,"NIAGARA",336,,306,,Con,Other,Lib
3,ON,97,"NORFOLK NORTH",,1434,1264,,Lib,Other,Con
3,ON,98,"NORFOLK SOUTH",,1233,1140,,Lib,Other,Con
3,ON,99,"NORTHUMBERLAND EAST",,,1662,1497,Other,PC,Con
3,ON,100,"NORTHUMBERLAND WEST",1105,1336,,,Lib,Con,Other
3,ON,101,"ONTARIO NORTH",1712,1804,,,Lib,Con,Other
3,ON,102,"ONTARIO SOUTH",,1639,,1488,Lib,PC,Other
3,ON,103,"OTTAWA (CITY OF)-1",,1213,8,,Lib,Other,Con
3,ON,104,"OTTAWA (CITY OF)-2",,,1101,1458,PC,Other,Con
3,ON,105,"OXFORD NORTH",,1866,655,,Lib,Other,Con
3,ON,106,"OXFORD SOUTH",,981,223,,Lib,Other,Con
3,ON,107,"PEEL",1285,1299,,,Lib,Con,Other
3,ON,108,"PERTH NORTH",1992,1829,,,Con,Lib,Other
3,ON,109,"PERTH SOUTH",,,,,Other,Con,Lib
3,ON,110,"PETERBOROUGH EAST",,993,879,,Lib,Other,Con
3,ON,111,"PETERBOROUGH WEST",,892,801,,Lib,Other,Con
3,ON,112,"PRESCOTT",,665,951,,Other,Lib,Con
3,ON,113,"PRINCE EDWARD",1649,1775,,,Lib,Con,Other
3,ON,114,"RENFREW NORTH",600,498,328,,Con,Lib,Other
3,ON,115,"RENFREW SOUTH",668,738,,,Lib,Con,Other
3,ON,116,"RUSSELL",1014,1078,95,,Lib,Con,Other
3,ON,117,"SIMCOE NORTH",2125,2279,,,Lib,Con,Other
3,ON,118,"SIMCOE SOUTH",,,,,Other,Con,Lib
3,ON,119,"STORMONT",,905,797,,Lib,Other,Con
3,ON,120,"TORONTO CENTRE",,1509,1225,,Lib,Other,Con
3,ON,121,"TORONTO EAST",,,1152,1289,PC,Other,Con
3,ON,122,"VICTORIA NORTH",560,564,,,Lib,Con,Other
3,ON,123,"VICTORIA SOUTH",1292,,1223,,Con,Other,Lib
3,ON,124,"WATERLOO NORTH",,,,,Other,Con,Lib
3,ON,125,"WATERLOO SOUTH",,,,,Other,Con,Lib
3,ON,126,"WELLAND",,1682,1493,,Lib,Other,Con
3,ON,127,"WELLINGTON CENTRE",,,1481,1530,PC,Other,Con
3,ON,128,"WELLINGTON NORTH",,1470,,1464,Lib,PC,Other
3,ON,129,"WELLINGTON SOUTH",,1667,468,,Lib,Other,Con
3,ON,130,"WENTWORTH NORTH",,,,,Other,Con,Lib
3,ON,131,"WENTWORTH SOUTH",875,1184,,,Lib,Con,Other
3,ON,132,"WEST TORONTO",1440,1651,,,Lib,Con,Other
3,ON,133,"YORK EAST",,,,,Other,Con,Lib
3,ON,134,"YORK NORTH",,1854,1516,,Lib,Other,Con
3,ON,135,"YORK WEST",456,983,,,Lib,Con,Other
3,PE,136,"KING'S COUNTY-1",,1530,,,Lib,Other,Con
3,PE,137,"KING'S COUNTY-2",1704,,,1496,Con,PC,Other
3,PE,138,"PRINCE COUNTY-1",,1804,337,,Lib,Other,Con
3,PE,139,"PRINCE COUNTY-2",,2188,669,,Lib,Other,Con
3,PE,140,"QUEEN'S COUNTY-1",,,,,Other,Con,Lib
3,PE,141,"QUEEN'S COUNTY-2",,,,,Other,Con,Lib
3,QC,142,"ARGENTEUIL",,,727,731,PC,Other,Con
3,QC,143,"BAGOT",1163,,1120,,Con,Other,Lib
3,QC,144,"BEAUCE",,,,,Other,Con,Lib
3,QC,145,"BEAUHARNOIS",314,,1057,,Other,Con,Lib
3,QC,146,"BELLECHASSE",,,,,Other,Con,Lib
3,QC,147,"BERTHIER",,,,,Other,Con,Lib
3,QC,148,"BONAVENTURE",1063,,742,,Con,Other,Lib
3,QC,149,"BROME",,,,,Other,Con,Lib
3,QC,150,"CHAMBLY",742,848,,,Lib,Con,Other
3,QC,151,"CHAMPLAIN",,,1052,1063,PC,Other,Con
3,QC,152,"CHARLEVOIX",1104,1377,,,Lib,Con,Other
3,QC,153,"CHICOUTIMI--SAGUENAY",1145,,743,,Con,Other,Lib
3,QC,154,"CHÂTEAUGUAY",,911,519,,Lib,Other,Con
3,QC,155,"COMPTON",,,535,1387,PC,Other,Con
3,QC,156,"DORCHESTER",,,874,895,PC,Other,Con
3,QC,157,"DRUMMOND--ARTHABASKA",,778,700,,Lib,Other,Con
3,QC,158,"GASPÉ",545,,500,,Con,Other,Lib
3,QC,159,"HOCHELAGA",,,,,Other,Con,Lib
3,QC,160,"HUNTINGDON",,876,48,,Lib,Other,Con
3,QC,161,"IBERVILLE",,,,,Other,Con,Lib
3,QC,162,"JACQUES CARTIER",,,,,Other,Con,Lib
3,QC,163,"JOLIETTE",924,,879,,Con,Other,Lib
3,QC,164,"KAMOURASKA",,,,,Other,Con,Lib
3,QC,165,"L'ASSOMPTION",,,818,879,PC,Other,Con
3,QC,166,"L'ISLET",,,,,Other,Con,Lib
3,QC,167,"LAPRAIRIE",,,,,Other,Con,Lib
3,QC,168,"LAVAL",,,,,Other,Con,Lib
3,QC,169,"LOTBINIÈRE",,776,288,,Lib,Other,Con
3,QC,170,"LÉVIS",,1670,1572,,Lib,Other,Con
3,QC,171,"MASKINONGÉ",607,764,,,Lib,Con,Other
3,QC,172,"MISSISQUOI",,,,,Other,Con,Lib
3,QC,173,"MONTCALM",,,,,Other,Con,Lib
3,QC,174,"MONTMAGNY",,,,,Other,Con,Lib
3,QC,175,"MONTMORENCY",,,,,Other,Con,Lib
3,QC,176,"MONTREAL CENTRE",,1782,,2140,PC,Lib,Other
3,QC,177,"MONTREAL EAST",,,,,Other,Con,Lib
3,QC,178,"MONTREAL WEST",,2036,1442,,Lib,Other,Con
3,QC,179,"MÉGANTIC",,1003,873,,Lib,Other,Con
3,QC,180,"NAPIERVILLE",,1273,,,Lib,Other,Con
3,QC,181,"NICOLET",1290,,951,,Con,Other,Lib
3,QC,182,"OTTAWA (COUNTY OF)",,,716,1783,PC,Other,Con
3,QC,183,"PONTIAC",,,,,Other,Con,Lib
3,QC,184,"PORTNEUF",1086,1421,,,Lib,Con,Other
3,QC,185,"QUEBEC COUNTY",,,,,Other,Con,Lib
3,QC,186,"QUEBEC EAST",,,,,Other,Con,Lib
3,QC,187,"QUEBEC WEST",,,403,587,PC,Other,Con
3,QC,188,"QUEBEC-CENTRE",,,,,Other,Con,Lib
3,QC,189,"RICHELIEU",1119,,1320,,Other,Con,Lib
3,QC,190,"RICHMOND--WOLFE",,1111,959,,Lib,Other,Con
3,QC,191,"RIMOUSKI",,1728,354,,Lib,Other,Con
3,QC,192,"ROUVILLE",73,812,,,Lib,Con,Other
3,QC,193,"SAINT MAURICE",521,575,,,Lib,Con,Other
3,QC,194,"SHEFFORD",,1618,1172,,Lib,Other,Con
3,QC,195,"SHERBROOKE (TOWN OF)",,,,,Other,Con,Lib
3,QC,196,"SOULANGES",,,,,Other,Con,Lib
3,QC,197,"ST. HYACINTHE",,,,,Other,Con,Lib
3,QC,198,"ST. JOHN'S",,,,,Other,Con,Lib
3,QC,199,"STANSTEAD",,,,,Other,Con,Lib
3,QC,200,"TERREBONNE",,,,,Other,Con,Lib
3,QC,201,"THREE RIVERS",451,,126,,Con,Other,Lib
3,QC,202,"TWO MOUNTAINS",,725,670,,Lib,Other,Con
3,QC,203,"TÉMISCOUATA",,,,,Other,Con,Lib
3,QC,204,"VAUDREUIL",,,,,Other,Con,Lib
3,QC,205,"VERCHÈRES",,924,563,,Lib,Other,Con
3,QC,206,"YAMASKA",,,,,Other,Con,Lib
