election_id,prov_code,ed_id,ed_name,Bloc,ConParty,Grn,Lib,NDP,Other,1st,2nd,3rd
38,QC,287,"SHEFFORD",21968,3732,1571,18725,1146,,Bloc,Lib,ConParty
38,QC,288,"SHERBROOKE",29323,2142,1509,15482,1463,,Bloc,Lib,ConParty
38,QC,289,"TERREBONNE--BLAINVILLE",31288,2582,1554,9048,1451,,Bloc,Lib,ConParty
38,QC,290,"TROIS-RIVIÈRES",26240,4381,1476,12703,1635,,Bloc,Lib,ConParty
38,QC,291,"VAUDREUIL--SOULANGES",24675,4558,2103,21613,2175,585,Bloc,Lib,ConParty
38,QC,292,"VERCHÈRES--LES PATRIOTES",33333,2750,975,9958,1815,463,Bloc,Lib,ConParty
38,QC,293,"WESTMOUNT--VILLE-MARIE",5922,4027,2419,22337,4795,499,Lib,Bloc,NDP
38,SK,294,"BATTLEFORDS--LLOYDMINSTER",,15441,766,4617,5367,316,ConParty,NDP,Lib
38,SK,295,"BLACKSTRAP",,15608,1168,11815,8862,177,ConParty,Lib,NDP
38,SK,296,"CHURCHILL RIVER",,7279,539,5815,3910,1923,ConParty,Lib,NDP
38,SK,297,"CYPRESS HILLS--GRASSLANDS",,18010,1243,5547,4901,,ConParty,Lib,NDP
38,SK,298,"PALLISER",,11909,829,8244,11785,451,ConParty,NDP,Lib
38,SK,299,"PRINCE ALBERT",,13576,987,6929,7221,,ConParty,NDP,Lib
38,SK,300,"REGINA--LUMSDEN--LAKE CENTRE",,10289,716,10167,8300,1506,ConParty,Lib,NDP
38,SK,301,"REGINA--QU'APPELLE",,10012,639,7793,9151,399,ConParty,NDP,Lib
38,SK,302,"SASKATOON--HUMBOLDT",,9444,680,9009,9027,7147,ConParty,NDP,Lib
38,SK,303,"SASKATOON--ROSETOWN--BIGGAR",,11875,841,4171,9597,,ConParty,NDP,Lib
38,SK,304,"SASKATOON--WANUSKEWIN",,15109,960,10553,5770,,ConParty,Lib,NDP
38,SK,305,"SOURIS--MOOSE MOUNTAIN",,11306,537,6001,4202,8590,ConParty,Other,Lib
38,SK,306,"WASCANA",,8709,928,20567,5771,,Lib,ConParty,NDP
38,SK,307,"YORKTON--MELVILLE",,19940,630,4697,5890,524,ConParty,NDP,Lib
38,YK,308,"YUKON",,2618,571,5724,3216,399,Lib,NDP,ConParty
