election_id,prov_code,ed_id,ed_name,Con,Lib,Other,PC,1st,2nd,3rd
5,ON,109,"OTTAWA (CITY OF)-2",1692,1229,,,Con,Lib,Other
5,ON,110,"OXFORD NORTH",,1469,2043,,Other,Lib,Con
5,ON,111,"OXFORD SOUTH",,2885,,,Lib,Other,Con
5,ON,112,"PEEL",,1430,1387,,Lib,Other,Con
5,ON,113,"PERTH NORTH",1934,,1682,,Con,Other,Lib
5,ON,114,"PERTH SOUTH",,1896,1717,,Lib,Other,Con
5,ON,115,"PETERBOROUGH EAST",1449,,1192,,Con,Other,Lib
5,ON,116,"PETERBOROUGH WEST",,,875,1035,PC,Other,Con
5,ON,117,"PRESCOTT",1021,1322,,,Lib,Con,Other
5,ON,118,"PRINCE EDWARD",1925,1944,,,Lib,Con,Other
5,ON,119,"RENFREW NORTH",1111,,968,,Con,Other,Lib
5,ON,120,"RENFREW SOUTH",759,913,,,Lib,Con,Other
5,ON,121,"RUSSELL",1644,1335,,,Con,Lib,Other
5,ON,122,"SIMCOE EAST",,1468,1330,,Lib,Other,Con
5,ON,123,"SIMCOE NORTH",1761,,1511,,Con,Other,Lib
5,ON,124,"SIMCOE SOUTH",1441,,1435,,Con,Other,Lib
5,ON,125,"TORONTO CENTRE",,1620,1422,,Lib,Other,Con
5,ON,126,"TORONTO EAST",1992,,1496,,Con,Other,Lib
5,ON,127,"VICTORIA NORTH",1063,,773,,Con,Other,Lib
5,ON,128,"VICTORIA SOUTH",1577,,1517,,Con,Other,Lib
5,ON,129,"WATERLOO NORTH",1459,,1402,,Con,Other,Lib
5,ON,130,"WATERLOO SOUTH",1372,1580,,,Lib,Con,Other
5,ON,131,"WELLAND",1965,,1833,,Con,Other,Lib
5,ON,132,"WELLINGTON CENTRE",,2056,,2208,PC,Lib,Other
5,ON,133,"WELLINGTON NORTH",,1911,1891,,Lib,Other,Con
5,ON,134,"WELLINGTON SOUTH",,1790,1672,,Lib,Other,Con
5,ON,135,"WENTWORTH NORTH",,1295,1292,,Lib,Other,Con
5,ON,136,"WENTWORTH SOUTH",,1253,1205,,Lib,Other,Con
5,ON,137,"WEST TORONTO",2714,,2283,,Con,Other,Lib
5,ON,138,"YORK EAST",1749,1857,,,Lib,Con,Other
5,ON,139,"YORK NORTH",,1830,1721,,Lib,Other,Con
5,ON,140,"YORK WEST",1561,,1324,,Con,Other,Lib
5,PE,141,"KING'S COUNTY-1",1854,2002,,,Lib,Con,Other
5,PE,142,"KING'S COUNTY-2",,2124,,1941,Lib,PC,Other
5,PE,143,"PRINCE COUNTY-1",,,2134,2325,PC,Other,Con
5,PE,144,"PRINCE COUNTY-2",,4566,,,Lib,Other,Con
5,PE,145,"QUEEN'S COUNTY-1",,3164,2759,,Lib,Other,Con
5,PE,146,"QUEEN'S COUNTY-2",3120,,,3122,PC,Con,Other
5,QC,147,"ARGENTEUIL",,,,,Other,Con,Lib
5,QC,148,"BAGOT",,,,,Other,Con,Lib
5,QC,149,"BEAUCE",2153,,889,,Con,Other,Lib
5,QC,150,"BEAUHARNOIS",,,,,Other,Con,Lib
5,QC,151,"BELLECHASSE",1186,1044,,,Con,Lib,Other
5,QC,152,"BERTHIER",1138,,1120,,Con,Other,Lib
5,QC,153,"BONAVENTURE",,,,,Other,Con,Lib
5,QC,154,"BROME",,1399,1240,,Lib,Other,Con
5,QC,155,"CHAMBLY",822,,283,,Con,Other,Lib
5,QC,156,"CHAMPLAIN",,,614,1773,PC,Other,Con
5,QC,157,"CHARLEVOIX",954,,601,,Con,Other,Lib
5,QC,158,"CHICOUTIMI--SAGUENAY",1773,,657,,Con,Other,Lib
5,QC,159,"CHÂTEAUGUAY",,860,799,,Lib,Other,Con
5,QC,160,"COMPTON",,,823,1612,PC,Other,Con
5,QC,161,"DORCHESTER",,,,,Other,Con,Lib
5,QC,162,"DRUMMOND--ARTHABASKA",2421,,1811,,Con,Other,Lib
5,QC,163,"GASPÉ",,,,,Other,Con,Lib
5,QC,164,"HOCHELAGA",,,,,Other,Con,Lib
5,QC,165,"HUNTINGDON",,1206,591,,Lib,Other,Con
5,QC,166,"IBERVILLE",,,,,Other,Con,Lib
5,QC,167,"JACQUES CARTIER",994,731,,,Con,Lib,Other
5,QC,168,"JOLIETTE",2207,,,,Con,Other,Lib
5,QC,169,"KAMOURASKA",1107,,1089,,Con,Other,Lib
5,QC,170,"L'ASSOMPTION",,852,,1019,PC,Lib,Other
5,QC,171,"L'ISLET",,545,724,,Other,Lib,Con
5,QC,172,"LAPRAIRIE",675,,572,,Con,Other,Lib
5,QC,173,"LAVAL",,,,,Other,Con,Lib
5,QC,174,"LOTBINIÈRE",,1025,812,,Lib,Other,Con
5,QC,175,"LÉVIS",,1528,,1935,PC,Lib,Other
5,QC,176,"MASKINONGÉ",765,,1084,,Other,Con,Lib
5,QC,177,"MISSISQUOI",,1273,,1426,PC,Lib,Other
5,QC,178,"MONTCALM",828,,812,,Con,Other,Lib
5,QC,179,"MONTMAGNY",815,695,,,Con,Lib,Other
5,QC,180,"MONTMORENCY",810,717,,,Con,Lib,Other
5,QC,181,"MONTREAL CENTRE",2654,,1367,,Con,Other,Lib
5,QC,182,"MONTREAL EAST",,,,,Other,Con,Lib
5,QC,183,"MONTREAL WEST",2707,,1960,,Con,Other,Lib
5,QC,184,"MÉGANTIC",1204,,1085,,Con,Other,Lib
5,QC,185,"NAPIERVILLE",,1383,,,Lib,Other,Con
5,QC,186,"NICOLET",,,,,Other,Con,Lib
5,QC,187,"OTTAWA (COUNTY OF)",,,,,Other,Con,Lib
5,QC,188,"PONTIAC",1047,,1224,,Other,Con,Lib
5,QC,189,"PORTNEUF",1459,1491,,,Lib,Con,Other
5,QC,190,"QUEBEC COUNTY",1438,,869,,Con,Other,Lib
5,QC,191,"QUEBEC EAST",,1750,1283,,Lib,Other,Con
5,QC,192,"QUEBEC WEST",,,444,612,PC,Other,Con
5,QC,193,"QUEBEC-CENTRE",966,,855,,Con,Other,Lib
5,QC,194,"RICHELIEU",,,927,1205,PC,Other,Con
5,QC,195,"RICHMOND--WOLFE",,,,,Other,Con,Lib
5,QC,196,"RIMOUSKI",1648,1540,,,Con,Lib,Other
5,QC,197,"ROUVILLE",1199,,1045,,Con,Other,Lib
5,QC,198,"SAINT MAURICE",842,,446,,Con,Other,Lib
5,QC,199,"SHEFFORD",,1446,1581,,Other,Lib,Con
5,QC,200,"SHERBROOKE (TOWN OF)",,,,,Other,Con,Lib
5,QC,201,"SOULANGES",1436,,,,Con,Other,Lib
5,QC,202,"ST. HYACINTHE",1202,1336,,,Lib,Con,Other
5,QC,203,"ST. JOHN'S",,892,747,,Lib,Other,Con
5,QC,204,"STANSTEAD",,,1013,1308,PC,Other,Con
5,QC,205,"TERREBONNE",1593,,836,,Con,Other,Lib
5,QC,206,"THREE RIVERS",,,,,Other,Con,Lib
5,QC,207,"TWO MOUNTAINS",,,,,Other,Con,Lib
5,QC,208,"TÉMISCOUATA",,,,,Other,Con,Lib
5,QC,209,"VAUDREUIL",522,,918,,Other,Con,Lib
5,QC,210,"VERCHÈRES",,885,866,,Lib,Other,Con
5,QC,211,"YAMASKA",1049,,978,,Con,Other,Lib
