election_id,prov_code,ed_id,ed_name,Bloc,Grn,Lib,NDP,Other,PC,Reform,1st,2nd,3rd
36,MB,71,"WINNIPEG NORTH--ST. PAUL",,,13524,9487,534,5430,7108,Lib,NDP,Reform
36,MB,72,"WINNIPEG SOUTH",,,18800,4629,438,6547,7510,Lib,Reform,PC
36,MB,73,"WINNIPEG SOUTH CENTRE",,,20006,5717,606,5011,4457,Lib,NDP,PC
36,MB,74,"WINNIPEG--TRANSCONA",,,7105,16640,688,2968,5703,NDP,Lib,Reform
36,NB,75,"ACADIE--BATHURST",,,18421,21113,,12560,,NDP,Lib,PC
36,NB,76,"BEAUSÉJOUR--PETITCODIAC",,,16529,18504,,7592,4833,NDP,Lib,PC
36,NB,77,"CHARLOTTE",,,8309,2397,280,14533,6814,PC,Lib,Reform
36,NB,78,"FREDERICTON",,,12252,4689,321,10835,7815,Lib,PC,Reform
36,NB,79,"FUNDY--ROYAL",,,10192,3790,329,16715,9229,PC,Lib,Reform
36,NB,80,"MADAWASKA--RESTIGOUCHE",,,14957,4211,933,20343,,PC,Lib,NDP
36,NB,81,"MIRAMICHI",,,13924,5263,,10570,4668,Lib,PC,NDP
36,NB,82,"MONCTON",,,20860,7510,424,11931,6073,Lib,PC,NDP
36,NB,83,"SAINT JOHN",,,5612,3679,232,22227,3467,PC,Lib,NDP
36,NB,84,"TOBIQUE--MACTAQUAC",,,10190,2093,,12125,9371,PC,Lib,Reform
36,NL,85,"BONAVISTA--TRINITY--CONCEPTION",,,12929,12359,1054,10332,,Lib,NDP,PC
36,NL,86,"BURIN--ST. GEORGE'S",,,11715,4784,,13884,,PC,Lib,NDP
36,NL,87,"GANDER--GRAND FALLS",,,13409,3620,,8652,,Lib,PC,NDP
36,NL,88,"HUMBER--ST. BARBE--BAIE VERTE",,,12057,4421,,11825,1969,Lib,PC,NDP
36,NL,89,"LABRADOR",,,6182,4615,,842,573,Lib,NDP,PC
36,NL,90,"ST. JOHN'S EAST",,388,12048,12460,191,17286,1977,PC,NDP,Lib
36,NL,91,"ST. JOHN'S WEST",,,16317,6866,319,19393,1113,PC,Lib,NDP
36,NS,92,"BRAS D'OR",,,16358,17575,,8620,,NDP,Lib,PC
36,NS,93,"CUMBERLAND--COLCHESTER",,,11002,6058,1019,18610,5970,PC,Lib,NDP
36,NS,94,"DARTMOUTH",,,10298,12326,594,10183,4446,NDP,Lib,PC
36,NS,95,"HALIFAX",,,9638,21837,286,10361,2422,NDP,PC,Lib
36,NS,96,"HALIFAX WEST",,,14284,16013,249,10848,4843,NDP,Lib,PC
36,NS,97,"KINGS--HANTS",,,14515,9101,529,17401,6424,PC,Lib,NDP
36,NS,98,"PICTOU--ANTIGONISH--GUYSBOROUGH",,,12851,8284,228,18196,3416,PC,Lib,NDP
36,NS,99,"SACKVILLE--EASTERN SHORE",,,10750,12433,211,12392,5155,NDP,PC,Lib
36,NS,100,"SOUTH SHORE",,,11397,8137,298,14136,5302,PC,Lib,NDP
36,NS,101,"SYDNEY--VICTORIA",,,11569,22455,,9920,,NDP,Lib,PC
36,NS,102,"WEST NOVA",,,9877,7862,275,13187,7229,PC,Lib,NDP
36,NT,103,"NUNAVUT",,,3302,1710,,1737,447,Lib,PC,NDP
36,NT,104,"WESTERN ARCTIC",,,5564,2579,1567,1687,1966,Lib,NDP,Reform
36,ON,105,"ALGOMA--MANITOULIN",,,13810,7897,,3367,8353,Lib,Reform,NDP
36,ON,106,"BARRIE--SIMCOE--BRADFORD",,506,23549,2580,748,10735,16042,Lib,Reform,PC
36,ON,107,"BEACHES--EAST YORK",,589,21844,10730,264,5611,6534,Lib,NDP,Reform
36,ON,108,"BRAMALEA--GORE--MALTON",,,18933,2281,279,10655,8685,Lib,PC,Reform
36,ON,109,"BRAMPTON CENTRE",,,18615,2923,127,5621,10817,Lib,Reform,PC
36,ON,110,"BRAMPTON WEST--MISSISSAUGA",,,27297,2192,,8447,7569,Lib,PC,Reform
36,ON,111,"BRANT",,,24125,5201,,5781,10436,Lib,Reform,PC
36,ON,112,"BROADVIEW--GREENWOOD",,426,21108,13903,501,3238,3247,Lib,NDP,Reform
36,ON,113,"BRUCE--GREY",,,17896,3446,,11139,16161,Lib,Reform,PC
36,ON,114,"BURLINGTON",,,22042,2561,352,16344,8662,Lib,PC,Reform
