election_id,prov_code,ed_id,ed_name,Bloc,CdnAll,Grn,Lib,NDP,Other,PC,1st,2nd,3rd
37,ON,130,"GUELPH--WELLINGTON",,11037,966,26440,5685,550,10188,Lib,CdnAll,PC
37,ON,131,"HALDIMAND--NORFOLK--BRANT",,15416,,20867,2124,397,5761,Lib,CdnAll,PC
37,ON,132,"HALIBURTON--VICTORIA--BROCK",,15591,,16710,2409,,14508,Lib,CdnAll,PC
37,ON,133,"HALTON",,15656,1018,28168,2633,,12114,Lib,CdnAll,PC
37,ON,134,"HAMILTON EAST",,6039,,16435,4111,1191,3321,Lib,CdnAll,NDP
37,ON,135,"HAMILTON MOUNTAIN",,9621,,22536,4387,259,7467,Lib,CdnAll,PC
37,ON,136,"HAMILTON WEST",,7295,616,21273,5300,846,5024,Lib,CdnAll,NDP
37,ON,137,"HASTINGS--FRONTENAC--LENNOX AND ADDINGTON",,13227,516,16996,2200,406,10231,Lib,CdnAll,PC
37,ON,138,"HURON--BRUCE",,10343,,21547,2669,474,8138,Lib,CdnAll,PC
37,ON,139,"KENORA--RAINY RIVER",,9125,,14416,6868,,1476,Lib,CdnAll,NDP
37,ON,140,"KINGSTON AND THE ISLANDS",,7904,2652,26457,4951,,9222,Lib,PC,CdnAll
37,ON,141,"KITCHENER CENTRE",,11603,,23511,3058,158,6162,Lib,CdnAll,PC
37,ON,142,"KITCHENER--WATERLOO",,12402,809,27132,4394,542,8621,Lib,CdnAll,PC
37,ON,143,"LAMBTON--KENT--MIDDLESEX",,13302,341,21124,1871,597,5918,Lib,CdnAll,PC
37,ON,144,"LANARK--CARLETON",,24670,871,22811,1946,645,12430,CdnAll,Lib,PC
37,ON,145,"LEEDS--GRENVILLE",,18539,816,18594,990,181,7940,Lib,CdnAll,PC
37,ON,146,"LONDON NORTH CENTRE",,9062,681,22795,3936,518,7305,Lib,CdnAll,PC
37,ON,147,"LONDON WEST",,10162,614,23794,3596,241,9788,Lib,CdnAll,PC
37,ON,148,"LONDON--FANSHAWE",,7998,,19677,4107,,4119,Lib,CdnAll,PC
37,ON,149,"MARKHAM",,9015,493,32104,1129,352,5085,Lib,CdnAll,PC
37,ON,150,"MISSISSAUGA CENTRE",,6643,,24381,1404,514,5077,Lib,CdnAll,PC
37,ON,151,"MISSISSAUGA EAST",,5372,,22158,1451,227,5144,Lib,CdnAll,PC
37,ON,152,"MISSISSAUGA SOUTH",,10139,516,20676,1636,67,6903,Lib,CdnAll,PC
37,ON,153,"MISSISSAUGA WEST",,10582,810,31260,1532,,5275,Lib,CdnAll,PC
37,ON,154,"NEPEAN--CARLETON",,22310,805,24570,2223,249,9536,Lib,CdnAll,PC
37,ON,155,"NIAGARA CENTRE",,13313,,21641,7029,439,4893,Lib,CdnAll,NDP
37,ON,156,"NIAGARA FALLS",,11999,501,17907,2356,155,6077,Lib,CdnAll,PC
37,ON,157,"NICKEL BELT",,6370,,19187,7304,,1664,Lib,NDP,CdnAll
37,ON,158,"NIPISSING",,7461,,18888,2572,,4192,Lib,CdnAll,PC
37,ON,159,"NORTHUMBERLAND",,11410,1102,20109,2141,276,8768,Lib,CdnAll,PC
37,ON,160,"OAK RIDGES",,11714,672,33058,1623,172,8409,Lib,CdnAll,PC
37,ON,161,"OAKVILLE",,13544,790,23074,1335,,9589,Lib,CdnAll,PC
37,ON,162,"OSHAWA",,10863,,16179,4203,776,5675,Lib,CdnAll,PC
37,ON,163,"OTTAWA CENTRE",,10167,1531,22710,13516,1339,7505,Lib,NDP,CdnAll
37,ON,164,"OTTAWA SOUTH",,12677,,26585,3463,969,8096,Lib,CdnAll,PC
37,ON,165,"OTTAWA WEST--NEPEAN",,14753,585,22606,2718,1016,10507,Lib,CdnAll,PC
37,ON,166,"OTTAWA--ORLÉANS",,13316,561,26635,2169,800,8738,Lib,CdnAll,PC
37,ON,167,"OTTAWA--VANIER",,7600,1083,26749,4194,1115,7400,Lib,CdnAll,PC
37,ON,168,"OXFORD",,11455,,15181,2254,763,13050,Lib,PC,CdnAll
37,ON,169,"PARKDALE--HIGH PARK",,4882,1161,20676,7947,1501,5681,Lib,NDP,PC
37,ON,170,"PARRY SOUND--MUSKOKA",,9569,1495,17911,1665,,7055,Lib,CdnAll,PC
37,ON,171,"PERTH--MIDDLESEX",,9785,689,16988,2800,269,11545,Lib,PC,CdnAll
37,ON,172,"PETERBOROUGH",,14924,903,25310,3967,147,7034,Lib,CdnAll,PC
37,ON,173,"PICKERING--AJAX--UXBRIDGE",,11941,1014,28834,1523,,6883,Lib,CdnAll,PC
37,ON,174,"PRINCE EDWARD--HASTINGS",,9707,,20055,1897,,8083,Lib,CdnAll,PC
37,ON,175,"RENFREW--NIPISSING--PEMBROKE",,20634,,18211,1607,961,5287,CdnAll,Lib,PC
37,ON,176,"SARNIA--LAMBTON",,11208,514,19329,2735,814,3320,Lib,CdnAll,PC
37,ON,177,"SAULT STE. MARIE",,7006,776,18867,9202,128,1168,Lib,NDP,CdnAll
37,ON,178,"SCARBOROUGH CENTRE",,8849,,26969,3171,959,,Lib,CdnAll,NDP
37,ON,179,"SCARBOROUGH EAST",,7559,,24019,1884,405,6284,Lib,CdnAll,PC
37,ON,180,"SCARBOROUGH SOUTHWEST",,4912,,21466,3638,501,5251,Lib,PC,CdnAll
37,ON,181,"SCARBOROUGH--AGINCOURT",,5100,,26986,1499,453,4030,Lib,CdnAll,PC
37,ON,182,"SCARBOROUGH--ROUGE RIVER",,3237,,28669,1793,,2566,Lib,CdnAll,PC
37,ON,183,"SIMCOE NORTH",,14283,,24510,2272,305,6914,Lib,CdnAll,PC
37,ON,184,"SIMCOE--GREY",,16113,,22224,1646,997,8655,Lib,CdnAll,PC
37,ON,185,"ST. CATHARINES",,15871,,20992,2878,462,6522,Lib,CdnAll,PC
37,ON,186,"ST. PAUL'S",,5457,769,25358,4451,813,10099,Lib,PC,CdnAll
37,ON,187,"STONEY CREEK",,13354,,24150,3083,587,6102,Lib,CdnAll,PC
37,ON,188,"STORMONT--DUNDAS--CHARLOTENBURGH",,16151,,19113,1696,341,3635,Lib,CdnAll,PC
37,ON,189,"SUDBURY",,6554,503,20290,4368,313,2642,Lib,CdnAll,NDP
