election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
42,AB,48001,Banff--Airdrie,38189,"Richards, Blake",Conservative,Con,t,f,42228,1
42,AB,48001,Banff--Airdrie,38187,"Raynolds, Marlo",Liberal,Lib,f,f,17380,2
42,AB,48001,Banff--Airdrie,38190,"Boissonneault, Joanne",NDP-New Democratic Party,NDP,f,f,4521,3
42,AB,48001,Banff--Airdrie,38188,"MacDonald, Mike",Green Party,Grn,f,f,2509,4
42,AB,48002,Battle River--Crowfoot,38193,"Sorenson, Kevin",Conservative,Con,t,f,47552,1
42,AB,48002,Battle River--Crowfoot,38194,"Kowalski, Andy",Liberal,Lib,f,f,5505,2
42,AB,48002,Battle River--Crowfoot,38191,"Swampy, Katherine",NDP-New Democratic Party,NDP,f,f,3844,3
42,AB,48002,Battle River--Crowfoot,38192,"Kelly, Gary",Green Party,Grn,f,f,1868,4
42,AB,48003,Bow River,38200,"Shields, Martin",Conservative,Con,t,f,38701,1
42,AB,48003,Bow River,38195,"Alexander, William MacDonald",Liberal,Lib,f,f,6840,2
42,AB,48003,Bow River,38197,"MacWilliam, Lynn",NDP-New Democratic Party,NDP,f,f,2622,3
42,AB,48003,Bow River,38199,"Fromholt, Rita Ann",Green Party,Grn,f,f,919,4
42,AB,48003,Bow River,38198,"Kucy, Andrew",Independent,Ind,f,f,543,5
42,AB,48003,Bow River,38196,"VandeStroet, Frans",Christian Heritage Party,CHP,f,f,280,6
42,AB,48003,Bow River,38201,"Khalid, Fahed",Democratic Advancement,Ind,f,f,83,7
42,AB,48004,Calgary Centre,38202,"Hehr, Kent",Liberal,Lib,t,f,28496,1
42,AB,48004,Calgary Centre,38205,"Crockatt, Joan",Conservative,Con,f,f,27746,2
42,AB,48004,Calgary Centre,38206,"Ratti, Jillian",NDP-New Democratic Party,NDP,f,f,3412,3
42,AB,48004,Calgary Centre,38203,"Boonlert, Thana",Green Party,Grn,f,f,1347,4
42,AB,48004,Calgary Centre,38204,"Henderson, Yogi",Independent,Ind,f,f,248,5
42,AB,48005,Calgary Confederation,38209,"Webber, Len",Conservative,Con,t,f,30669,1
42,AB,48005,Calgary Confederation,38210,"Grant, Matt",Liberal,Lib,f,f,29083,2
42,AB,48005,Calgary Confederation,38211,"Heuser, Kirk",NDP-New Democratic Party,NDP,f,f,4770,3
42,AB,48005,Calgary Confederation,38207,"Odd, Natalie",Green Party,Grn,f,f,2146,4
42,AB,48005,Calgary Confederation,38208,"Hunter, Kevan",Marxist-Leninist,M-L,f,f,140,5
42,AB,48006,Calgary Forest Lawn,38216,"Obhrai, Deepak",Conservative,Con,t,f,19694,1
42,AB,48006,Calgary Forest Lawn,38214,"Stewart, Cam",Liberal,Lib,f,f,14762,2
42,AB,48006,Calgary Forest Lawn,38218,"Souraya, Abdou",NDP-New Democratic Party,NDP,f,f,4006,3
42,AB,48006,Calgary Forest Lawn,38217,"Hansell, Judson",Green Party,Grn,f,f,1229,4
42,AB,48006,Calgary Forest Lawn,38213,"Badura, Matt",Libertarian,Libtar,f,f,832,5
42,AB,48006,Calgary Forest Lawn,38215,"Devine, Jason",Communist,Com,f,f,390,6
42,AB,48006,Calgary Forest Lawn,38212,"Veress, Max",Democratic Advancement,Ind,f,f,134,7
42,AB,48007,Calgary Heritage,38219,"Harper, Stephen J.",Conservative,Con,t,f,37263,1
42,AB,48007,Calgary Heritage,38223,"Miles, Brendan",Liberal,Lib,f,f,15172,2
42,AB,48007,Calgary Heritage,38220,"Masters Burgener, Matt",NDP-New Democratic Party,NDP,f,f,4255,3
42,AB,48007,Calgary Heritage,38221,"Christie, Kelly",Green Party,Grn,f,f,1246,4
42,AB,48007,Calgary Heritage,38222,"Paolasini, Steven",Libertarian,Libtar,f,f,246,5
42,AB,48007,Calgary Heritage,38224,"Heather, Larry R.",Independent,Ind,f,f,114,6
42,AB,48007,Calgary Heritage,38225,"Zepik, Korry",Independent,Ind,f,f,73,7
42,AB,48007,Calgary Heritage,38226,"Duchastel de Montrouge, Nicolas",Independent,Ind,f,f,61,8
42,AB,48008,Calgary Midnapore,38231,"Kenney, Jason",Conservative,Con,t,f,42415,1
42,AB,48008,Calgary Midnapore,38227,"Brown, Haley",Liberal,Lib,f,f,14396,2
42,AB,48008,Calgary Midnapore,38229,"Weston, Laura",NDP-New Democratic Party,NDP,f,f,4915,3
42,AB,48008,Calgary Midnapore,38230,"Wauters, Brennan",Green Party,Grn,f,f,1691,4
42,AB,48008,Calgary Midnapore,38228,"Askin, Peggy",Marxist-Leninist,M-L,f,f,145,5
42,AB,48009,Calgary Nose Hill,38237,"Rempel, Michelle",Conservative,Con,t,f,32760,1
42,AB,48009,Calgary Nose Hill,38236,"Prcic, Robert",Liberal,Lib,f,f,14671,2
42,AB,48009,Calgary Nose Hill,38235,"Kaufman, Bruce",NDP-New Democratic Party,NDP,f,f,4836,3
42,AB,48009,Calgary Nose Hill,38233,"Scheer, Laurie",Green Party,Grn,f,f,1384,4
42,AB,48009,Calgary Nose Hill,38234,"Gao, Edward",Libertarian,Libtar,f,f,727,5
42,AB,48009,Calgary Nose Hill,38232,"Butt, Faizan",Democratic Advancement,Ind,f,f,184,6
42,AB,48010,Calgary Rocky Ridge,38238,"Kelly, Pat",Conservative,Con,t,f,38229,1
42,AB,48010,Calgary Rocky Ridge,38241,"Naidoo, Nirmala",Liberal,Lib,f,f,20038,2
42,AB,48010,Calgary Rocky Ridge,38239,"Kot, Stephanie",NDP-New Democratic Party,NDP,f,f,3665,3
42,AB,48010,Calgary Rocky Ridge,38240,"Wright, Catriona",Green Party,Grn,f,f,1360,4
42,AB,48011,Calgary Shepard,38242,"Kmiec, Tom",Conservative,Con,t,f,43706,1
42,AB,48011,Calgary Shepard,38243,"James, Jerome",Liberal,Lib,f,f,16379,2
42,AB,48011,Calgary Shepard,38245,"Allard, Dany",NDP-New Democratic Party,NDP,f,f,4532,3
42,AB,48011,Calgary Shepard,38244,"MacKenzie, Graham",Green Party,Grn,f,f,1734,4
42,AB,48012,Calgary Signal Hill,38251,"Liepert, Ron",Conservative,Con,t,f,37858,1
42,AB,48012,Calgary Signal Hill,38247,"Cundal, Kerry",Liberal,Lib,f,f,19108,2
42,AB,48012,Calgary Signal Hill,38250,"Ahmed, Khalis",NDP-New Democratic Party,NDP,f,f,3128,3
42,AB,48012,Calgary Signal Hill,38246,"Knorren, Taryn",Green Party,Grn,f,f,1586,4
42,AB,48012,Calgary Signal Hill,38248,"Moen, Tim",Libertarian,Libtar,f,f,679,5
42,AB,48012,Calgary Signal Hill,38249,"Rau, Jesse",Christian Heritage Party,CHP,f,f,160,6
42,AB,48013,Calgary Skyview,38255,"Kang, Darshan Singh",Liberal,Lib,t,f,20644,1
