election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
6,BC,1,CARIBOO,1901,"REID, James",Liberal-Conservative,LibCon,t,f,145,1
6,BC,1,CARIBOO,1902,"FERGUSON, G.",Liberal,Lib,f,f,105,2
6,BC,2,NEW WESTMINSTER,1903,"CHISHOLM, Donald",Conservative,Con,t,f,533,1
6,BC,2,NEW WESTMINSTER,1904,"TRAPP, T.J.",Conservative,Con,f,f,238,2
6,BC,3,VANCOUVER,1905,"GORDON, D.W.",Liberal-Conservative,LibCon,t,f,713,1
6,BC,3,VANCOUVER,1906,"PLANTA, J.T.",Conservative,Con,f,f,465,2
6,BC,4,VICTORIA-1,1908,"BAKER, E.C.",Conservative,Con,t,f,632,1
6,BC,4,VICTORIA-1,1909,"HUMPHREYS, T.B.",Independent Conservative,Ind,f,f,394,2
6,BC,4,VICTORIA-1,1907,"ROBERTSON, W.A.",Liberal,Lib,f,f,253,3
6,BC,5,VICTORIA-2,1910,"SHAKESPEARE, N.",Conservative,Con,t,f,548,1
6,BC,5,VICTORIA-2,1912,"FELL, James",Independent Conservative,Ind,f,f,327,2
6,BC,5,VICTORIA-2,1911,"MCCALLUM, A.E.",Liberal,Lib,f,f,245,3
6,BC,6,YALE,1913,"MARA, John Andrew",Conservative,Con,t,t,,1
6,MB,1,LISGAR,1914,"ROSS, Arthur W.",Liberal-Conservative,LibCon,t,t,,1
6,MB,2,MARQUETTE,1915,"WATSON, Robert",Liberal,Lib,t,f,2148,1
6,MB,2,MARQUETTE,1916,"BOULTON, C.A.",Conservative,Con,f,f,2090,2
6,MB,3,PROVENCHER,1917,"Royal, Hon. Joseph",Conservative,Con,t,f,1081,1
6,MB,3,PROVENCHER,1918,"CYR, J.E.",Independent Liberal,Ind,f,f,778,2
6,MB,4,SELKIRK,1919,"DALY, Thomas Mayne",Liberal-Conservative,LibCon,t,f,2787,1
6,MB,4,SELKIRK,1920,"CHRISTIE, J.A.",Liberal,Lib,f,f,2608,2
6,MB,5,WINNIPEG,1921,"SCARTH, W.B.",Conservative,Con,t,f,1754,1
6,MB,5,WINNIPEG,1922,"SUTHERLAND, Hugh",Liberal,Lib,f,f,1746,2
6,NB,1,ALBERT,1923,"WELDON, R.C.",Conservative,Con,t,f,1047,1
6,NB,1,ALBERT,1924,"ROGERS, Alex.",Liberal,Lib,f,f,923,2
6,NB,2,CARLETON,1926,"HALE, Frederick H.",Liberal-Conservative,LibCon,t,f,2362,1
6,NB,2,CARLETON,1925,"VINCE, Donald McLeod",Liberal,Lib,f,f,1243,2
6,NB,3,CHARLOTTE,1927,"GILLMOR, A.H.",Liberal,Lib,t,f,1892,1
6,NB,3,CHARLOTTE,1928,"CHIPMAN, J.D.",Conservative,Con,f,f,1811,2
6,NB,4,CITY AND COUNTY OF ST. JOHN-1,1929,"SKINNER, C.N.",Liberal,Lib,t,f,4136,1
6,NB,4,CITY AND COUNTY OF ST. JOHN-1,1930,"MCLEOD, E.",Unknown,Unknown,f,f,3628,2
6,NB,5,CITY AND COUNTY OF ST. JOHN-2,1931,"WELDON, C.W.",Liberal,Lib,t,f,4063,1
6,NB,5,CITY AND COUNTY OF ST. JOHN-2,1932,"EVERETT, C.A.",Conservative,Con,f,f,3840,2
6,NB,6,CITY OF ST. JOHN,1933,"ELLIS, John V.",Liberal,Lib,t,f,2375,1
6,NB,6,CITY OF ST. JOHN,1934,"BARKER, F.E.",Conservative,Con,f,f,2162,2
6,NB,7,GLOUCESTER,1935,"BURNS, K.F.",Conservative,Con,t,f,1908,1
6,NB,7,GLOUCESTER,1936,"LANDRY, Narc. A.",Liberal,Lib,f,f,1492,2
6,NB,8,KENT,1937,"LANDRY, P.A.",Conservative,Con,t,f,1765,1
6,NB,8,KENT,1938,"MCINERNEY, George V.",Liberal,Lib,f,f,1414,2
6,NB,9,KING'S,1940,"FOSTER, Hon. Geo. E.",Conservative,Con,t,f,2237,1
6,NB,9,KING'S,1939,"DOMVILLE, James",Independent,Ind,f,f,1762,2
6,NB,10,NORTHUMBERLAND,1941,"MITCHELL, Hon. Peter",Independent Liberal,Ind,t,f,2271,1
6,NB,10,NORTHUMBERLAND,1942,"ADAMS, Michael",Conservative,Con,f,f,1525,2
6,NB,11,QUEEN'S,1943,"KING, Geo. G.",Liberal,Lib,t,f,1191,1
6,NB,11,QUEEN'S,1944,"BAIRD, Geo. F.",Conservative,Con,f,f,1130,2
6,NB,12,RESTIGOUCHE,1945,"MOFFATT, Robert",Conservative,Con,t,f,420,1
6,NB,12,RESTIGOUCHE,1946,"HADDOW, G.",Independent,Ind,f,f,293,2
6,NB,12,RESTIGOUCHE,1947,"MCALISTER, J.",Unknown,Unknown,f,f,277,3
6,NB,13,SUNBURY,1948,"WILMOT, Robert Duncan, Jun.",Conservative,Con,t,f,588,1
6,NB,13,SUNBURY,1949,"BURPEE, Chas.",Liberal,Lib,f,f,555,2
6,NB,14,VICTORIA,1950,"COSTIGAN, Hon. John",Liberal-Conservative,LibCon,t,f,1286,1
6,NB,14,VICTORIA,1951,"THERIAULT, L.",Liberal,Lib,f,f,978,2
6,NB,15,WESTMORLAND,1952,"WOOD, Josiah",Conservative,Con,t,f,3252,1
6,NB,15,WESTMORLAND,1953,"EMMERSON, H.R.",Liberal,Lib,f,f,2710,2
6,NB,16,YORK,1955,"TEMPLE, Thomas",Conservative,Con,t,f,2172,1
6,NB,16,YORK,1954,"GREGORY, G.F.",Liberal,Lib,f,f,1768,2
6,NS,1,ANNAPOLIS,1956,"MILLS, John B.",Conservative,Con,t,f,1758,1
6,NS,1,ANNAPOLIS,1957,"RAY, Wm. H.",Liberal,Lib,f,f,1730,2
6,NS,2,ANTIGONISH,1959,"THOMPSON, Hon. J.S.D.",Liberal-Conservative,LibCon,t,f,1247,1
6,NS,2,ANTIGONISH,1958,"MCGILLIVRAY, Hon. A.",Liberal,Lib,f,f,1207,2
6,NS,3,CAPE BRETON-1,1961,"MCKEEN, David",Conservative,Con,t,f,1873,1
6,NS,3,CAPE BRETON-1,1962,"SLATTERY, Michael",Liberal,Lib,f,f,1071,2
6,NS,3,CAPE BRETON-1,1960,"GILLIS, Jos. A.",Independent,Ind,f,f,896,3
6,NS,4,CAPE BRETON-2,1964,"MCDOUGALL, H.F.",Liberal-Conservative,LibCon,t,f,1883,1
6,NS,4,CAPE BRETON-2,1965,"MURRAY, Geo. H.",Liberal,Lib,f,f,1703,2
6,NS,4,CAPE BRETON-2,1966,"MCLEOD, John K.",Independent,Ind,f,f,606,3
6,NS,4,CAPE BRETON-2,1963,"MOSELEY, E. Tilton",Independent,Ind,f,f,538,4
6,NS,5,COLCHESTER,1967,"MCLELAN, Hon. A.W.",Conservative,Con,t,f,2446,1
6,NS,5,COLCHESTER,1968,"MCLELLAN, S.D.",Liberal,Lib,f,f,1819,2
6,NS,6,CUMBERLAND,1970,"TUPPER, Sir Charles",Conservative,Con,t,f,2788,1
6,NS,6,CUMBERLAND,1971,"PIPES, W.T.",Liberal,Lib,f,f,2120,2
6,NS,6,CUMBERLAND,1969,"BULMER, J.T.",Unknown,Unknown,f,f,206,3
6,NS,7,DIGBY,1973,"CAMPBELL, John",Conservative,Con,t,f,1459,1
6,NS,7,DIGBY,1972,"VAIL, Wm. B.",Liberal,Lib,f,f,1364,2
6,NS,8,GUYSBOROUGH,1974,"KIRK, John A.",Liberal,Lib,t,f,1136,1
6,NS,8,GUYSBOROUGH,1975,"FALCONER, Alex. F.",Conservative,Con,f,f,784,2
6,NS,9,HALIFAX-1,1977,"KENNY,",Conservative,Con,t,f,4181,1
6,NS,9,HALIFAX-1,1976,"STAIRS,",Conservative,Con,f,f,4099,2
6,NS,10,HALIFAX-2,1979,"JONES,",Liberal,Lib,t,f,4243,1
6,NS,10,HALIFAX-2,1978,"FULLER,",Liberal,Lib,f,f,4098,2
6,NS,11,HANTS,1980,"PUTNAM, Alfred",Conservative,Con,t,f,1800,1
6,NS,11,HANTS,1981,"CURRY, Wm.",Liberal,Lib,f,f,1678,2
6,NS,12,INVERNESS,1982,"CAMERON, Hugh",Conservative,Con,t,f,1913,1
6,NS,12,INVERNESS,1983,"MCDONNELL, Samuel",Liberal,Lib,f,f,1462,2
6,NS,13,KINGS,1985,"BORDEN, F.W.",Liberal,Lib,t,f,1970,1
6,NS,13,KINGS,1984,"WOODWORTH, D.B.",Liberal-Conservative,LibCon,f,f,1522,2
6,NS,14,LUNENBURG,1986,"EISENHAUR, James D.",Liberal,Lib,t,f,2430,1
6,NS,14,LUNENBURG,1987,"KAULBACH, C.E.",Conservative,Con,f,f,2308,2
6,NS,15,PICTOU-1,1988,"TUPPER, Charles H.",Conservative,Con,t,f,3334,1
6,NS,15,PICTOU-1,1989,"BELL, A.C.",Conservative,Con,f,f,2923,2
6,NS,16,PICTOU-2,1990,"MCDOUGALD, John",Liberal-Conservative,LibCon,t,f,3413,1
6,NS,16,PICTOU-2,1991,"MCLEOD, John D.",Independent,Ind,f,f,2739,2
6,NS,17,QUEENS,1992,"FREEMAN, J.N.",Liberal-Conservative,LibCon,t,f,824,1
6,NS,17,QUEENS,1993,"MACK, J.M.",Liberal,Lib,f,f,809,2
6,NS,18,RICHMOND,1994,"FLYNN, E.P.",Liberal,Lib,t,f,910,1
6,NS,18,RICHMOND,1995,"PAINT, H.N.",Conservative,Con,f,f,609,2
6,NS,18,RICHMOND,1996,"LEBLANC, S.P.",Independent Conservative,Ind,f,f,317,3
6,NS,19,SHELBURNE,1997,"ROBERTSON, Thomas",Liberal,Lib,t,f,1194,1
6,NS,19,SHELBURNE,1998,"LAURIE, Gen.",Conservative,Con,f,f,1160,2
6,NS,20,VICTORIA,1999,"MCDONALD, John A.",Conservative,Con,t,f,830,1
6,NS,20,VICTORIA,2000,"MCCURDY, W.F.",Liberal,Lib,f,f,777,2
6,NS,21,YARMOUTH,2002,"LOVITT, John",Liberal,Lib,t,f,1872,1
6,NS,21,YARMOUTH,2001,"KINNEY, Joseph R.",Liberal,Lib,f,f,1180,2
6,NS,21,YARMOUTH,2003,"HATFIELD, J.K.",Independent,Ind,f,f,21,3
6,NT,1,ALBERTA (PROVISIONAL DISTRICT),2004,"DAVIS, D.W.",Conservative,Con,t,f,1037,1
6,NT,1,ALBERTA (PROVISIONAL DISTRICT),2005,"HARDISTY, R.",Independent Conservative,Ind,f,f,783,2
6,NT,1,ALBERTA (PROVISIONAL DISTRICT),2006,"LAFFERTY, J.D.",Liberal,Lib,f,f,235,3
6,NT,2,ASSINIBOIA EAST,2007,"PERLEY, William D.",Conservative,Con,t,f,1736,1
6,NT,2,ASSINIBOIA EAST,2008,"DICKIE, James Hay",Liberal,Lib,f,f,1010,2
6,NT,3,ASSINIBOIA WEST,2009,"DAVIN, N.F.",Conservative,Con,t,f,726,1
6,NT,3,ASSINIBOIA WEST,2010,"ROSS, J.H.",Liberal,Lib,f,f,423,2
6,NT,4,SASKATCHEWAN (PROVISIONAL DISTRICT),2011,"MACDOWALL, D.H.",Conservative,Con,t,f,718,1
6,NT,4,SASKATCHEWAN (PROVISIONAL DISTRICT),2012,"LAIRD, Hon. David",Liberal,Lib,f,f,552,2
6,ON,1,ADDINGTON,2013,"BELL, John W.",Conservative,Con,t,f,1927,1
6,ON,1,ADDINGTON,2014,"SHIBLEY, Henry T.",Liberal,Lib,f,f,1537,2
6,ON,2,ALGOMA,2015,"Dawson, S.J.",Conservative,Con,t,f,1428,1
6,ON,2,ALGOMA,2016,"BURK, D.F.",Unknown,Unknown,f,f,1410,2
6,ON,3,BOTHWELL,2017,"MILLS, Hon. David",Liberal,Lib,t,f,2182,1
6,ON,3,BOTHWELL,2018,"MITCHELL, Geo. M.D.",Conservative,Con,f,f,2161,2
6,ON,4,BRANT NORTH,2019,"SOMERVILLE, James",Liberal,Lib,t,f,1660,1
6,ON,4,BRANT NORTH,2020,"CURRY, J.R.",Conservative,Con,f,f,496,2
6,ON,5,BRANT SOUTH,2021,"PATERSON, William",Liberal,Lib,t,f,2230,1
6,ON,5,BRANT SOUTH,2022,"COCKSHUTT, Wm. T.",Conservative,Con,f,f,1656,2
6,ON,6,BROCKVILLE,2023,"WOOD, John Fisher",Liberal-Conservative,LibCon,t,f,1823,1
6,ON,6,BROCKVILLE,2024,"COMSTOCK, W.H.",Liberal,Lib,f,f,1534,2
6,ON,7,BRUCE EAST,2025,"CARGILL, Henry",Conservative,Con,t,f,2182,1
6,ON,7,BRUCE EAST,2026,"WELLS, Robert Mearse",Liberal,Lib,f,f,1812,2
6,ON,8,BRUCE NORTH,2027,"McNeill, Alexander",Liberal-Conservative,LibCon,t,f,1796,1
