election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
18,AB,1,ACADIA,7819,"QUELCH, Victor",Social Credit Party of Canada,SoCred,t,f,6166,1
18,AB,1,ACADIA,7820,"GARDINER, Robert",Co-operative Commonwealth Federation,CCF,f,f,1859,2
18,AB,1,ACADIA,7818,"DAY, Arthur Melville",Liberal,Lib,f,f,1444,3
18,AB,1,ACADIA,7821,"COUGHLIN, Cyril Augustin",Conservative,Con,f,f,1024,4
18,AB,2,ATHABASKA,7823,"ROWE, Percy John",Social Credit Party of Canada,SoCred,t,f,5424,1
18,AB,2,ATHABASKA,7822,"MCNAMEE, James Owen",Liberal,Lib,f,f,3007,2
18,AB,2,ATHABASKA,7824,"BOILEAU, Adéodat",Conservative,Con,f,f,1269,3
18,AB,2,ATHABASKA,7825,"NEWMAN, Joseph McCrae",Technocrat,Ind,f,f,733,4
18,AB,3,BATTLE RIVER,7827,"FAIR, Robert",Social Credit Party of Canada,SoCred,t,f,7029,1
18,AB,3,BATTLE RIVER,7829,"SPENCER, Henry Elvins",Co-operative Commonwealth Federation,CCF,f,f,3015,2
18,AB,3,BATTLE RIVER,7826,"FORSTER, Martin L.",Liberal,Lib,f,f,3015,2
18,AB,3,BATTLE RIVER,7828,"MORRISON, John William Geddie",Conservative,Con,f,f,1614,4
18,AB,4,BOW RIVER,7831,"JOHNSTON, Charles Edward",Social Credit Party of Canada,SoCred,t,f,7529,1
18,AB,4,BOW RIVER,7832,"DAVISON, Andrew",Conservative,Con,f,f,3091,2
18,AB,4,BOW RIVER,7830,"GARLAND, Edward Joseph",Co-operative Commonwealth Federation,CCF,f,f,2315,3
18,AB,4,BOW RIVER,7833,"WALROD, Charles Ross",Liberal,Lib,f,f,1242,4
18,AB,5,CALGARY EAST,7834,"LANDERYOU, John Charles",Social Credit Party of Canada,SoCred,t,f,8376,1
18,AB,5,CALGARY EAST,7836,"STANLEY, George Douglas",Conservative,Con,f,f,6009,2
18,AB,5,CALGARY EAST,7837,"SHAW, Joseph Tweed",Liberal,Lib,f,f,2576,3
18,AB,5,CALGARY EAST,7835,"PATTERSON, Edith",Co-operative Commonwealth Federation,CCF,f,f,1020,4
18,AB,6,CALGARY WEST,7840,"BENNETT, Right Hon. Richard Bedford",Conservative,Con,t,f,9172,1
18,AB,6,CALGARY WEST,7838,"REID, Robert Lincoln",Social Credit Party of Canada,SoCred,f,f,5817,2
18,AB,6,CALGARY WEST,7841,"HYDE, Peter Laurence",Liberal,Lib,f,f,2130,3
18,AB,6,CALGARY WEST,7842,"HORRICKS, Henry Magee",Co-operative Commonwealth Federation,CCF,f,f,686,4
18,AB,6,CALGARY WEST,7839,"GALBRAITH, Charles Thomas",Reconstruction Party,ReconP,f,f,411,5
18,AB,7,CAMROSE,7844,"MARSHALL, James Alexander",Social Credit Party of Canada,SoCred,t,f,8776,1
18,AB,7,CAMROSE,7843,"SMITH, George Peter",Liberal,Lib,f,f,2438,2
18,AB,7,CAMROSE,7845,"LUCAS, William Thomas",Conservative,Con,f,f,2051,3
18,AB,8,EDMONTON EAST,7847,"HALL, William Samuel",Social Credit Party of Canada,SoCred,t,f,5721,1
18,AB,8,EDMONTON EAST,7849,"MCLEOD, George Brown",Liberal,Lib,f,f,4889,2
18,AB,8,EDMONTON EAST,7850,"BOWEN, Peter Edwin",Conservative,Con,f,f,2827,3
18,AB,8,EDMONTON EAST,7848,"ROPER, Elmer E.",Co-operative Commonwealth Federation,CCF,f,f,1726,4
18,AB,8,EDMONTON EAST,7846,"DOOLAN, Oliver C.",Communist Party of Canada,Com,f,f,671,5
18,AB,8,EDMONTON EAST,7851,"GHOSTLEY, Raymond Charles",Social Credit Party of Canada,SoCred,f,f,378,6
18,AB,9,EDMONTON WEST,7853,"MACKINNON, James A.",Liberal,Lib,t,f,6471,1
18,AB,9,EDMONTON WEST,7854,"OGILVIE, James H.",Conservative,Con,f,f,4781,2
18,AB,9,EDMONTON WEST,7855,"REID, James Allan",Social Credit Party of Canada,SoCred,f,f,3768,3
18,AB,9,EDMONTON WEST,7852,"CRAWFORD, Mary R.",Co-operative Commonwealth Federation,CCF,f,f,1967,4
18,AB,9,EDMONTON WEST,7856,"BURROWS, Arthur Lewis",Reconstruction Party,ReconP,f,f,949,5
18,AB,10,JASPER--EDSON,7858,"KUHL, Walter Frederick",Social Credit Party of Canada,SoCred,t,f,7208,1
