election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
39,AB,48006,Calgary Centre,33409,"Richardson, Lee",Conservative,Con,t,f,30213,1
39,AB,48006,Calgary Centre,33411,"Kim, Heesung",Liberal,Lib,f,f,10464,2
39,AB,48006,Calgary Centre,33410,"Pincott, Brian",N.D.P.,NDP,f,f,7227,3
39,AB,48006,Calgary Centre,33407,"Johnson, John N.",Green Party,Grn,f,f,6372,4
39,AB,48006,Calgary Centre,33408,"Grover, Trevor",Canadian Action,CAP,f,f,250,5
39,AB,48003,Calgary Centre-North,33393,"Prentice, Jim",Conservative,Con,t,f,31174,1
39,AB,48003,Calgary Centre-North,33394,"Chan, John",N.D.P.,NDP,f,f,9341,2
39,AB,48003,Calgary Centre-North,33396,"Moody, Matthew",Liberal,Lib,f,f,7628,3
39,AB,48003,Calgary Centre-North,33395,"MacGillivray, Mark",Green Party,Grn,f,f,6573,4
39,AB,48003,Calgary Centre-North,33390,"Falconar, Michael",Independent,Ind,f,f,383,5
39,AB,48003,Calgary Centre-North,33397,"Dokis, Doug",FPNP,Ind,f,f,206,6
39,AB,48003,Calgary Centre-North,33391,"Askin, Margaret Peggy",Marxist-Leninist,M-L,f,f,194,7
39,AB,48003,Calgary Centre-North,33392,"Kohut, James S.",Canadian Action,CAP,f,f,168,8
39,AB,48002,Calgary East,33389,"Obhrai, Deepak",Conservative,Con,t,f,26766,1
39,AB,48002,Calgary East,33385,"To, Dobie",Liberal,Lib,f,f,5410,2
39,AB,48002,Calgary East,33388,"Arnell, Patrick",N.D.P.,NDP,f,f,4338,3
39,AB,48002,Calgary East,33387,"Taylor, John Mark",Green Party,Grn,f,f,2954,4
39,AB,48002,Calgary East,33386,"Devine, Jason",Communist,Com,f,f,239,5
39,AB,48002,Calgary East,33384,"Khan, Ghazanfar",Canadian Action,CAP,f,f,183,6
39,AB,48004,Calgary Northeast,33402,"Hanger, Art",Conservative,Con,t,f,27169,1
39,AB,48004,Calgary Northeast,33400,"Johal, Jaswinder S.",Liberal,Lib,f,f,9241,2
39,AB,48004,Calgary Northeast,33399,"Ragan, Tyler",N.D.P.,NDP,f,f,3284,3
39,AB,48004,Calgary Northeast,33401,"Nguyen, Trung",Green Party,Grn,f,f,1833,4
39,AB,48004,Calgary Northeast,33398,"Sanderson, Ron",Independent,Ind,f,f,364,5
39,AB,48007,Calgary Southeast,33414,"Kenney, Jason",Conservative,Con,t,f,44987,1
39,AB,48007,Calgary Southeast,33415,"Ludwar, James",Liberal,Lib,f,f,6193,2
39,AB,48007,Calgary Southeast,33413,"Leavitt, Eric",N.D.P.,NDP,f,f,4584,3
39,AB,48007,Calgary Southeast,33412,"Gutoski, Gus",Green Party,Grn,f,f,4076,4
39,AB,48008,Calgary Southwest,33418,"Harper, Stephen J.",Conservative,Con,t,f,41549,1
39,AB,48008,Calgary Southwest,33416,"Swanson, Mike",Liberal,Lib,f,f,6553,2
39,AB,48008,Calgary Southwest,33419,"Heffernan, Holly",N.D.P.,NDP,f,f,4628,3
39,AB,48008,Calgary Southwest,33420,"Warnke, Kim",Green Party,Grn,f,f,4407,4
