election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
43,AB,48001,Banff--Airdrie,39982,"Richards, Blake",Conservative,Con,t,f,54580,1
43,AB,48001,Banff--Airdrie,39980,"Midgley, Gwyneth",Liberal,Lib,f,f,8216,2
43,AB,48001,Banff--Airdrie,39983,"Wilson, Anne",NDP-New Democratic Party,NDP,f,f,7960,3
43,AB,48001,Banff--Airdrie,39981,"Mullins, Austin",Green Party,Grn,f,f,3230,4
43,AB,48001,Banff--Airdrie,39979,"Wellwood, Nadine",People's Party,PPC,f,f,2609,5
43,AB,48002,Battle River--Crowfoot,39988,"Kurek, Damien",Conservative,Con,t,f,52497,1
43,AB,48002,Battle River--Crowfoot,39987,"Fryzuk, Natasha",NDP-New Democratic Party,NDP,f,f,3089,2
43,AB,48002,Battle River--Crowfoot,39986,"Clarke, Dianne",Liberal,Lib,f,f,2485,3
43,AB,48002,Battle River--Crowfoot,39985,"Nelson, Geordie",Green Party,Grn,f,f,1750,4
43,AB,48002,Battle River--Crowfoot,39984,"Michaud, David A.",People's Party,PPC,f,f,1583,5
43,AB,48003,Bow River,39994,"Shields, Martin",Conservative,Con,t,f,45691,1
43,AB,48003,Bow River,39989,"Rhemtulla, Margaret",Liberal,Lib,f,f,3104,2
43,AB,48003,Bow River,39990,"Macwilliam, Lynn",NDP-New Democratic Party,NDP,f,f,3010,3
43,AB,48003,Bow River,39992,"Ikert, Tom",People's Party,PPC,f,f,1302,4
43,AB,48003,Bow River,39993,"Tuithof de Jonge, Hendrika Maria",Green Party,Grn,f,f,805,5
43,AB,48003,Bow River,39991,"Lipp, Tom",Christian Heritage Party,CHP,f,f,445,6
43,AB,48004,Calgary Centre,39998,"McLean, Greg",Conservative,Con,t,f,36360,1
43,AB,48004,Calgary Centre,40002,"Hehr, Kent",Liberal,Lib,f,f,17199,2
43,AB,48004,Calgary Centre,39996,"Buresi, Jessica",NDP-New Democratic Party,NDP,f,f,6290,3
43,AB,48004,Calgary Centre,39997,"Boonlert, Thana",Green Party,Grn,f,f,2723,4
